token,bearers,as_given,as_surname,as_married,behaves,patronymic_marker,script,placeholder
Mundheim,13,0,8,10,surname,,Latin,
Munthe-Kaas,13,4,6,5,both,,Latin,
Murra,13,13,0,0,given,,Latin,
Musland,13,0,10,5,surname,,Latin,
Muñiz,13,0,10,8,surname,,Latin,
Myrland,13,0,5,11,surname,,Latin,
Måneskiöld,13,0,13,4,surname,,Latin,
Mæle,13,2,9,5,both,,Latin,
NRA,13,13,0,0,given,,Latin,
Naalum,13,0,8,9,surname,,Latin,
Namen,13,0,11,8,surname,,Latin,
Napoli,13,0,12,3,surname,,Latin,
Nentié,13,13,0,0,given,,Latin,
Nerson,13,0,4,9,surname,-son,Latin,
Neymarck,13,0,8,13,surname,,Latin,
Nieves,13,13,0,0,given,,Latin,
Noall,13,2,9,11,both,,Latin,
Northeim,13,0,12,8,surname,,Latin,
Notodiningrat,13,12,0,1,given,,Latin,
Noé,13,4,6,9,both,,Latin,
O'Dochartaigh,13,0,0,13,married-only,,Latin,
Obando,13,0,9,9,surname,,Latin,
Ogmundsson,13,9,2,3,both,-sson,Latin,
Okänd,13,11,2,0,both,,Latin,
Olavsdtr,13,9,5,1,both,,Latin,
Oliana,13,13,0,0,given,,Latin,
Olivey,13,0,3,11,surname,,Latin,
Olrich,13,1,5,8,both,,Latin,
Ong,13,8,2,4,both,,Latin,
Ontiveros,13,0,11,11,surname,,Latin,
Oranje-Nassau,13,0,7,11,surname,,Latin,
Ordaz,13,0,11,7,surname,,Latin,
Osrhoene,13,0,13,13,surname,,Latin,
Ostrogoths,13,0,8,12,surname,,Latin,
Otton,13,13,0,0,given,,Latin,
Ottosson,13,2,5,6,both,-sson,Latin,
PARANA,13,1,0,12,given,,Latin,
Pappenheimer,13,0,7,9,surname,,Latin,
Paquin,13,8,2,3,both,,Latin,
Parthenay,13,0,10,12,surname,,Latin,
Paulla,13,8,1,4,both,,Latin,
Pepin,13,11,2,0,both,,Latin,
Peso,13,0,8,13,surname,,Latin,
Petrea,13,13,0,0,given,,Latin,
Phelipe,13,13,0,0,given,,Latin,
Philipsen,13,2,8,9,both,-sen,Latin,
Polak,13,0,7,10,surname,,Latin,
Polla,13,12,0,1,given,,Latin,
Ponte,13,0,10,8,surname,,Latin,
Pound,13,0,8,8,surname,,Latin,
Povey,13,0,12,2,surname,,Latin,
Prevost,13,0,10,11,surname,,Latin,
Proculus,13,7,0,6,given,,Latin,
Provencal,13,1,5,13,both,,Latin,
Provenza,13,0,12,5,surname,,Latin,
Pålsdatter,13,11,2,1,both,-sdatter,Latin,
Queralt,13,0,9,12,surname,,Latin,
R.M.Ng.,13,13,0,0,given,,Latin,
RAMIREZ,13,0,11,2,surname,,Latin,
RNg,13,13,0,0,given,,Latin,
Radjaningrat,13,13,0,0,given,,Latin,
Rafoss,13,0,9,7,surname,,Latin,
Ramel,13,0,7,10,surname,,Latin,
Ramses,13,10,0,3,given,,Latin,
Randerode,13,0,8,7,surname,,Latin,
Rankin,13,1,7,9,both,,Latin,
Ras-Work,13,0,4,10,surname,,Latin,
Reiersen,13,8,1,4,both,-sen,Latin,
Rhuus,13,0,3,13,surname,,Latin,
Ribeira,13,0,6,12,surname,,Latin,
Rifke,13,13,0,0,given,,Latin,
Rivadeneyra,13,0,7,12,surname,,Latin,
Rodseth,13,0,9,9,surname,,Latin,
Romilly,13,0,1,12,surname,,Latin,
Rosales,13,0,12,9,surname,,Latin,
Rosenau,13,0,7,9,surname,,Latin,
Rosenheim,13,0,7,6,surname,,Latin,
Rosetta,13,13,0,0,given,,Latin,
Rossavik,13,0,6,11,surname,,Latin,
Rossi,13,0,10,12,surname,,Latin,
Rothstein,13,0,5,13,surname,,Latin,
Rundström,13,0,11,6,surname,,Latin,
Ræge,13,0,4,12,surname,,Latin,
Régnier,13,11,0,2,given,,Latin,
Río,13,0,12,7,surname,,Latin,
Saarwerden,13,0,10,10,surname,,Latin,
Saga,13,3,4,7,both,,Latin,
Sailor,13,0,11,4,surname,,Latin,
Sallie,13,13,0,0,given,,Latin,
Salomonsdotter,13,9,4,4,both,-sdotter,Latin,
Saly,13,13,0,0,given,,Latin,
Sanjaya,13,10,0,7,given,,Latin,
Scharzfeld,13,0,13,13,surname,,Latin,
Schieldrop,13,0,10,11,surname,,Latin,
Schive,13,8,3,3,both,,Latin,
Schnerb,13,0,5,8,surname,,Latin,
Schonevig,13,0,11,6,surname,,Latin,
Scribonius,13,13,0,0,given,,Latin,
Seelig,13,7,1,5,both,,Latin,
Sekse,13,0,2,11,surname,,Latin,
Seward,13,1,9,6,both,,Latin,
Shakya,13,0,11,12,surname,,Latin,
Shih,13,13,0,0,given,,Latin,
Shèng,13,13,0,0,given,,Latin,
Sibille,13,13,0,0,given,,Latin,
Sigbjørnsdatter,13,12,1,0,both,-sdatter,Latin,
Sikke,13,13,0,0,given,,Latin,
Siles,13,0,0,13,married-only,,Latin,
Sim,13,13,0,0,given,,Latin,
Simonas,13,13,0,0,given,,Latin,
Singasari,13,9,1,3,both,,Latin,
Skadeland,13,0,2,12,surname,,Latin,
Skalle,13,1,8,11,both,,Latin,
Skjekle,13,0,8,12,surname,,Latin,
Skleros,13,0,6,13,surname,,Latin,
Slots,13,0,7,6,surname,,Latin,
Smed,13,2,4,10,both,,Latin,
Smør,13,0,9,11,surname,,Latin,
Sorel,13,13,0,0,given,,Latin,
Spissøy,13,0,10,10,surname,,Latin,
Sprinz,13,13,0,0,given,,Latin,
Standish,13,4,8,4,both,,Latin,
Steinar,13,13,0,0,given,,Latin,
Steinsdtr.,13,13,0,0,given,,Latin,
Stenbit,13,0,3,10,surname,,Latin,
Stensland,13,0,5,11,surname,,Latin,
Stoltenberg,13,11,2,1,both,,Latin,
Sufyan,13,13,0,0,given,,Latin,
Sumedang,13,13,0,0,given,,Latin,
Sutra,13,8,3,4,both,,Latin,
Svensdtr.,13,12,2,2,both,,Latin,
Svenungsen,13,3,3,10,both,-sen,Latin,
Sygni,13,13,0,0,given,,Latin,
Synva,13,13,0,0,given,,Latin,
Séverac,13,1,12,11,both,,Latin,
Søre-Sunde,13,0,13,2,surname,,Latin,
TANOEWIDJAJA,13,13,0,0,given,,Latin,
Tabitta,13,13,0,0,given,,Latin,
Tagesdatter,13,11,1,1,both,-sdatter,Latin,
Tanner,13,0,1,12,surname,,Latin,
Tellez,13,7,3,4,both,,Latin,
Teomim-Zwillinger,13,0,3,10,surname,,Latin,
Terrazas,13,0,1,13,surname,,Latin,
Theophilus,13,13,0,0,given,,Latin,
Thorsteinsson,13,2,4,10,both,-sson,Latin,
Thrasher,13,1,6,10,both,,Latin,
Tjøstelsdatter,13,13,0,0,given,-sdatter,Latin,
Toke,13,13,0,0,given,,Latin,
Tolfsby,13,0,6,11,surname,,Latin,
Torgrimsen,13,5,2,8,both,-sen,Latin,
Torkildsdatter,13,11,2,0,both,-sdatter,Latin,
Torkjell,13,13,0,0,given,,Latin,
Tornekrands,13,0,9,11,surname,,Latin,
Torsteinsen,13,9,4,1,both,-sen,Latin,
Tournel,13,0,10,10,surname,,Latin,
Trulsen,13,13,0,0,given,-sen,Latin,
Tue,13,11,1,1,both,,Latin,
Törnsköld,13,0,11,13,surname,,Latin,
Tøndel,13,0,4,10,surname,,Latin,
Tørresen,13,12,0,1,given,-sen,Latin,
Una,13,13,0,0,given,,Latin,
Underwood,13,1,8,6,both,,Latin,
Unkown,13,11,1,1,both,,Latin,
VASQUEZ,13,0,11,8,surname,,Latin,
VI.,13,13,0,0,given,,Latin,
Vahl,13,0,3,12,surname,,Latin,
Valkenburg,13,2,8,7,both,,Latin,
Valladares,13,0,8,11,surname,,Latin,
Vasshus,13,2,6,9,both,,Latin,
Vassvik,13,0,8,10,surname,,Latin,
Velaz,13,1,5,10,both,,Latin,
Vidaurre,13,0,6,12,surname,,Latin,
Vigdel,13,0,4,11,surname,,Latin,
Vilademuls,13,0,7,7,surname,,Latin,
Vilanova,13,0,11,13,surname,,Latin,
Visa,13,0,4,10,surname,,Latin,
Vissac,13,0,10,13,surname,,Latin,
Vitellius,13,12,0,1,given,,Latin,
Vladimiras,13,13,0,0,given,,Latin,
Vlll,13,13,0,0,given,,Latin,
Wahl-Stariner,13,0,5,8,surname,,Latin,
Wahltuch,13,0,12,5,surname,,Latin,
Waller,13,2,5,9,both,,Latin,
Weirman,13,0,13,11,surname,,Latin,
Wenzel,13,13,0,0,given,,Latin,
Wertheimber,13,0,7,8,surname,,Latin,
Wledig,13,5,7,9,both,,Latin,
Woodworth,13,1,8,10,both,,Latin,
Wulan,13,13,0,0,given,,Latin,
Xian,13,13,0,0,given,,Latin,
Yaacov,13,11,0,2,given,,Latin,
Yao,13,13,0,0,given,,Latin,
Yee,13,11,0,2,given,,Latin,
Ygnacia,13,13,0,0,given,,Latin,
Yngvildur,13,13,1,0,both,,Latin,
Yonah,13,12,1,1,both,,Latin,
York,13,1,7,11,both,,Latin,
Yoseph,13,12,0,1,given,,Latin,
Yossef,13,13,0,0,given,,Latin,
Yurevich,13,12,0,1,given,-evich,Latin,
Zadoc-Kahn,13,0,8,10,surname,,Latin,
Zainab,13,11,1,2,both,,Latin,
Zambrana,13,0,1,13,surname,,Latin,
Zarate,13,1,4,8,both,,Latin,
Zea,13,0,8,10,surname,,Latin,
Zetterberg,13,0,3,11,surname,,Latin,
Zhào,13,10,1,2,both,,Latin,
Zhōng,13,9,4,0,both,,Latin,
Zipora,13,13,0,0,given,,Latin,
Zuylen,13,0,12,12,surname,,Latin,
ad-Din,13,13,0,0,given,,Latin,
al-Mulk,13,13,0,0,given,,Latin,
award,13,0,0,13,married-only,,Latin,
child,13,13,0,0,given,,Latin,
d'Aragon,13,0,10,8,surname,,Latin,
d'Uzès,13,0,11,13,surname,,Latin,
ep,13,13,0,0,given,,Latin,
fils,13,2,2,9,both,,Latin,
gen.,13,1,3,10,both,,Latin,
ke-3,13,13,0,0,given,,Latin,
ks.,13,1,8,10,both,,Latin,
mab,13,0,6,11,surname,,Latin,
maria,13,13,0,0,given,,Latin,
och,13,1,5,9,both,,Latin,
pomorska,13,13,0,0,given,,Latin,
ruler,13,4,0,9,given,,Latin,
ul-Jarhami,13,0,5,13,surname,,Latin,
«el,13,13,0,0,given,,Latin,
«le,13,13,0,0,given,,Latin,
Åkesson,13,5,2,6,both,-sson,Latin,
Åmund,13,13,0,0,given,,Latin,
Ånensen,13,10,3,2,both,-sen,Latin,
Årsand,13,0,12,7,surname,,Latin,
Ødegården,13,0,8,8,surname,,Latin,
Øyvind,13,13,0,0,given,,Latin,
Þorgeir,13,13,0,0,given,,Latin,
Þorgilsson,13,0,8,12,surname,-sson,Latin,
ätt),13,0,1,13,surname,,Latin,
Šternberka,13,0,12,2,surname,,Latin,
Богдан,13,13,0,0,given,,Cyrillic,
Бурбон,13,0,12,1,surname,,Cyrillic,
Василькович,13,11,2,1,both,,Cyrillic,
Голицына,13,0,12,1,surname,,Cyrillic,
Давидович,13,10,3,2,both,,Cyrillic,
Княжна,13,0,13,0,surname,,Cyrillic,
Меньшой,13,13,0,0,given,,Cyrillic,
Пешков-Сабуров,13,0,9,13,surname,,Cyrillic,
Сонцов-Засекин,13,0,13,13,surname,,Cyrillic,
Софья,13,13,0,0,given,,Cyrillic,
Хворостинин,13,0,11,11,surname,,Cyrillic,
גייגר,13,0,13,0,surname,,Hebrew,
וואלף,13,13,0,0,given,,Hebrew,
מאיאר,13,9,1,3,both,,Hebrew,
מדלין,13,13,0,0,given,,Hebrew,
רפאפורט,13,0,10,3,surname,,Hebrew,
ابن,13,11,2,2,both,,Arabic,
الأكبر,13,13,0,0,given,,Arabic,
الحلواني,13,0,13,4,surname,,Arabic,
الشافعي,13,0,13,8,surname,,Arabic,
الناشري,13,0,13,1,surname,,Arabic,
هند,13,13,0,0,given,,Arabic,
يحيى,13,13,0,0,given,,Arabic,
充,13,13,0,0,given,,Han,
光,13,13,0,0,given,,Han,
劉氏,13,8,2,3,both,,Han,
南陽,13,1,12,0,both,,Han,
古田,13,0,13,13,surname,,Han,
周氏,13,5,3,8,both,,Han,
大内,13,0,13,13,surname,,Han,
大友,13,1,8,12,both,,Han,
孚,13,13,0,0,given,,Han,
宣,13,13,0,0,given,,Han,
尚,13,13,0,0,given,,Han,
山口,13,0,13,13,surname,,Han,
常,13,11,1,1,both,,Han,
广东省江门市台山市都斛镇南村村,13,0,13,0,surname,,Han,
廣東省江門市台山市都斛鎮南村村,13,0,13,0,surname,,Han,
延,13,13,0,0,given,,Han,
張氏,13,9,1,3,both,,Han,
彪,13,13,0,0,given,,Han,
惠,13,13,0,0,given,,Han,
愔,13,13,0,0,given,,Han,
憲,13,13,0,0,given,,Han,
應天宋城,13,0,13,0,surname,,Han,
成,13,10,1,3,both,,Han,
戸沢,13,0,13,13,surname,,Han,
昱,13,13,0,0,given,,Han,
杉原,13,0,13,11,surname,,Han,
東園,13,1,10,11,both,,Han,
永,13,13,0,0,given,,Han,
河南偃師,13,0,13,0,surname,,Han,
游,13,8,1,5,both,,Han,
濟州東阿,13,0,13,0,surname,,Han,
爽,13,12,0,1,given,,Han,
瓊,13,13,0,0,given,,Han,
田口,13,0,10,13,surname,,Han,
真,13,13,0,0,given,,Han,
竹内,13,0,11,8,surname,,Han,
綜,13,13,0,0,given,,Han,
綽,13,13,0,0,given,,Han,
苏,13,0,13,0,surname,,Han,
葉室,13,0,12,13,surname,,Han,
褚,13,0,2,13,surname,,Han,
諸葛,13,1,1,12,both,,Han,
賀蘭,13,0,7,13,surname,,Han,
輝,13,13,0,0,given,,Han,
遠山,13,0,13,13,surname,,Han,
遵,13,13,0,0,given,,Han,
順,13,12,0,1,given,,Han,
顒,13,13,0,0,given,,Han,
顗,13,13,0,0,given,,Han,
鼎,13,13,0,0,given,,Han,
龍山曾,13,0,13,13,surname,,Han,
공,13,7,1,5,both,,Hangul,
관,13,10,0,3,given,,Hangul,
위,13,9,2,2,both,,Hangul,
"""o",12,5,0,7,given,,Latin,
#5,12,12,0,0,given,,none,
'der,12,12,0,0,given,,Latin,
(Jatavallabha,12,0,0,12,married-only,,Latin,
(Moses),12,11,0,1,given,,Latin,
(Patih,12,12,0,0,given,,Latin,
(Penghulu,12,12,0,0,given,,Latin,
(Putra,12,11,0,3,given,,Latin,
(Rodrigues),12,1,4,7,both,,Latin,
(Shirvanshah),12,0,0,12,married-only,,Latin,
(Ulv),12,0,4,12,surname,,Latin,
(Weyerman),12,0,12,11,surname,,Latin,
(ben,12,6,5,1,both,,Latin,
-banyumas,12,0,0,12,married-only,,Latin,
-sunda,12,0,0,12,married-only,,Latin,
//,12,12,0,0,given,,none,
19,12,11,0,1,given,,none,
<Private>,12,12,0,0,given,,Latin,yes
ANDÍA,12,0,1,12,surname,,Latin,
ARANDA,12,0,1,11,surname,,Latin,
Aban,12,12,0,0,given,,Latin,
Abiah,12,12,0,0,given,,Latin,
Adriane,12,12,0,0,given,,Latin,
Aedh,12,8,2,2,both,,Latin,
Agata,12,12,0,0,given,,Latin,
Ageung,12,11,0,1,given,,Latin,
Ahunai,12,6,1,7,both,,Latin,
Al-Darimi,12,0,10,12,surname,,Latin,
Al-Jurhumi,12,0,3,12,surname,,Latin,
Al-Subay'i,12,0,0,12,married-only,,Latin,
Albania,12,4,4,7,both,,Latin,
Albertiner,12,0,12,0,surname,,Latin,
Alchin,12,0,7,7,surname,,Latin,
Aleksandrovich,12,12,0,0,given,-ovich,Latin,
Alfonsa,12,12,0,0,given,,Latin,
Algirdaitis,12,7,4,1,both,,Latin,
Allende,12,0,7,12,surname,,Latin,
Alšėniškis,12,0,12,0,surname,,Latin,
Amyntas,12,12,0,0,given,,Latin,
An,12,9,2,1,both,,Latin,
Anarawd,12,7,2,5,both,,Latin,
Anatole,12,12,0,0,given,,Latin,
Andreevich,12,12,0,0,given,-evich,Latin,
Angelo,12,10,1,1,both,,Latin,
Anggadiredja,12,5,0,7,given,,Latin,
Angress,12,0,7,7,surname,,Latin,
Annika,12,12,0,0,given,,Latin,
Anundsson,12,0,5,11,surname,-sson,Latin,
Apoen,12,12,0,0,given,,Latin,
Aquilius,12,10,1,2,both,,Latin,
Ara,12,4,2,8,both,,Latin,
Aragona,12,0,3,9,surname,,Latin,
Arancibia,12,0,8,12,surname,,Latin,
Arcruni,12,3,4,7,both,,Latin,
Arduinici,12,0,9,8,surname,,Latin,
Arguelles,12,0,8,11,surname,,Latin,
Ariarathes,12,12,0,0,given,,Latin,
Aristizabal,12,0,11,1,surname,,Latin,
Arkel,12,0,6,12,surname,,Latin,
Arlon,12,1,9,5,both,,Latin,
Artois,12,0,4,10,surname,,Latin,
Aschkenasi,12,0,5,8,surname,,Latin,
Asencio,12,12,0,0,given,,Latin,
Asinia,12,12,0,0,given,,Latin,
Ask,12,0,7,5,surname,,Latin,
Aslaksson,12,10,1,2,both,-sson,Latin,
Assersdatter,12,9,5,2,both,-sdatter,Latin,
Atlaksdatter,12,11,0,1,given,-sdatter,Latin,
Aurland,12,0,5,9,surname,,Latin,
Av,12,2,7,5,both,,Latin,
Avidius,12,11,0,1,given,,Latin,
Axelsdotter,12,7,4,1,both,-sdotter,Latin,
Ayerbe,12,0,4,12,surname,,Latin,
Aélis,12,12,0,0,given,,Latin,
BERR,12,0,12,2,surname,,Latin,
Baehr,12,0,5,7,surname,,Latin,
Bakkevold,12,0,11,3,surname,,Latin,
Balaputradewa,12,12,0,3,given,,Latin,
Balitar,12,11,0,1,given,,Latin,
Ballieu,12,0,12,3,surname,,Latin,
Balmaceda,12,0,0,12,married-only,,Latin,
Banyumas,12,3,0,9,given,,Latin,
Barasc,12,1,8,9,both,,Latin,
Barbalho,12,0,5,7,surname,,Latin,
Barnekow,12,0,10,7,surname,,Latin,
Barrero,12,0,1,12,surname,,Latin,
Bartholemew,12,2,4,6,both,,Latin,
Baybuza,12,0,9,6,surname,,Latin,
Baylor,12,1,10,7,both,,Latin,
Beaumez,12,0,11,10,surname,,Latin,
Beauvoir,12,1,7,7,both,,Latin,
Benderup,12,0,6,8,surname,,Latin,
Benel,12,8,3,2,both,,Latin,
Bentín,12,0,0,12,married-only,,Latin,
Berengária,12,12,0,0,given,,Latin,
Bergerud,12,0,8,8,surname,,Latin,
Berlé,12,2,10,6,both,,Latin,
Bernstein,12,0,2,10,surname,,Latin,
Beryl,12,12,0,0,given,,Latin,
Betje,12,12,0,0,given,,Latin,
Betzalel,12,8,1,3,both,,Latin,
Bielefeld,12,0,3,10,surname,,Latin,
"Bjørnestad,S",12,0,0,12,married-only,,Latin,
Blamont,12,0,12,11,surname,,Latin,
Blish,12,0,8,6,surname,,Latin,
Blitar,12,12,0,0,given,,Latin,
Blois-Champagne,12,0,10,8,surname,,Latin,
Blok,12,3,8,7,both,,Latin,
Boberg,12,0,6,8,surname,,Latin,
Bogislaw,12,12,0,0,given,,Latin,
Bogor,12,11,1,1,both,,Latin,
Bogusław,12,12,0,0,given,,Latin,
Bokn,12,0,8,8,surname,,Latin,
Bonilla,12,1,10,7,both,,Latin,
Boone,12,1,10,7,both,,Latin,
Botaneiates,12,1,1,11,both,,Latin,
Boubers,12,0,7,11,surname,,Latin,
Braasem,12,0,1,12,surname,,Latin,
Brach,12,0,8,11,surname,,Latin,
Brancas,12,0,9,10,surname,,Latin,
Brandenburg-Bayreuth,12,0,5,11,surname,,Latin,
Bratt,12,3,4,6,both,,Latin,
Brattabø,12,1,12,9,both,,Latin,
Braunschweig-Grubenhagen,12,0,9,8,surname,,Latin,
Bredahl,12,0,10,9,surname,,Latin,
Breteuil,12,0,8,6,surname,,Latin,
Brigida,12,12,0,0,given,,Latin,
Brimeux,12,0,4,9,surname,,Latin,
Brionne,12,0,7,9,surname,,Latin,
Brockenbrough,12,1,6,9,both,,Latin,
Bru,12,0,7,8,surname,,Latin,
Brådland,12,0,8,7,surname,,Latin,
Buijs,12,0,12,0,surname,,Latin,
Bulgaria,12,5,5,6,both,,Latin,
Bunim,12,10,2,0,both,,Latin,
Burgh,12,0,10,5,surname,,Latin,
Burgundians,12,0,11,10,surname,,Latin,
Buss,12,0,3,9,surname,,Latin,
Buyeo,12,0,1,12,surname,,Latin,
Caepio,12,5,3,6,both,,Latin,
Cain,12,2,3,9,both,,Latin,
Calw,12,0,11,10,surname,,Latin,
Canossa,12,0,8,8,surname,,Latin,
Cantù,12,0,12,12,surname,,Latin,
Carey,12,2,3,8,both,,Latin,
Carol,12,12,0,0,given,,Latin,
Cassandra,12,12,0,0,given,,Latin,
Castell,12,0,10,10,surname,,Latin,
Cave,12,0,7,9,surname,,Latin,
Caën,12,0,4,10,surname,,Latin,
Cañas,12,0,11,12,surname,,Latin,
Celanova,12,1,7,8,both,,Latin,
Chambellan,12,0,7,9,surname,,Latin,
Chanyu,12,2,0,10,given,,Latin,
Chateauneuf,12,0,3,12,surname,,Latin,
Chatillon,12,1,5,10,both,,Latin,
Cheile,12,12,0,0,given,,Latin,
Chi,12,11,1,0,both,,Latin,
Christianson,12,4,8,6,both,-son,Latin,
Chun,12,10,0,2,given,,Latin,
Clemmens,12,0,4,11,surname,,Latin,
Cockerill,12,0,10,3,surname,,Latin,
Collalto,12,0,3,9,surname,,Latin,
Collin,12,3,4,6,both,,Latin,
Colmenero,12,0,11,10,surname,,Latin,
Colonna-Walewski,12,0,9,7,surname,,Latin,
Constantia,12,12,0,0,given,,Latin,
Cormac,12,9,2,3,both,,Latin,
Corrêa,12,0,2,10,surname,,Latin,
Corvalán,12,0,0,12,married-only,,Latin,
Courtney,12,5,5,2,both,,Latin,
Crank,12,0,10,10,surname,,Latin,
Crawley,12,1,10,5,both,,Latin,
Créange,12,0,6,6,surname,,Latin,
Crécy,12,0,10,11,surname,,Latin,
Cubillos,12,0,5,11,surname,,Latin,
Culpeper,12,0,6,8,surname,,Latin,
Cusicanqui,12,0,0,12,married-only,,Latin,
Céline,12,12,0,0,given,,Latin,
Daingerfield,12,6,5,4,both,,Latin,
Dame,12,3,4,5,both,,Latin,
Damião,12,12,0,0,given,,Latin,
Dann,12,0,4,11,surname,,Latin,
Dda,12,2,8,10,both,,Latin,
Demandolx,12,0,11,10,surname,,Latin,
Demunawan,12,9,0,6,given,,Latin,
Denne,12,0,10,6,surname,,Latin,
Dharmayawarman,12,4,0,9,given,,Latin,
Dionisia,12,12,0,0,given,,Latin,
Dom,12,11,1,0,both,,Latin,
Donohue,12,0,6,8,surname,,Latin,
Dorethe,12,12,0,0,given,,Latin,
Dowlatshahi,12,0,1,11,surname,,Latin,
Draživojević,12,0,7,5,surname,,Latin,
Drogo,12,12,0,0,given,,Latin,
Drupada,12,1,0,11,given,,Latin,
Duncombe,12,0,10,12,surname,,Latin,
Dupuy,12,0,7,7,surname,,Latin,
Durkheim,12,0,5,9,surname,,Latin,
Dysvik,12,0,8,8,surname,,Latin,
Easley,12,2,8,5,both,,Latin,
Eideles,12,0,8,5,surname,,Latin,
Eiliv,12,12,0,0,given,,Latin,
Elfriede,12,12,0,0,given,,Latin,
Eliazer,12,12,0,0,given,,Latin,
Elio,12,2,2,10,both,,Latin,
Elis,12,9,1,2,both,,Latin,
Ellefsdatter,12,8,4,2,both,-sdatter,Latin,
Ellingen,12,0,4,8,surname,,Latin,
Elna,12,12,0,0,given,,Latin,
Elof,12,12,0,0,given,,Latin,
Elystan,12,3,5,9,both,,Latin,
Embden,12,0,3,11,surname,,Latin,
Emerson,12,9,2,1,both,-son,Latin,
Endresson,12,12,0,0,given,-sson,Latin,
Entol,12,11,0,1,given,,Latin,
Eriz,12,2,7,6,both,,Latin,
Erlend,12,12,0,0,given,,Latin,
Ermegaard,12,12,0,0,given,,Latin,
Esaias,12,12,0,0,given,,Latin,
Estanislao,12,12,0,0,given,,Latin,
Etiennette,12,12,0,0,given,,Latin,
Ettinghausen,12,0,6,7,surname,-sen,Latin,
Eudo,12,6,5,6,both,,Latin,
Evertsen,12,8,1,3,both,-sen,Latin,
Ewyas,12,0,6,10,surname,,Latin,
Falaise,12,1,6,10,both,,Latin,
Falke,12,0,7,5,surname,,Latin,
Faudoas,12,0,10,12,surname,,Latin,
Faull,12,0,11,7,surname,,Latin,
Feibusch,12,12,0,0,given,,Latin,
Felice,12,12,0,0,given,,Latin,
Ferrer,12,10,1,1,both,,Latin,
Ferry,12,12,0,0,given,,Latin,
Fikkesen,12,0,2,11,surname,-sen,Latin,
FitzMaurice,12,6,6,6,both,,Latin,
FitzRobert,12,2,9,7,both,,Latin,
Fjermestad,12,1,9,8,both,,Latin,
Fjøsne,12,0,9,8,surname,,Latin,
Florença,12,4,5,8,both,,Latin,
Flåtene,12,0,9,5,surname,,Latin,
Folke,12,12,0,0,given,,Latin,
Ford,12,2,4,7,both,,Latin,
Forslund,12,0,6,7,surname,,Latin,
Foxworthy,12,0,11,7,surname,,Latin,
Fraenckel,12,0,9,9,surname,,Latin,
Fredric,12,12,0,0,given,,Latin,
Fredrikson,12,8,2,2,both,-son,Latin,
Frick,12,0,10,6,surname,,Latin,
Friedlaender,12,0,3,11,surname,,Latin,
Frisbie,12,0,10,8,surname,,Latin,
Fulana,12,12,0,0,given,,Latin,
Fulk,12,12,0,0,given,,Latin,
Fù,12,11,1,0,both,,Latin,
Fū),12,12,0,0,given,,Latin,
Gabrielsdtr.,12,11,1,0,both,,Latin,
Gaeta,12,0,6,8,surname,,Latin,
Gaetani,12,0,5,7,surname,,Latin,
Galle,12,0,7,7,surname,,Latin,
Galvis,12,0,8,6,surname,,Latin,
Galvão,12,1,5,11,both,,Latin,
Gaona,12,0,1,12,surname,,Latin,
Garnica,12,1,5,12,both,,Latin,
Garsenda,12,12,0,0,given,,Latin,
Gautesdatter,12,9,3,2,both,-sdatter,Latin,
Gediminid,12,0,10,2,surname,,Latin,
Gerajus,12,2,10,3,both,,Latin,
Gervase,12,12,0,0,given,,Latin,
Gestrinia,12,0,10,5,surname,,Latin,
Getrudis,12,12,0,0,given,,Latin,
Gian,12,12,0,0,given,,Latin,
Gilje,12,0,1,12,surname,,Latin,
Giraud,12,12,0,0,given,,Latin,
Gisele,12,12,0,0,given,,Latin,
Gjert,12,12,0,0,given,,Latin,
Gjerulvsen,12,7,5,0,both,-sen,Latin,
Goldschmid,12,1,6,8,both,,Latin,
Gosdorfer,12,0,4,8,surname,,Latin,
Gotha,12,0,0,12,married-only,,Latin,
Gregersdatter,12,8,3,2,both,-sdatter,Latin,
Greveg,12,1,3,10,both,,Latin,
Gripenhielm,12,0,9,7,surname,,Latin,
Grove,12,4,7,7,both,,Latin,
Gruenwald,12,0,9,3,surname,,Latin,
Grímur,12,12,0,0,given,,Latin,
Guan,12,12,0,0,given,,Latin,
Guaram,12,7,4,2,both,,Latin,
Guerau,12,11,1,1,both,,Latin,
Gullingsrud,12,0,6,9,surname,,Latin,
Gundar,12,1,6,11,both,,Latin,
Gundesen,12,5,1,6,both,-sen,Latin,
Gunild,12,12,0,0,given,,Latin,
Gutchen,12,12,0,0,given,,Latin,
Guttel,12,12,0,0,given,,Latin,
Guðmundsson,12,2,1,10,both,-sson,Latin,
Gwalter,12,6,3,5,both,,Latin,
Gwen,12,12,0,0,given,,Latin,
Gwillim,12,0,0,12,married-only,,Latin,
Güterbock,12,0,5,11,surname,,Latin,
Hackeborn,12,0,10,11,surname,,Latin,
Hadidjah,12,12,0,0,given,,Latin,
Hael,12,6,4,6,both,,Latin,
Halewijn,12,1,8,6,both,,Latin,
Hammad,12,5,4,4,both,,Latin,
Hanchen,12,12,0,0,given,,Latin,
Hand,12,0,9,5,surname,,Latin,
Hane,12,3,7,5,both,,Latin,
Haram,12,12,0,0,given,,Latin,
Harrigan,12,0,7,7,surname,,Latin,
Haspengouw,12,0,8,5,surname,,Latin,
Hasselberg,12,0,8,10,surname,,Latin,
Haussmann,12,0,6,10,surname,,Latin,
