char,codepoint,unicode_name,script_word,occurrences,top_tags,sample
嵩,U+5D69,CJK UNIFIED IDEOGRAPH-5D69,CJK,176,NAME:89; GIVN:63; TITL:22; OCCU:1,〔魏〕元嵩墓誌
ų,U+0173,LATIN SMALL LETTER U WITH OGONEK,LATIN,175,NAME:48; OCCU:37; SURN:36; TITL:21,Hugas Didysis // Frankų Kunigaikštis
捷,U+6377,CJK UNIFIED IDEOGRAPH-6377,CJK,175,NAME:91; GIVN:84,元捷 /Gui 媯/
荒,U+8352,CJK UNIFIED IDEOGRAPH-8352,CJK,175,NAME:106; _MARNM:21; SURN:21; GIVN:15,亀岡市荒塚町
僧,U+50E7,CJK UNIFIED IDEOGRAPH-50E7,CJK,175,NAME:97; GIVN:68; OCCU:8; NICK:1,大僧正
偉,U+5049,CJK UNIFIED IDEOGRAPH-5049,CJK,175,NAME:89; GIVN:80; TITL:3; NICK:2,Chén Yīngwěi /陳應偉/
民,U+6C11,CJK UNIFIED IDEOGRAPH-6C11,CJK,174,NAME:97; GIVN:67; OCCU:5; NICK:4,安民 /黃/
最,U+6700,CJK UNIFIED IDEOGRAPH-6700,CJK,174,NAME:108; GIVN:18; _MARNM:18; SURN:16,最 /黃/
荀,U+8340,CJK UNIFIED IDEOGRAPH-8340,CJK,174,_MARNM:144; NAME:16; GIVN:6; SURN:4,寶荀 /曾/
ი,U+10D8,GEORGIAN LETTER IN,GEORGIAN,173,NICK:105; NAME:34; SURN:14; GIVN:12,ბაგრატ IV ბაგრატიონი
棟,U+68DF,CJK UNIFIED IDEOGRAPH-68DF,CJK,173,NAME:106; GIVN:59; OCCU:3; _MARNM:2,仁保元棟
不,U+4E0D,CJK UNIFIED IDEOGRAPH-4E0D,CJK,173,NAME:86; GIVN:63; TITL:10; NICK:9,彦波瀲武盧茲草葺不合尊 /no Mikoto/
Þ,U+00DE,LATIN CAPITAL LETTER THORN,LATIN,172,NAME:68; GIVN:37; _MARNM:23; SURN:20,Þorgilsson
π,U+03C0,GREEK SMALL LETTER PI,GREEK,172,NAME:68; GIVN:56; NICK:42; NSFX:3,Αγία Υπομονή
幽,U+5E7D,CJK UNIFIED IDEOGRAPH-5E7D,CJK,172,NAME:91; SURN:71; GIVN:10,"Yōu Gōng Níng 幽公寧 /Chén 陳/ 46, 38, 5G"
飛,U+98DB,CJK UNIFIED IDEOGRAPH-98DB,CJK,172,NAME:96; GIVN:19; _MARNM:18; SURN:18,従四位下、飛騨守、侍従
學,U+5B78,CJK UNIFIED IDEOGRAPH-5B78,CJK,172,NAME:96; GIVN:72; _MARNM:2; NICK:2,"Hock How Hong 曾學厚/憢傳 139, 127, 74, 70, 17世"
보,U+BCF4,HANGUL SYLLABLE BO,HANGUL,172,NAME:91; GIVN:65; PLAC:7; SURN:5,김 보 /김/
侍,U+4F8D,CJK UNIFIED IDEOGRAPH-4F8D,CJK,171,NAME:67; OCCU:65; GIVN:28; TITL:7,従四位下出羽守、侍従
靈,U+9748,CJK UNIFIED IDEOGRAPH-9748,CJK,170,NAME:92; GIVN:61; TITL:16; OCCU:1,靈運 /陳郡陽夏/
鶴,U+9DB4,CJK UNIFIED IDEOGRAPH-9DB4,CJK,170,NAME:103; GIVN:57; NICK:6; CITY:3,鶴千代
曲,U+66F2,CJK UNIFIED IDEOGRAPH-66F2,CJK,170,NAME:85; SURN:70; GIVN:9; NICK:2,軽曲峡宮
儉,U+5109,CJK UNIFIED IDEOGRAPH-5109,CJK,170,NAME:96; GIVN:70; TITL:2; _MARNM:1,儉 /河南洛陽/
式,U+5F0F,CJK UNIFIED IDEOGRAPH-5F0F,CJK,169,NAME:79; GIVN:48; TITL:24; OCCU:13,和泉式部 /大江/
공,U+ACF5,HANGUL SYLLABLE GONG,HANGUL,169,NAME:108; PLAC:26; GIVN:24; _MARNM:6,공
何,U+4F55,CJK UNIFIED IDEOGRAPH-4F55,CJK,168,NAME:62; _MARNM:62; GIVN:29; SURN:12,何氏 /Chan/
璋,U+748B,CJK UNIFIED IDEOGRAPH-748B,CJK,168,NAME:95; GIVN:69; _MARNM:2; OCCU:1,篤子 天璋院 /島津/
筒,U+7B52,CJK UNIFIED IDEOGRAPH-7B52,CJK,167,NAME:105; _MARNM:23; SURN:23; GIVN:9,定次 /筒井/
統,U+7D71,CJK UNIFIED IDEOGRAPH-7D71,CJK,167,NAME:98; GIVN:59; OCCU:5; NICK:4,義統室 /足利/
의,U+C758,HANGUL SYLLABLE YI,HANGUL,167,NAME:93; GIVN:67; SURN:3; _MARNM:2,의자
獻,U+737B,CJK UNIFIED IDEOGRAPH-737B,CJK,165,NAME:93; GIVN:63; NICK:9,獻子 /Gui 媯/
朗,U+6717,CJK UNIFIED IDEOGRAPH-6717,CJK,164,NAME:84; GIVN:57; TITL:18; OCCU:3,朗 /陳郡陽夏/
华,U+534E,CJK UNIFIED IDEOGRAPH-534E,CJK,164,NAME:89; GIVN:55; SURN:16; NICK:2,华 /陳/
局,U+5C40,CJK UNIFIED IDEOGRAPH-5C40,CJK,164,NAME:107; GIVN:52; NICK:4; OCCU:1,あかね 南の局 /山名/
向,U+5411,CJK UNIFIED IDEOGRAPH-5411,CJK,164,NAME:75; GIVN:42; _MARNM:35; OCCU:5,纒向日代宮
略,U+7565,CJK UNIFIED IDEOGRAPH-7565,CJK,164,NAME:61; TITL:50; GIVN:42; SURN:8,大泊瀬稚武皇子 /雄略天皇/
효,U+D6A8,HANGUL SYLLABLE HYO,HANGUL,164,NAME:88; GIVN:75; _MARNM:1,효 /김/
期,U+671F,CJK UNIFIED IDEOGRAPH-671F,CJK,163,NAME:86; GIVN:54; SURN:18; NICK:3,期公 /Gui 媯/
秉,U+79C9,CJK UNIFIED IDEOGRAPH-79C9,CJK,162,NAME:98; GIVN:61; NICK:3,陳秉一 /Chan/
佑,U+4F51,CJK UNIFIED IDEOGRAPH-4F51,CJK,162,NAME:89; GIVN:52; TITL:15; _MARNM:5,隼人佑 /遠山/
손,U+C190,HANGUL SYLLABLE SON,HANGUL,162,NAME:82; GIVN:48; SURN:32,공손 /공손/
奇,U+5947,CJK UNIFIED IDEOGRAPH-5947,CJK,161,NAME:96; GIVN:57; SURN:4; _MARNM:3,陳從奇 /Chan/
合,U+5408,CJK UNIFIED IDEOGRAPH-5408,CJK,161,NAME:83; GIVN:33; SURN:29; NICK:6,陳合 /Chan/
邢,U+90A2,CJK UNIFIED IDEOGRAPH-90A2,CJK,161,_MARNM:50; TITL:47; NAME:38; SURN:26,〔魏〕邢巒繼夫人元純阤墓誌銘
鄫,U+912B,CJK UNIFIED IDEOGRAPH-912B,CJK,161,NAME:106; _MARNM:53; NICK:2,洪 /Zēng 鄫/
老,U+8001,CJK UNIFIED IDEOGRAPH-8001,CJK,160,NAME:83; GIVN:55; OCCU:11; NICK:9,老犬斎
翼,U+7FFC,CJK UNIFIED IDEOGRAPH-7FFC,CJK,160,NAME:90; GIVN:67; NICK:2; OCCU:1,什翼犍 /TUÒBÁ Shíyìjiàn/
ז,U+05D6,HEBREW LETTER ZAYIN,HEBREW,159,NAME:77; GIVN:36; SURN:22; _MARNM:8,"רבינו זרחיה הרז""ה /הלוי/ רבנו זרחיה השני הלוי מחירונה"
球,U+7403,CJK UNIFIED IDEOGRAPH-7403,CJK,159,NAME:59; TITL:57; GIVN:42; NICK:1,球 /陳/
恵,U+6075,CJK UNIFIED IDEOGRAPH-6075,CJK,158,NAME:94; GIVN:53; NICK:9; CITY:1,多恵子 /加納/
温,U+6E29,CJK UNIFIED IDEOGRAPH-6E29,CJK,158,NAME:90; GIVN:54; OCCU:11; _MARNM:1,全温 /陳/
芬,U+82AC,CJK UNIFIED IDEOGRAPH-82AC,CJK,158,NAME:84; SURN:39; GIVN:34; _MARNM:1,Fēn /HUANG 黄芬 19A/
문,U+BB38,HANGUL SYLLABLE MUN,HANGUL,158,NAME:95; GIVN:46; _MARNM:7; SURN:5,문주
音,U+97F3,CJK UNIFIED IDEOGRAPH-97F3,CJK,157,NAME:87; GIVN:53; OCCU:6; NICK:5,音人 /大江/
獨,U+7368,CJK UNIFIED IDEOGRAPH-7368,CJK,157,NAME:69; _MARNM:62; SURN:23; TITL:3,信 /獨孤/
Σ,U+03A3,GREEK CAPITAL LETTER SIGMA,GREEK,156,NICK:57; TITL:30; NAME:29; GIVN:22,Θεοφανώ /Σκλήραινα/
然,U+7136,CJK UNIFIED IDEOGRAPH-7136,CJK,156,NAME:85; GIVN:63; NICK:4; _MARNM:4,道巨 天然 /陳/
õ,U+00F5,LATIN SMALL LETTER O WITH TILDE,LATIN,155,NAME:49; TITL:42; _MARNM:24; SURN:13,Inês /Vasques de Urrô/ Senhora do Couto de Rebordões
乾,U+4E7E,CJK UNIFIED IDEOGRAPH-4E7E,CJK,155,NAME:87; GIVN:61; NICK:4; PLAC:2,天徳院殿乾運淳貞大禅定尼
淳,U+6DF3,CJK UNIFIED IDEOGRAPH-6DF3,CJK,155,NAME:81; GIVN:49; NICK:10; OCCU:8,天徳院殿乾運淳貞大禅定尼
猷,U+7337,CJK UNIFIED IDEOGRAPH-7337,CJK,155,NAME:85; GIVN:64; NICK:6,大猷院
樹,U+6A39,CJK UNIFIED IDEOGRAPH-6A39,CJK,154,NAME:97; GIVN:53; NICK:2; OCCU:1,豪 樹正院 /前田/
楚,U+695A,CJK UNIFIED IDEOGRAPH-695A,CJK,154,NAME:92; GIVN:43; TITL:13; NICK:4,Qashï'un~ältchi 嘎楚嘎额珍 /孛兒只斤/
姒,U+59D2,CJK UNIFIED IDEOGRAPH-59D2,CJK,154,NAME:81; _MARNM:36; SURN:34; GIVN:3,Concubine 褒姒 /姒/
瓊,U+74CA,CJK UNIFIED IDEOGRAPH-74CA,CJK,153,NAME:79; GIVN:54; NICK:14; _MARNM:4,瓊 Duk Yueh 德 瑜 /£/ 24gen.
隱,U+96B1,CJK UNIFIED IDEOGRAPH-96B1,CJK,152,NAME:86; GIVN:62; NICK:4,Hào: Zhúyǐn 號:竹隱
έ,U+03AD,GREEK SMALL LETTER EPSILON WITH TONOS,GREEK,152,NAME:70; GIVN:60; NICK:13; SURN:5,Ἀλέξιος /Παλαιολόγος/
喬,U+55AC,CJK UNIFIED IDEOGRAPH-55AC,CJK,152,NAME:84; GIVN:51; OCCU:10; NICK:5,長喬 /織田/
軒,U+8ED2,CJK UNIFIED IDEOGRAPH-8ED2,CJK,151,NAME:86; GIVN:48; NICK:13; _MARNM:2,號:素軒
宝,U+5B9D,CJK UNIFIED IDEOGRAPH-5B9D,CJK,151,NAME:94; GIVN:46; OCCU:7; NICK:4,蘭 宝樹院 /青木/
峯,U+5CEF,CJK UNIFIED IDEOGRAPH-5CEF,CJK,151,NAME:91; GIVN:46; NICK:5; OCCU:5,龍雲院雄蓮社大誉孤峯源英
溪,U+6EAA,CJK UNIFIED IDEOGRAPH-6EAA,CJK,151,NAME:86; SURN:32; GIVN:25; NICK:8,筠溪 /陳/
暉,U+6689,CJK UNIFIED IDEOGRAPH-6689,CJK,150,NAME:84; GIVN:66,朓 玄暉 /陳郡陽夏/
ή,U+03AE,GREEK SMALL LETTER ETA WITH TONOS,GREEK,150,NAME:57; GIVN:38; NICK:23; SURN:14,Θεοφανώ /Σκλήραινα/
異,U+7570,CJK UNIFIED IDEOGRAPH-7570,CJK,150,TITL:125; NAME:12; GIVN:9; NICK:3,徳川家康異母弟
Щ,U+0429,CYRILLIC CAPITAL LETTER SHCHA,CYRILLIC,150,NAME:75; _MARNM:35; SURN:34; GIVN:4,"Даниил ""Щеня"" Васильевич /Патрикеев/"
揚,U+63DA,CJK UNIFIED IDEOGRAPH-63DA,CJK,149,NAME:81; GIVN:37; SURN:26; NICK:2,舉 言揚 /陳郡陽夏/
Κ,U+039A,GREEK CAPITAL LETTER KAPPA,GREEK,149,NAME:56; GIVN:36; SURN:21; NICK:19,Κωνσταντίνος /Δούκας/ Συναυτοκράτορας του Βυζαντίου
Â,U+00C2,LATIN CAPITAL LETTER A WITH CIRCUMFLEX,LATIN,149,TITL:94; NAME:25; GIVN:14; SURN:10,Ângela /de Siqueira/
舒,U+8212,CJK UNIFIED IDEOGRAPH-8212,CJK,149,NAME:86; GIVN:61; _MARNM:1; NICK:1,舒 /黃/
ᠢ,U+1822,MONGOLIAN LETTER I,MONGOLIAN,149,NAME:63; SURN:36; NICK:20; _MARNM:17,/ᠪᠣᠷᠵᠢᠭᠢᠨ ᠬᠢᠶᠠᠨ/
？,U+FF1F,FULLWIDTH QUESTION MARK,FULLWIDTH,149,NAME:68; GIVN:68; NICK:13,？(織田の娘) /織田/
乙,U+4E59,CJK UNIFIED IDEOGRAPH-4E59,CJK,148,NAME:73; GIVN:38; NICK:19; _MARNM:10,陳乙 /Chan/
性,U+6027,CJK UNIFIED IDEOGRAPH-6027,CJK,148,NAME:90; GIVN:50; NICK:7; _MARNM:1,見性軒
麿,U+9EBF,CJK UNIFIED IDEOGRAPH-9EBF,CJK,148,NAME:93; GIVN:49; NICK:5; OCCU:1,和麿 /土師/
売,U+58F2,CJK UNIFIED IDEOGRAPH-58F2,CJK,148,NAME:82; GIVN:65; NICK:1,鹿屋野比売神 野椎神
纘,U+7E98,CJK UNIFIED IDEOGRAPH-7E98,CJK,148,TITL:94; NAME:31; GIVN:23,纘 /張/
연,U+C5F0,HANGUL SYLLABLE YEON,HANGUL,148,NAME:60; GIVN:48; PLAC:34; SURN:4,연
運,U+904B,CJK UNIFIED IDEOGRAPH-904B,CJK,147,NAME:88; GIVN:51; NICK:5; _MARNM:2,靈運 /陳郡陽夏/
Ἀ,U+1F08,GREEK CAPITAL LETTER ALPHA WITH PSILI,GREEK,147,NAME:74; GIVN:70; SURN:2; NICK:1,Ἀλέξιος /Παλαιολόγος/
丘,U+4E18,CJK UNIFIED IDEOGRAPH-4E18,CJK,147,NAME:81; GIVN:43; SURN:9; PLAC:5,Shouqiu (壽丘)
犬,U+72AC,CJK UNIFIED IDEOGRAPH-72AC,CJK,147,NAME:84; GIVN:20; _MARNM:14; SURN:12,お犬の方 /織田/
貫,U+8CAB,CJK UNIFIED IDEOGRAPH-8CAB,CJK,147,NAME:90; GIVN:33; _MARNM:8; SURN:7,公貫 /正親町三条/
存,U+5B58,CJK UNIFIED IDEOGRAPH-5B58,CJK,147,NAME:88; GIVN:49; _MARNM:5; NICK:3,存覚
閻,U+95BB,CJK UNIFIED IDEOGRAPH-95BB,CJK,147,TITL:70; _MARNM:65; NAME:11; SURN:1,/閻/
超,U+8D85,CJK UNIFIED IDEOGRAPH-8D85,CJK,145,NAME:77; GIVN:65; NICK:2; TITL:1,超宗 /陳郡陽夏/
啟,U+555F,CJK UNIFIED IDEOGRAPH-555F,CJK,145,NAME:88; GIVN:57,啟 /劉/
우,U+C6B0,HANGUL SYLLABLE U,HANGUL,145,NAME:70; GIVN:40; SURN:16; _MARNM:10,우징 /김/
ک,U+06A9,ARABIC LETTER KEHEH,ARABIC,144,NAME:62; GIVN:58; TITL:12; NICK:3,سادات سجادی تفرش - ویکی_پدیا، دانشنامهٔ آزاد.pdf
偃,U+5043,CJK UNIFIED IDEOGRAPH-5043,CJK,144,NAME:78; GIVN:37; SURN:28; TITL:1,"Yǎnshī 偃師 /Chén 陳/ 58,50,17G"
鴻,U+9D3B,CJK UNIFIED IDEOGRAPH-9D3B,CJK,144,NAME:82; GIVN:55; OCCU:5; _MARNM:1,<private> /Wong 黃華捷 黃鴻/
遵,U+9075,CJK UNIFIED IDEOGRAPH-9075,CJK,144,NAME:70; GIVN:57; TITL:17,遵 公孫 /孔/
述,U+8FF0,CJK UNIFIED IDEOGRAPH-8FF0,CJK,143,NAME:80; GIVN:56; TITL:4; NICK:3,述 景先 /陳郡陽夏/
巨,U+5DE8,CJK UNIFIED IDEOGRAPH-5DE8,CJK,143,NAME:83; GIVN:47; SURN:5; NICK:3,道巨 天然 /陳/
均,U+5747,CJK UNIFIED IDEOGRAPH-5747,CJK,143,NAME:84; GIVN:56; _MARNM:2; NICK:1,商均 /Gui 媯/
奈,U+5948,CJK UNIFIED IDEOGRAPH-5948,CJK,143,NAME:75; GIVN:30; OCCU:10; _MARNM:8,奈良市小川町２４
化,U+5316,CJK UNIFIED IDEOGRAPH-5316,CJK,143,NAME:77; GIVN:28; SURN:25; PLAC:7,開化天皇
貝,U+8C9D,CJK UNIFIED IDEOGRAPH-8C9D,CJK,143,NAME:76; SURN:45; GIVN:12; _MARNM:5,貝鮹
綽,U+7DBD,CJK UNIFIED IDEOGRAPH-7DBD,CJK,143,NAME:80; GIVN:47; SURN:16,綽如
哲,U+54F2,CJK UNIFIED IDEOGRAPH-54F2,CJK,142,NAME:84; GIVN:54; NICK:2; OCCU:1,哲 /謝/
積,U+7A4D,CJK UNIFIED IDEOGRAPH-7A4D,CJK,142,NAME:78; GIVN:54; TITL:4; _MARNM:2,陳積中 /Chan 114/
ظ,U+0638,ARABIC LETTER ZAH,ARABIC,142,NAME:61; SURN:27; GIVN:21; TITL:17,موسى الكاظم /الحسيني/
Э,U+042D,CYRILLIC CAPITAL LETTER E,CYRILLIC,142,NAME:63; GIVN:58; NICK:10; TITL:7,Эстред (Маргарита)
枝,U+679D,CJK UNIFIED IDEOGRAPH-679D,CJK,142,NAME:84; GIVN:32; _MARNM:11; SURN:11,阿保親王侍女、大枝本主室
ա,U+0561,ARMENIAN SMALL LETTER AYB,ARMENIAN,141,NAME:77; GIVN:46; NSFX:12; SURN:4,Տիգրան Առաջին // արքան Հայաստան
依,U+4F9D,CJK UNIFIED IDEOGRAPH-4F9D,CJK,141,NAME:83; GIVN:47; OCCU:4; _MARNM:3,依子
浄,U+6D44,CJK UNIFIED IDEOGRAPH-6D44,CJK,140,NAME:86; GIVN:42; NICK:7; OCCU:2,韶陽院殿華厳浄春
烈,U+70C8,CJK UNIFIED IDEOGRAPH-70C8,CJK,140,NAME:83; GIVN:53; NICK:2; _MARNM:1,小泊瀬稚鷦鷯尊 /武烈天皇/
冷,U+51B7,CJK UNIFIED IDEOGRAPH-51B7,CJK,140,NAME:87; _MARNM:23; SURN:20; OCCU:6,為秀 /冷泉/
叟,U+53DF,CJK UNIFIED IDEOGRAPH-53DF,CJK,139,NAME:75; GIVN:55; NICK:8; OCCU:1,"Gu Sou, 瞽叟, 8"
幡,U+5E61,CJK UNIFIED IDEOGRAPH-5E61,CJK,139,NAME:72; GIVN:18; OCCU:14; _MARNM:12,小幡殿 /織田/
亢,U+4EA2,CJK UNIFIED IDEOGRAPH-4EA2,CJK,139,NAME:64; SURN:51; TITL:12; GIVN:11,仲亢 /陳/
麟,U+9E9F,CJK UNIFIED IDEOGRAPH-9E9F,CJK,138,NAME:78; GIVN:55; NICK:4; _MARNM:1,天麟 /陳/
露,U+9732,CJK UNIFIED IDEOGRAPH-9732,CJK,138,NAME:80; SURN:24; _MARNM:22; OCCU:7,経子 /甘露寺/
袁,U+8881,CJK UNIFIED IDEOGRAPH-8881,CJK,138,_MARNM:81; NAME:31; SURN:14; GIVN:7,袁本杼命
釗,U+91D7,CJK UNIFIED IDEOGRAPH-91D7,CJK,138,TITL:105; NAME:19; GIVN:14,釗 /姬姓/
…,U+2026,HORIZONTAL ELLIPSIS,HORIZONTAL,137,TITL:108; NAME:15; GIVN:8; NSFX:4,"English clues - Tyng, Cooley, Coley ….pdf"
己,U+5DF1,CJK UNIFIED IDEOGRAPH-5DF1,CJK,137,NAME:73; GIVN:45; NICK:7; _MARNM:6,伊波己里和気
靜,U+975C,CJK UNIFIED IDEOGRAPH-975C,CJK,137,NAME:77; GIVN:56; NICK:4,"Zhàoqīng 趙清 hào Jìnglè 號靜樂 /Chén 陳/ 132, 91, 44, 9"
申,U+7533,CJK UNIFIED IDEOGRAPH-7533,CJK,136,NAME:77; GIVN:40; SURN:7; _MARNM:5,諡:申公
岑,U+5C91,CJK UNIFIED IDEOGRAPH-5C91,CJK,136,NAME:79; GIVN:40; _MARNM:7; OCCU:6,素性 /良岑/
綰,U+7DB0,CJK UNIFIED IDEOGRAPH-7DB0,CJK,136,TITL:94; NAME:23; GIVN:19,綰 /趙/
َ,U+064E,ARABIC FATHA,ARABIC,135,NAME:63; GIVN:50; NICK:20; SURN:1,أَبُو عُثْمَانُ
儒,U+5112,CJK UNIFIED IDEOGRAPH-5112,CJK,135,NAME:72; GIVN:57; NICK:5; _MARNM:1,字:希儒
Ú,U+00DA,LATIN CAPITAL LETTER U WITH ACUTE,LATIN,135,NAME:41; GIVN:35; CITY:17; STAE:16,Úrsula /de Irala Moricacé/
閑,U+9591,CJK UNIFIED IDEOGRAPH-9591,CJK,135,NAME:80; _MARNM:19; SURN:17; GIVN:14,春日山田皇女(安閑天皇皇后)
詢,U+8A62,CJK UNIFIED IDEOGRAPH-8A62,CJK,135,TITL:60; NAME:43; GIVN:32,〔唐〕李詢墓誌銘
塘,U+5858,CJK UNIFIED IDEOGRAPH-5858,CJK,135,NAME:68; SURN:43; GIVN:18; NICK:2,Mrs. Tong /Tong 塘/
충,U+CDA9,HANGUL SYLLABLE CUNG,HANGUL,135,PLAC:73; NAME:35; GIVN:23; _MARNM:3,혜충대왕
배,U+BC30,HANGUL SYLLABLE BAE,HANGUL,135,NAME:68; SURN:62; GIVN:5,배 /배/
郁,U+90C1,CJK UNIFIED IDEOGRAPH-90C1,CJK,134,NAME:76; GIVN:38; _MARNM:10; SURN:10,ロバート 郁夫 /加納/
許,U+8A31,CJK UNIFIED IDEOGRAPH-8A31,CJK,133,NAME:65; SURN:34; _MARNM:22; GIVN:9,邕公 /許州長社/
Ž,U+017D,LATIN CAPITAL LETTER Z WITH CARON,LATIN,133,NAME:44; GIVN:20; SURN:18; TITL:14,Стефан Немања veliki Župan
滝,U+6EDD,CJK UNIFIED IDEOGRAPH-6EDD,CJK,133,NAME:84; _MARNM:20; SURN:19; OCCU:7,一益 /滝川/
拔,U+62D4,CJK UNIFIED IDEOGRAPH-62D4,CJK,133,NAME:68; GIVN:28; _MARNM:15; SURN:13,弘 第豆胤 /拓拔/
광,U+AD11,HANGUL SYLLABLE GWANG,HANGUL,133,PLAC:69; NAME:35; GIVN:24; _MARNM:3,흥광 /김/
송,U+C1A1,HANGUL SYLLABLE SONG,HANGUL,133,NAME:63; SURN:56; PLAC:9; GIVN:5,송 /송/
­,U+00AD,SOFT HYPHEN,SOFT,132,NAME:38; OCCU:30; TITL:23; GIVN:20,"ritmester, ejer af godserne Tygestrup og Hørbygaard på Sjæl­land, rigsråd, lensmand"
ט,U+05D8,HEBREW LETTER TET,HEBREW,132,NAME:58; GIVN:24; SURN:22; NICK:6,"פרנס הדור הקצין הגאון רבי אפרים נפתלי הירש העשיל,אב""ד קונסטנטינוב,ראב""ד ור""מ לובלין ולודמיר,ופו""מ ועד ד' ארצות"
姚,U+59DA,CJK UNIFIED IDEOGRAPH-59DA,CJK,132,NAME:65; SURN:43; _MARNM:13; GIVN:10,Yaoxu (姚墟)
尉,U+5C09,CJK UNIFIED IDEOGRAPH-5C09,CJK,132,NAME:54; GIVN:27; _MARNM:14; NICK:13,右衛門尉
虬,U+866C,CJK UNIFIED IDEOGRAPH-866C,CJK,132,TITL:101; NAME:17; GIVN:13; NICK:1,兆虬 /陳/
자,U+C790,HANGUL SYLLABLE JA,HANGUL,132,NAME:78; GIVN:48; NICK:3; _MARNM:2,의자
炳,U+70B3,CJK UNIFIED IDEOGRAPH-70B3,CJK,131,NAME:75; GIVN:48; _MARNM:5; NSFX:2,陳炳東 /Chan/
♾,U+267E,PERMANENT PAPER SIGN,PERMANENT,131,TITL:131,♾Saudah bint Zam'ah al-Amiriyah al-Quraisiyah
魚,U+9B5A,CJK UNIFIED IDEOGRAPH-9B5A,CJK,131,NAME:77; GIVN:44; _MARNM:3; SURN:3,"Chen Yu Gong, 陳魚公, 72,64,31G"
羊,U+7F8A,CJK UNIFIED IDEOGRAPH-7F8A,CJK,131,_MARNM:78; NAME:35; SURN:10; GIVN:4,"Xiànggōng 相公 Gāoyáng 皐羊 /Guī 嬀/ 43, 35, 2G"
象,U+8C61,CJK UNIFIED IDEOGRAPH-8C61,CJK,131,NAME:73; GIVN:57; NICK:1,象 /媯/
布,U+5E03,CJK UNIFIED IDEOGRAPH-5E03,CJK,130,NAME:72; GIVN:43; _MARNM:10; SURN:2,布帝耳神
명,U+BA85,HANGUL SYLLABLE MYEONG,HANGUL,130,NAME:74; GIVN:40; _MARNM:9; SURN:6,명
說,U+8AAA,CJK UNIFIED IDEOGRAPH-8AAA,CJK,129,NAME:51; TITL:39; GIVN:37; NICK:2,說 /陳/
芈,U+8288,CJK UNIFIED IDEOGRAPH-8288,CJK,129,NAME:66; SURN:61; _MARNM:2,芈
徹,U+5FB9,CJK UNIFIED IDEOGRAPH-5FB9,CJK,129,NAME:55; GIVN:44; TITL:27; NICK:2,忠徹 /島津/
表,U+8868,CJK UNIFIED IDEOGRAPH-8868,CJK,129,NAME:73; GIVN:49; NICK:7,表米王 /日下部/
秩,U+79E9,CJK UNIFIED IDEOGRAPH-79E9,CJK,129,NAME:77; GIVN:22; _MARNM:12; SURN:12,常胤正室 /秩父/
儼,U+513C,CJK UNIFIED IDEOGRAPH-513C,CJK,128,NAME:71; GIVN:53; NICK:4,儼 /謝/
諒,U+8AD2,CJK UNIFIED IDEOGRAPH-8AD2,CJK,128,NAME:73; GIVN:52; OCCU:2; NICK:1,諒 /陳/
宿,U+5BBF,CJK UNIFIED IDEOGRAPH-5BBF,CJK,128,NAME:75; GIVN:48; CITY:3; _MARNM:2,宿 /陳/
Δ,U+0394,GREEK CAPITAL LETTER DELTA,GREEK,128,NAME:49; SURN:24; GIVN:24; NICK:18,Μιχαήλ Ζ΄ /Δούκας/ Αυτοκράτορας του Βυζαντίου
権,U+6A29,CJK UNIFIED IDEOGRAPH-6A29,CJK,128,OCCU:66; NAME:39; GIVN:19; NICK:4,権中納言
斛,U+659B,CJK UNIFIED IDEOGRAPH-659B,CJK,128,NAME:64; SURN:64,Yuán Liàng 原 /广东省江门市台山市都斛镇南村村/
Й,U+0419,CYRILLIC CAPITAL LETTER SHORT I,CYRILLIC,127,NAME:51; GIVN:46; NICK:23; OCCU:5,Йоан V Палеолог
歸,U+6B78,CJK UNIFIED IDEOGRAPH-6B78,CJK,127,NAME:70; GIVN:47; SURN:10,歸 /陳/
諱,U+8AF1,CJK UNIFIED IDEOGRAPH-8AF1,CJK,127,NAME:55; NICK:45; GIVN:25; _MARNM:2,諱:邕公
垣,U+57A3,CJK UNIFIED IDEOGRAPH-57A3,CJK,127,NAME:78; _MARNM:21; SURN:9; OCCU:8,大垣城
臧,U+81E7,CJK UNIFIED IDEOGRAPH-81E7,CJK,127,NAME:65; SURN:30; GIVN:19; _MARNM:13,Yan /臧 (Zāng)/
덕,U+B355,HANGUL SYLLABLE DEOG,HANGUL,127,NAME:63; GIVN:38; PLAC:20; _MARNM:3,위덕
儁,U+5101,CJK UNIFIED IDEOGRAPH-5101,CJK,127,TITL:72; NAME:29; GIVN:26,又 元儁 /孔/
回,U+56DE,CJK UNIFIED IDEOGRAPH-56DE,CJK,126,NAME:72; GIVN:50; TITL:2; _MARNM:1,吴回 /黃/
坊,U+574A,CJK UNIFIED IDEOGRAPH-574A,CJK,126,NAME:79; _MARNM:15; SURN:13; GIVN:9,坊丸
手,U+624B,CJK UNIFIED IDEOGRAPH-624B,CJK,126,NAME:77; GIVN:31; _MARNM:7; SURN:7,天津日高日子穂穂手見命
县,U+53BF,CJK UNIFIED IDEOGRAPH-53BF,CJK,126,NAME:61; SURN:61; OCCU:4,"文龙 /广东清山县后衙/ 125, 84, 37, 2, 1世"
符,U+7B26,CJK UNIFIED IDEOGRAPH-7B26,CJK,126,NAME:70; GIVN:32; _MARNM:14; SURN:9,靈符 /會稽山陰/
