token	ja	ja_count	zh	zh_count
Colvin	コルヴィン	7	科尔文	4
Colwyn	コルウィン	2		0
Colò		0	科洛	2
Colón	コロン	8	科隆	3
Combe	クーム	2		0
Combo		0	康博	2
Combs	コムズ	4	康布斯	2
Comencini	コメンチーニ	5	科门奇尼	5
Comer	コマー	2	科默	3
Comfort		0	康福特	2
Como		0	科莫	2
Comparetti	コンパレッティ	2		0
Compton	コンプトン	11	康普顿	6
Comrie	コムリー	2		0
Comstock	コムストック	4	康斯托克	3
Comăneci	コマネチ	2		0
Con	コン	3	康	2
Conall	コナル	2		0
Conan	コナン	7	科南	3
Conant	コナント	3	科南特	4
Conaway	コナウェイ	2		0
Concetta	コンチェッタ	2		0
Concetto	コンチェット	2		0
Concha	コンチャ	5	Concha	3
Conchita	コンチータ	2		0
Concord	コンコルド	2		0
Concordia	コンコルディア	2	康科迪亚	2
Conde	コンデ	3		0
Condell	コンデル	2	康德尔	2
Condie	コンディー	2		0
Condit	コンディット	2		0
Condon	コンドン	5		0
Condé	コンデ	3		0
Conesa		0	康尼萨	2
Confalonieri	コンファロニエーリ	4	孔法洛涅里	3
Conger	コンガー	3		0
Congreve	コングリーヴ	3		0
Coningsby	カニングスビー	2		0
Conkling	コンクリング	2		0
Conlan	コンラン	2		0
Conley	コンリー	6	康利	2
Conlin		0	康林	2
Conlon	コンロン	2	康伦	2
Connally	コナリー	4	康纳利	2
Connell	コネル	2		0
Connelly	コネリー	3	康纳利	2
Conner	コナー	6	康纳	6
Connery	コネリー	3	康纳利	3
Connie	コニー	10	康妮	9
Conniff		0	康尼夫	3
Connolly	コノリー	10	康诺利	7
Connor	コナー	6	康纳	4
Connors	コナーズ	3	康纳斯	3
Conny	コニー	2	康尼	2
Conolly	コノリー	6		0
Conor	コナー	6	康纳	6
Conrad	コンラッド	36	康拉德	40
Conradi		0	康拉迪	2
Conran	コンラン	2	康兰	3
Conried	コンリード	2		0
Conroy	コンロイ	5	康罗伊	3
Consalvo	コンサルヴォ	2	孔萨尔沃	2
Considine	コンシダイン	3		0
Consitt	コンシット	2		0
Consolo		0	康索洛	3
Consort		0	郭贵妃	2
Constable	コンスタブル	3	康斯特勃	4
Constance	コンスタンス	40	康斯坦斯	5
Constancia	コンスタンシア	2		0
Constant	コンスタン	4	康斯坦特	3
Constantia	コンスタンティア	3		0
Constantijn	コンスタンティン	2		0
Constantin	コンスタンティン	17	康斯坦丁	14
Constantina		0	君士坦丁娜	2
Constantine	コンスタンティン	10	康斯坦丁	9
Constantino	コンスタンティーノ	2		0
Constantinos	コンスタンティノス	2	康斯坦丁诺斯	2
Constantius	コンスタンティウス	3		0
Constanze	コンスタンツェ	2		0
Consuelo	コンスエロ	4	康斯萝	2
Consuelos	コンスエロス	2		0
Contarini	コンタリーニ	2		0
Conte	コンテ	11	孔蒂	5
Conti	コンティ	8	孔蒂	7
Contini	コンティーニ	2		0
Contreras	コントレラス	2	孔特雷拉斯	4
Conus	コニュス	4		0
Conway	コンウェイ	20	康威	9
Conyers	コニャーズ	6	康耶斯	2
Conyngham	カニンガム	3	科宁厄姆	2
Conze	コンツェ	3		0
Coogan	クーガン	2		0
Cook	クック	26	库克	16
Cooke	クック	26	库克	10
Cookson	クックソン	3		0
Cool	クール	2		0
Cooley	クーリー	3		0
Coolidge	クーリッジ	13	柯立芝	6
Coombs	クームス	2	庫姆斯	3
Coon		0	库恩	2
Cooney		0	库尼	2
Cooper	クーパー	110	库珀	41
Coors	クアーズ	2		0
Coosje		0	库斯耶	2
Coote	クート	4	庫特	2
Cope	コープ	9	科普	3
Copeland	コープランド	10	科普兰	5
Copeman		0	科普曼	2
Copley	コプリー	2		0
Coppi	コッピ	2		0
Coppini	コッピーニ	2		0
Coppock	コポック	7		0
Coppola	コッポラ	14	科波拉	8
Coquard	コカール	2		0
Coquebert	コクベール	2		0
Cora	コーラ	4	科拉	3
Coral	コーラル	3		0
Coralie	コラリー	3		0
Corazon	コラソン	2		0
Corazón		0	科拉松	2
Corben	コーベン	2		0
Corberó	コルベロ	2		0
Corbet	コーベット	8		0
Corbett	コーベット	11	科比特	4
Corbin	コービン	7	柯宾	3
Corbitt	コービット	2		0
Corbyn	コービン	3		0
Corcoran	コーコラン	4		0
Cord	コード	3		0
Corday		0	科黛	2
Corddry	コードリー	2	考德瑞	2
Cordelia	コーディリア	2		0
Cordell	コーデル	6	科德尔	2
Cordero	コルデロ	3	科尔德罗	5
Cordes		0	科德斯	2
Cordle		0	科德尔	2
Cordoba	コルドバ	2		0
Cordova		0	科多瓦	2
Corea	コリア	2		0
Corelli	コレッリ	3	科雷利	2
Corentin	コランタン	2		0
Corey	コーリー	5	科里	11
Corfixen		0	考菲克森	2
Cori		0	科里	4
Corin	コリン	2	科林	2
Corine	コリーネ	2		0
Corinna		0	科琳娜	4
Corinne	コリンヌ	4		0
Corinth		0	科林特	2
Coriolano	コリオラーノ	2		0
Corke	コーク	2		0
Corla	コルラ	2		0
Corliss	コーリス	3		0
Cormac	コーマック	2	科马克	3
Cormann	コールマン	2		0
Corna		0	科尔纳	2
Cornaro		0	科尔纳罗	2
Corneille	コルネイユ	6	高乃依	2
Cornelia	コーネリア	10	科妮莉亚	5
Cornelio	コルネリオ	2		0
Cornelis	コルネリス	23	科内利斯	9
Cornelisz	コルネリスゾーン	2		0
Corneliu	コルネリウ	2	科尔内留	2
Cornelius	コルネリウス	51	科尔内利乌斯	12
Cornell	コーネル	11	康奈尔	5
Cornes	コーンズ	2		0
Cornewall	コーンウォール	6	康沃尔	6
Cornford	コーンフォード	4		0
Cornillac	コルニアック	2	科尔尼拉	2
Corning	コーニング	2		0
Cornwall	コーンウォール	6	康沃爾	2
Cornwallis	コーンウォリス	16	康沃利斯	6
Cornwell	コーンウェル	4	康威爾	2
Cornyn	コーニン	2		0
Corona	コロナ	4	科罗纳	3
Coronado	コロナド	5	科罗纳多	3
Coronas	コロナス	2		0
Coronel	コロネル	3	科罗内尔	4
Corr	コアー	6		0
Corradi	コッラーディ	4	科拉迪	3
Corrado	コッラード	5	科拉多	8
Correa	コレア	3	科雷亚	4
Correggio	コッレッジョ	7		0
Correia		0	科雷亚	3
Corrigan	コリガン	2	科里根	2
Corry	コリー	8	科里	3
Corsi	コルジ	2	科西	2
Corsini		0	科西尼	3
Corso		0	科尔索	2
Corson	コーソン	2		0
Corte		0	科尔特	3
Cortelyou		0	科特柳	2
Cortes		0	科尔特斯	2
Cortese	コルテーゼ	2		0
Cortez	コルテス	4	科尔特斯	3
Corti	コルティ	2		0
Cortlandt	コートランド	6		0
Cortés	コルテス	5	科尔特斯	3
Corvi	コルヴィ	2		0
Corvinus	コルヴィヌス	2		0
Corwin	コーウィン	5	科温	3
Cory	コリー	4	科里	5
Coryell	コリエル	2		0
Cosby	コスビー	4	科斯比	3
Cosgrove	コスグローヴ	2		0
Cosimo	コジモ	5	科西莫	3
Cosme	コズメ	3		0
Cosmo	コスモ	5	科斯莫	5
Cossiga	コッシガ	2		0
Cossío		0	科西奥	2
Costa	コスタ	16	科斯塔	10
Costantini		0	科斯坦蒂尼	2
Costantino	コンスタンティーノ	3	科斯坦蒂诺	2
Costanza	コスタンツァ	6	科斯坦萨	5
Costanzo	コスタンツォ	3	科斯坦佐	2
Costas	コスタス	2	科斯塔斯	4
Costello	コステロ	10	科斯特洛	6
Coster	コスター	4	科斯特	5
Costigan	コスティガン	2		0
Costikyan	コスティキャン	2		0
Costin	コスティン	4	科斯廷	2
Costner	コスナー	2		0
Cotes	コーツ	2		0
Cotillard	コティヤール	4	科蒂亚尔	5
Cott		0	科特	3
Cotta	コッタ	5	寇塔	2
Cottafavi		0	科塔法维	2
Cotterill	コッテリル	2		0
Cottle		0	科特爾	2
Cottolengo		0	科托倫戈	2
Cotton	コットン	13	科顿	6
Cottrell	コットレル	3	科特雷尔	2
Coty		0	科蒂	2
Coudenhove	クーデンホーフ	5		0
Coudres	グードル	2		0
Coughlin	カフリン	2		0
Coulson		0	科尔森/库尔森	2
Coulter		0	库尔特	2
Countess	エリーザベト	2		0
Couper	カウパー	2	库珀	2
Couperin	クープラン	4	库普兰	2
Courage	カレッジ	2	卡里奇	2
Courant	クーラント	3	科朗特	2
Courbet	クールベ	3		0
Courcelles		0	库塞尔勒	2
Courcy	クールシー	2	可尔西	6
Couric	クーリック	2		0
Courland	クールラント	2		0
Court	コート	4	考特	3
Courtauld	コートールド	3		0
Courten	コーテン	2		0
Courtenay	コートネイ	14	考特尼	3
Courtens		0	库尔滕斯	4
Courtland		0	考特兰	2
Courtlandt	コートランド	3		0
Courtney	コートニー	13	考特尼	9
Courtois		0	库尔图瓦	2
Courtès		0	科尔泰斯	2
Cousins	カズンズ	2		0
Cousteau	クストー	3	庫斯托	2
Coutts	クーツ	6	库茨	8
Couture	クートゥア	3	库蒂尔	2
Couturier		0	库蒂里耶	2
Covelli		0	科维利	3
Coventry	コヴェントリー	9	考文垂	2
Coverdale		0	科弗代尔	2
Covert	コヴァート	2		0
Covington	コヴィントン	2		0
Cowan	コーワン	8	考恩	4
Coward	カワード	5		0
Cowell	コーウェル	3		0
Cowen	コーエン	5	考恩	3
Cowl	コール	2	考尔	2
Cowles	カウルズ	6	考维斯	3
Cowley		0	考利	2
Cowper	クーパー	7		0
Cox	コックス	27	考克斯	25
Coxe	コックス	4	考克斯	2
Coya	コヤ	3		0
Coyne	コイン	5	科尼	2
Crabbe	クラブ	2	克拉布	2
Cracroft	クラクロフト	3	克拉克罗夫特	2
Cradock	クラドック	2	克拉多克	3
Craft	クラフト	3		0
Craig	クレイグ	35	克雷格	24
Craighead		0	克雷格黑德	2
Craigie	クレイギー	2	克雷吉	2
Crain		0	克雷恩	2
Cram	クラム	2		0
Cramer	クレイマー	4	克拉默	3
Cramér	クラメール	2	克拉梅尔	2
Cranch	クランチ	2		0
Crane	クレイン	12	克兰	2
Cranley	クランリー	3		0
Craon	クラン	4	克朗	2
Crassus	クラッスス	9	克拉苏	2
Craufurd	クラウファード	2		0
Craven	クレイヴン	5	克雷文	4
Crawford	クロフォード	15	克劳福德	12
Crawley	クロウリー	2		0
Craxi	クラクシ	2		0
Crean	クリーン	3		0
Creasy		0	克里西	2
Creed		0	克里德	3
Creel	クリール	2	克里尔	2
Creelman		0	克里曼	2
Cregan		0	克雷根	2
Creighton	クレイトン	6	克雷頓	2
Creizenach	クライツェナッハ	2		0
Cremer		0	克里默	2
Cremona	クレモナ	3	克雷莫纳	2
Crenna		0	克里纳	2
Creon		0	克瑞翁	2
Crerar	クレラー	2		0
Cresacre		0	克雷萨克雷	2
Crescentini	クレシェンティーニ	2	克雷申蒂尼	2
Crescentius	クレッシェンティウス	2		0
Crescenzio	クレッシェンツィオ	3		0
Crescenzo	クレッシェンツォ	3		0
Crescini	クレッシーニ	2		0
Crespellani	クレスペッラーニ	2		0
Crespi	クレスピ	2		0
Crespo	クレスポ	2	克雷斯波	3
Cressida	クレシダ	2		0
Creswell	クレスウェル	2		0
Crete	クレテ	5		0
Creticus	クレティクス	2		0
Crew		0	克鲁	3
Crewe	クルー	4	克鲁	9
Crichton	クライトン	10	克赖顿	2
Crick	クリック	2	克里克	2
Crimi		0	科里米	2
Crinis	クリニス	2		0
Crippa	クリッパ	3	克里帕	2
Cripps	クリップス	2	克里普斯	2
Crisp	クリスプ	5		0
Crispian	クリスピアン	2	克利斯宾	2
Crispin	クリスピン	4	克里斯平	4
Crispus	クリスプス	2		0
Criss	クリス	3	克里斯	2
Crist	クリスト	4	克里斯特	4
Cristal		0	克里斯塔尔	2
Cristaldi	クリスタルディ	2	克里斯塔尔迪	2
Cristante		0	克里斯坦特	2
Cristea	クリステア	2		0
Cristi	クリスティ	2		0
Cristian	クリスティアン	2		0
Cristiana	クリスティアーナ	2	克里斯蒂安娜	2
Cristiano	クリスティアーノ	5	克里斯蒂亚诺	3
Cristina	クリスティーナ	15	克里斯蒂娜	17
Cristobal	クリストバル	2		0
Cristofori	クリストフォリ	2		0
Cristoforo	クリストーフォロ	2		0
Cristóbal	クリストバル	6	克里斯托瓦尔	3
Cristóvão	クリストヴァン	2		0
Criswell	クリスウェル	2		0
Crittenden	クリッテンデン	5	克里滕登	3
Crnojević	ツルノイェヴィッチ	2		0
Cro		0	克罗	2
Croce	クローチェ	2		0
Crocker	クロッカー	4	克罗克	2
Crockett	クロケット	3		0
Croft	クロフト	11	克罗夫特	3
Crofton	クロフトン	5		0
Crofts	クロフツ	2	克罗夫茨	2
Croissy	クロワシー	2		0
Croix	クロワ	3	克鲁瓦	2
Croker	クローカー	3		0
Crombie	クロンビー	11		0
Cromer	クローマー	4		0
Crommelin	クロンメリン	5		0
Crompton	クロンプトン	6	克朗普頓	2
Cromwell	クロムウェル	15	克伦威尔	12
Cronan	クローナン	4		0
Crone	クローン	11		0
Cronenberg	クローネンバーグ	3	柯南伯格	2
Cronin	クローニン	2	克羅寧	2
Crook	クルック	3		0
Cropsey	クロプシー	3		0
Cros	クロ	3		0
Crosbie	クロスビー	2		0
Crosby	クロスビー	16	克罗斯比	5
Crosland	クロスランド	3	克罗斯兰	2
Cross	クロス	4	克羅斯	3
Crossley	クロスリー	6		0
Crossman		0	克罗斯曼	2
Crosthwait	クロスウェイト	5		0
Crouch	クラウチ	3	克劳奇	2
Crouse	クローズ	2		0
Crow	クロウ	6		0
Crowder		0	克劳德	3
Crowe	クロウ	10	克劳	3
Crowell	クロウェル	2		0
Crowley	クロウリー	6	克勞利	2
Crowninshield	クラウニンシールド	12	克劳宁希尔德	3
Crowther	クラウザー	3	克劳瑟	2
Crozat	クロザ	2		0
Crozier	クロージャー	2		0
Croÿ	クロイ	10		0
Crudup	クルーダップ	2		0
Cruger	クルーガー	3		0
Cruikshank	クルックシャンク	2		0
Cruise	クルーズ	4	克鲁斯	4
Crum	クラム	2	克鲁姆	3
Crumlin		0	克拉姆林	2
Crusius	クルシウス	2		0
Crust	クラスト	3		0
Cruttwell		0	克拉特维尔	2
Cruyff	クライフ	2	克鲁伊夫	2
Cruz	クルス	6	克鲁兹	6
Cryer	クライヤー	2		0
Crystal	クリスタル	8	克莉絲朵	2
Crémieux	クレミュー	3	克雷米厄	2
Créquy	クレキ	2		0
Csaba		0	乔鲍	2
Csikszentmihalyi	チクセントミハイ	2		0
Cuba	キューバ	2		0
Cubitt	キュービット	5	丘比特	4
Cucciari		0	库奇阿里	2
Cudicini	クディチーニ	2		0
Cuesta		0	库埃斯塔	2
Cuevas	クエバス	2	奎瓦斯	3
Cuffe	カフ	6		0
Cugat	クガート	2		0
Culberson	カルバーソン	3	庫爾伯森	2
Culkin	カルキン	5	克金	3
Cullberg	クルベリ	2	卡尔伯格	3
Cullen	カレン	14	卡伦	5
Cullum	カラム	3		0
Culp	カルプ	2		0
Culpeper	カルペパー	2	卡尔佩珀	2
Culver	カルヴァー	3	卡尔弗	2
Culwen	カルウェン	3		0
Cumberbatch	カンバーバッチ	5		0
Cumberland	カンバーランド	2		0
Cuming	カミング	2		0
Cumming	カミング	6	卡明	4
Cummings	カミングス	9	卡明斯	5
Cunard	キュナード	4		0
Cunedda	キネザ	2	基内扎	2
Cunha	クーニャ	4		0
Cunliffe	カンリフ	7	坎利夫	2
Cunningham	カニンガム	8	坎宁安	4
Cunninghame	カニンガム	2		0
Cuno	クーノ	3		0
Cuoco	クオコ	4		0
Cuomo	クオモ	4	科莫	4
Cupid		0	丘比特	2
Curd	クルト	3		0
Curie	キュリー	8	居里	6
Curio	クリオ	2		0
Curl	カール	2		0
Curle	カール	2		0
Curley		0	柯利	2
Curly	カーリー	2	柯利	3
Curran	カーラン	2		0
Currie	カリー	6	庫瑞	2
Currier	クリアー	5		0
Curry	カリー	7	库里	3
Curt	クルト	6	科特	3
Curtin	カーティン	6	柯廷	2
Curtis	カーティス	45	柯蒂斯	28
Curtiss	カーティス	3	柯蒂斯	2
Curtius	クルティウス	3		0
Curwen	カーウェン	3		0
Curzon	カーゾン	16	柯曾	2
Cusack	キューザック	10	库萨克	3
Cushing	クッシング	18	库欣	4
Cushman	クッシュマン	9		0
Cusi		0	庫西	2
Cussler	カッスラー	2		0
Cust	カスト	7		0
Custer	カスター	4	卡斯特	3
Custine	キュスティーヌ	2		0
Custis	カスティス	13	卡斯蒂斯	6
Custodio		0	库斯托迪奥	3
Cuthbert	カスバート	9	库斯伯特	2
Cutler	カトラー	3	卡特勒	2
Cutter	カッター	2	卡特	2
Cutting	カッティング	4		0
Cutts		0	卡茨	2
Cutugno	クトゥーニョ	2	库图尼奥	2
Cuvier	キュヴィエ	2	居维叶	2
Cuyp		0	克伊普	2
Cuéllar	クエヤル	3		0
Cy	サイ	8		0
Cybo	チーボ	6	齊博	4
Cynan	カナン	5	卡南	7
Cyndi	シンディ	2		0
Cynfyn		0	金温	3
Cyngen	カンゲン	2	金根	2
Cynthia	シンシア	18	辛西娅	10
Cypern	リュジニャン	2		0
Cyprian	ツィプリアン	2		0
Cyprus	リュジニャン	2		0
Cyr		0	西尔	2
Cyril	シリル	17	西里尔	14
Cyrus	サイラス	20	赛勒斯	15
Czarniecki	チャルニェツキ	2	恰尔涅茨基	2
Czartoryska	チャルトリスカ	6		0
Czartoryski	チャルトリスキ	12		0
Czech		0	捷克	2
Czerny	チェルニー	2		0
Czesław	チェスワフ	5	切斯瓦夫	6
Cáceres	カセレス	3	卡塞雷斯	2
Cámpora		0	坎波拉	2
Cándido		0	坎迪多	2
Cápac	カパック	2	卡帕克	2
Cárcano		0	卡尔卡诺	2
Cárdenas	カルデナス	3		0
Cândido	カンディド	2	坎迪多	3
Cäcilie	ツェツィーリエ	2		0
Cäsar	シーザー	2		0
Cécile	セシル	5	塞西尔	7
Cécilia	セシリア	2		0
Cédric	セドリック	3	塞德里克	4
Céline	セリーヌ	3	席琳	3
César	セザール	13	塞萨尔	14
Cí	慈	2	慈	2
Cóng	従	2		0
Córdoba		0	科尔多瓦	2
Córdova		0	科尔多瓦	2
D	D	99	D	56
D'Alesandro	ダレサンドロ	3		0
D'Amato	ダマト	2	达马托	2
D'Amico	ダミーコ	3	达米科	2
D'Angelo	ダンジェロ	3		0
D'Annunzio	ダヌンツィオ	2		0
D'Arcy	ダーシー	10		0
D'Elia	デリア	2		0
D'Israeli		0	迪斯雷利	2
D'Oyly	ドイリー	3	多伊利	2
Da	ダ	7	达	5
Dabney	ダブニー	5	達布尼	3
Daddario	ダダリオ	4		0
Dade	デイド	5		0
Dadiani	ダディアニ	5		0
Dafne	ダフネ	2		0
Dafydd	ダフィズ	3	戴维兹	4
Dag	ダグ	2	达格	3
Dagan	ダガン	2		0
Daggett		0	达格特	2
Dagmar	ダグマル	2	达格玛	2
Dagmara	ダグマーラ	2		0
Dahl	ダール	15	达尔	7
Dahlgren	ダールグレン	5	达尔格伦	3
Dahlmann	ダールマン	2		0
Dahmen	ダーメン	3	达门	2
Dai	ダイ	3	戴	3
Daichi	大地	2		0
Daiki	大喜	2		0
Dailly		0	达伊	2
Daily	デイリー	5		0
Daimler	ダイムラー	3	戴姆勒	2
Daingerfield	デインジャーフィールド	2		0
Daire		0	戴尔	2
Daisy	デイジー	12	黛西	6
Dakhil		0	达基尔	2
Dakota	ダコタ	6	达科塔	6
Dal	ダル	5	达尔	6
Dalal	ダラル	2	达拉尔	2
Dalberg	ダールベルク	4		0
Dale	デイル	16	戴尔	11
Daley	デイリー	5	戴利	5
Dalgas	ダルガス	2		0
Dalgleish	ダルグリッシュ	4		0
Dalgliesh		0	达格利什	2
Dalglish	ダルグリッシュ	2		0
Dalia	ダリア	5	达利娅	2
Dalibor	ダリボル	2	达利博尔	2
Dalit	ダリット	2		0
Dall	ドール	2		0
Dalla	ダッラ	2	达拉	5
Dallas	ダラス	15	达拉斯	7
Dallin		0	达林	2
Dalmatius	ダルマティウス	2		0
Dalrymple	ダルリンプル	7	达尔林普尔	3
Dalser	ダルセル	2		0
Dalston	ダルストン	2		0
Dalton	ダルトン	9	多尔顿	3
Dalva	ダルヴァ	3		0
Daly	デイリー	11	達利	5
Dalyell	ディエル	2		0
Dalziell	ディエル	3		0
Dalí	ダリ	2	达利	2
Dam	ダム	3	达姆	3
Dama	ダマ	2		0
Daman		0	达曼	2
Damaris	ダマリス	3		0
Damat	ダマト	3		0
Damer	デイマー	2		0
Dameron	ダメロン	4		0
Damian	ダミアン	7	达米安	4
Damiani	ダミアーニ	2	达米亚尼	2
Damiano	ダミアーノ	3	达米亚诺	4
Damien	ダミアン	3	达米恩	5
Damijan		0	达米扬	2
Damilano		0	达米拉诺	2
Damion	デイミオン	3	达米安	2
Damir		0	达米尔	2
Damita		0	达米塔	3
Damián	ダミアン	2		0
Damião	ダミアン	3		0
Damięcki		0	达米克基	2
Damjan	ダミアン	2		0
Damm	ダム	2		0
Damon	デイモン	12	达蒙	4
Dampier		0	丹皮尔	2
Dampierre	ダンピエール	3		0
Damrosch	ダムロッシュ	3	达姆罗什	2
Dan	ダン	75	丹	46
Dana	ダナ	22	达纳	13
Danby	ダンビー	10		0
Dance	ダンス	3		0
Dancy	ダンシー	3	丹西	4
Dandan	タンタン	2	丹丹	2
Dandara		0	丹达拉	2
Dandolo	ダンドロ	2	丹多洛	3
Dandridge	ダンドリッジ	6		0
Dane	デイン	8	戴恩	6
Daneel		0	丹尼尔	2
Danes		0	丹尼斯	2
Danese	ダネーゼ	2		0
Danforth	ダンフォース	4	丹福思	4
Dang		0	党	2
Dangerfield	デンジャーフィールド	3		0
Dango	ダンゴ	2		0
Dani	ダニ	3	丹尼	2
Danie		0	丹尼	2
Daniel	ダニエル	251	丹尼尔	118
Daniela	ダニエラ	8	丹妮拉	9
Daniele	ダニエーレ	4	达尼埃莱	5
Daniell	ダニエル	5		0
Daniella	ダニエラ	2		0
Danielle	ダニエル	9	丹妮尔	3
Daniels	ダニエルズ	12	丹尼尔斯	7
Danielsen	ダニエルセン	2	丹尼爾森	2
Danielson	ダニエルソン	3		0
Danielssen		0	丹尼尔森	2
Daniil	ダニイル	3	丹尼尔	4
Danil		0	丹尼尔	2
Danilo	ダニロ	2	达尼洛	5
Danilov	ダニーロフ	2		0
Danilovich	ダニロヴィッチ	2		0
Danish	ダーニッシュ	2		0
Danièle	ダニエル	3	达妮埃尔	2
Daniélou	ダニエルー	3		0
Daniël	ダニエル	7	丹尼尔	2
Daniłowicz	ダニウォヴィッチ	2		0
Danker	ダンカー	4	丹克	2
