han	corpus_count	ko	ja_kana_candidate	ja_romaji_candidate	zh_pinyin
仿	2	방			fǎng
僔	2	준			zǔn
傃	2	소			sù
寯	2	준			jùn
荔	2	여			lì
披	2	피	ひ	hi	pī
僕	2	복	ぼく	boku	pú
燧	2	수	すい	sui	suì
漳	2	장			zhāng
偁	2	칭			chēng
洌	2	열 렬	れつ	retsu	liè
荥	2	형			xíng
灣	2	만	わん	wan	wān
醫	2	의	い	i	yī
犨	2	주			chōu
藂	2	총			cóng
瑑	2	전			zhuàn
愜	2	협			qiè
訊	2	신	じん	jin	xùn
宬	2	성			chéng
玳	2	대	たい	tai	dài
戣	2	규			kuí
勣	2	적	せき	seki	jī
搆	2	구	こう	kou	gòu
釆	2	변	はん	han	biàn
鶚	2	악	みさご	misago	è
烜	2	훤			xuǎn
縚	2	도			tāo
竚	2	저	ちょ	cho	zhù
昵	2	일 닐	じつ	jitsu	nì
澂	2	징	すみ	sumi	chéng
倰	2	능 릉			lèng
覆	2	복	ふく	fuku	fù
嵒	2	암	がん	gan	yán
暟	2	개			kǎi
勍	2	경	けい	kei	qíng
緫	2	총			cōng
眘	2	신			shèn
澐	2	운			yún
輻	2	복 폭	ふく	fuku	fú
涀	2	견			xiàn
橚	2	숙			sù
諼	2	훤			xuān
航	2	항	こう	kou	háng
棨	2	계			qǐ
話	2	화	はなし	hanashi	huà
儋	2	담			dān
鉥	2	술			shù
紡	2	방	ぼう	bou	fǎng
蘋	2	빈	ひん	hin	píng
訖	2	흘	きつ	kitsu	qì
響	2	향	きょう	kyou	xiǎng
恁	2	임	じん	jin	nèn
溢	2	일	いつ	itsu	yì
琼	2	경			qióng
炽	2	치			chì
姐	2	저	あね	ane	jiě
粱	2	양 량	りょう	ryou	liáng
獅	2	사	し	shi	shī
魔	2	마	ま	ma	mó
懂	2	동			dǒng
潼	2	동	とう	tou	tóng
誌	2	지	し	shi	zhì
罡	2	강			gāng
攀	2	반	はん	han	pān
䨲	2	누			nóu
妝	2	장	しょう	shou	zhuāng
掞	2	섬			yàn
淩	2	능			líng
倡	2	창	しょう	shou	chàng
尫	2	왕			wāng
黰	2	진			zhěn
謎	2	미	なぞ	nazo	mí
鍴	2	단			duān
步	2	보			bù
戬	2	전			jiǎn
堆	2	퇴	つい	tsui	duī
嚕	2	노			lǔ
仉	2	장			zhǎng
薳	2	원			wěi
眕	2	진			zhěn
濆	2	분	ふん	fun	fén
賚	2	뇌 뢰	らい	rai	lài
慓	2	표	ひょう	hyou	piāo
颎	2	경			jiǒng
兹	2	자			zī
桱	2	경			jìng
罢	2	파			bà
韩	2	한			hán
蟣	2	기			jǐ
蝨	2	슬	しらみ	shirami	shī
坎	2	감	かん	kan	kǎn
眴	2	순			xuàn
遨	2	오	ごう	gou	áo
慙	2	참	ざん	zan	cán
䒩	2	화			hé
敕	2	칙	ちょく	choku	chì
翳	2	예	えい	ei	yì
凉	2	양 량	りょう	ryou	liáng
阤	2	치			zhì
簞	2	단			dān
帛	2	백	はく	haku	bó
彄	2	구			kōu
瓶	2	병	かめ	kame	píng
迟	2	지			chí
叉	2	차	さ	sa	chā
巶	2	소			zhāo
佬	2	요			lǎo
传	2	전			chuán
诵	2	송			sòng
菓	2	과	か	ka	guǒ
许	2	허			xǔ
荫	2	음			yīn
纪	2	기			jì
赞	2	찬			zàn
扏	2	구			qiú
浥	2	읍			yì
絹	2	견	きぬ	kinu	juàn
媽	2	마	ま	ma	mā
垔	2	인			yīn
檳	2	빈	びん	bin	bīn
燎	2	요 료	りょう	ryou	liáo
紐	2	유 뉴	ひも	himo	niǔ
淸	2	청			qīng
蘿	2	나 라	ら	ra	luó
麴	2	국	きく	kiku	qū
曆	2	역 력			lì
盧	2	노			
郞	2	낭 랑			láng
糟	2	조	かす	kasu	zāo
营	2	영			yíng
填	2	전	てん	ten	tián
专	2	전			zhuān
贯	2	관			guàn
瑍	1	환			huàn
艹	1	초			cao
铁	1	철			tiě
俺	1	엄	おれ	ore	ǎn
蠲	1	견			juān
彖	1	단	たん	tan	tuàn
俦	1	주			chóu
姶	1	압	あい	ai	è
运	1	운			yùn
飞	1	비			fēi
翘	1	교			qiào
绶	1	수			shòu
鱼	1	어			yú
宪	1	헌			xiàn
凭	1	빙	ひょう	hyou	píng
勋	1	훈			xūn
过	1	과			guò
训	1	훈			xùn
犀	1	서	さい	sai	xī
邘	1	우			yú
抖	1	두	とう	tou	dǒu
瑯	1	낭 랑	ろう	rou	láng
芒	1	망	ぼう	bou	máng
朵	1	타			duǒ
奔	1	분	ほん	hon	bēn
抡	1	윤			lūn
闌	1	난 란	らん	ran	lán
淀	1	정	よど	yodo	diàn
耜	1	사	し	shi	sì
牽	1	견	けん	ken	qiān
脚	1	각	あし	ashi	jiǎo
巣	1	소	す	su	cháo
看	1	간	かん	kan	kàn
泣	1	읍	きゅう	kyuu	qì
盞	1	잔	さかずき	sakazuki	zhǎn
淤	1	어	お	o	yū
賣	1	매	ばい	bai	mài
腹	1	복	はら	hara	fù
鸇	1	전			zhān
鍬	1	초	くわ	kuwa	qiāo
砥	1	지	と	to	dǐ
撞	1	당	どう	dou	zhuàng
熨	1	위	い	i	yùn
卵	1	난 란	たまご	tamago	luǎn
闇	1	암	やみ	yami	àn
澇	1	노 로			lào
雌	1	자	めす	mesu	cí
怒	1	노 로	ど	do	nù
裾	1	거	すそ	suso	jū
梭	1	사	ひ	hi	suō
栲	1	고	たえ	tae	kǎo
釣	1	조	つり	tsuri	diào
鯽	1	즉			zéi
鷦	1	초	しょう	shou	jiāo
鷯	1	요	りょう	ryou	liáo
嬬	1	유	じゅ	ju	rú
勾	1	구	こう	kou	gōu
紗	1	사	さ	sa	shā
焔	1	염	ほのお	honoo	yàn
厩	1	구	うまや	umaya	jiù
舂	1	용	しょう	shou	chōng
弖	1	호	て	te	hù
賊	1	적	ぞく	zoku	zéi
枳	1	지	き	ki	zhǐ
髄	1	수	ずい	zui	suǐ
簀	1	책	さく	saku	zé
额	1	액			é
别	1	별			bié
曌	1	조			zhào
彠	1	확			yuē
嬌	1	교	きょう	kyou	jiāo
嫖	1	표	ひょう	hyou	piáo
煓	1	단			tuān
窟	1	굴	くつ	kutsu	kū
咄	1	돌	はなし	hanashi	duō
設	1	설	せつ	setsu	shè
苡	1	이	い	i	yǐ
粳	1	갱	うるち	uruchi	jīng
蟲	1	충	むし	mushi	chóng
巧	1	교	こう	kou	qiǎo
苍	1	창			cāng
隤	1	퇴			tuí
梼	1	도	とう	tou	táo
牆	1	장	しょう	shou	qiáng
姁	1	후			xǔ
刺	1	자 척	とげ	toge	cì
凈	1	정			jìng
雛	1	추	ひな	hina	chú
蘢	1	농 롱	ろう	rou	lóng
磔	1	책	はりつけ	haritsuke	zhé
蚌	1	방	どぶがい	dobugai	bàng
状	1	상	じょう	jou	zhuàng
狦	1	산			shān
㝬	1	할			
娀	1	융			sōng
邰	1	태			tái
拿	1	나	だ	da	ná
崙	1	윤 륜	ろん	ron	lún
斂	1	염 렴	れん	ren	liǎn
動	1	동	どう	dou	dòng
變	1	변	へん	hen	biàn
槪	1	개			gài
鍂	1	금			piān
迮	1	책			zé
釧	1	천	くし	kushi	chuàn
瀴	1	영			yíng
詰	1	힐	つめ	tsume	jié
儈	1	쾌			kuài
觉	1	각			jué
宁	1	저			níng
浣	1	완	かん	kan	huàn
歇	1	헐	けつ	ketsu	xiē
灵	1	영			líng
奄	1	엄	えん	en	yǎn
槿	1	근	むくげ	mukuge	jǐn
漾	1	양	よう	you	yàng
槍	1	창	やり	yari	qiāng
萎	1	위	い	i	wěi wēi
葺	1	즙	ふき	fuki	qì
姥	1	모	うば	uba	lǎo
餅	1	병	もち	mochi	bǐng
搗	1	도	とう	tou	dǎo
墟	1	허	か	ka	xū
煨	1	외			wēi
甸	1	전	でん	den	diàn
炼	1	연			liàn
逋	1	포	ほ	ho	bū
钰	1	옥			yù
鸿	1	홍			hóng
谧	1	밀			mì
矿	1	광			kuàng
铺	1	포			pù
岗	1	강			gǎng
钦	1	흠			qīn
坑	1	갱	こう	kou	kēng
敉	1	미			mǐ
垫	1	점			diàn
绒	1	융			róng
垅	1	농			lǒng
军	1	군			jūn
炜	1	위			wěi
绢	1	견			juàn
缨	1	영			yīng
钥	1	월			yào
穷	1	궁			qióng
垲	1	개			kǎi
旬	1	순	じゅん	jun	xún
骆	1	낙			luò
麁	1	추	そ	so	cū
麦	1	맥	むぎ	mugi	mài
弇	1	감			yǎn
敢	1	감	かん	kan	gǎn
枕	1	침	まくら	makura	zhěn
尓	1	이	じ	ji	ěr
鹵	1	노 로	ろ	ro	lǔ
鉦	1	정	しょう	shou	zhēng
偏	1	편	へん	hen	piān
們	1	문	ら	ra	men
诺	1	낙			nuò
搌	1	전			zhǎn
灃	1	풍			fēng
媖	1	영			yīng
躦	1	찬			cuó
秣	1	말	まつ	matsu	mò
庖	1	포	ほう	hou	páo
鬚	1	수	ひげ	hige	xū
骼	1	격	かく	kaku	gé
趯	1	적			tì
韪	1	위			wěi
㣧	1	윤			yìn
你	1	이			nǐ
撒	1	살	さん	san	sā
娼	1	창	しょう	shou	chāng
鞆	1	병	とも	tomo	bǐng
婧	1	정 청			jìng
瑠	1	유 류	る	ru	liú
护	1	호			hù
廆	1	외			wěi
晔	1	엽			yè
竝	1	병	なみ	nami	bìng
害	1	해	がい	gai	hài
毋	1	무	ぶ	bu	wú
傷	1	상	きず	kizu	shāng
鮈	1	구			jū
宫	1	궁			gōng
圀	1	국	くに	kuni	guó
嬉	1	희	き	ki	xī
穏	1	은	おん	on	wěn
繄	1	예			yī
泄	1	설	せつ	setsu	xiè
酋	1	추	しゅう	shuu	qiú
嵬	1	외	かい	kai	wéi
扁	1	편	へん	hen	biǎn
貸	1	대	たい	tai	dài
虧	1	휴	き	ki	kuī
荼	1	도	と	to	tú
緡	1	민	びん	bin	mín
詭	1	궤	き	ki	guǐ
鱓	1	선			shàn
鑿	1	착	さく	saku	záo
稻	1	도	いね	ine	dào
罃	1	앵			yīng
隰	1	습	しつ	shitsu	xí
鞫	1	국	きく	kiku	jū
亥	1	해	い	i	hài
嫪	1	노			lào
毐	1	애			ǎi
丰	1	봉			fēng
劼	1	할	かつ	katsu	jié
篔	1	운			yún
漁	1	어	りょう	ryou	yú
蕊	1	예	ずい	zui	ruǐ
雝	1	옹			yōng
誧	1	포			bū
澍	1	주			shù
憘	1	희			xǐ
穰	1	양	じょう	jou	ráng
檷	1	이			nǐ
亓	1	기			qí
槼	1	규			guī
睾	1	고	こう	kou	gāo
筐	1	광	きょう	kyou	kuāng
㝵	1	애			dé
轝	1	여			yù
棖	1	정			chéng
椇	1	구			jǔ
况	1	황	きょう	kyou	kuàng
㝯	1	교			qiáo
浼	1	매			měi
蓼	1	요 료	たで	tade	liǎo
埮	1	이 담			tàn
逴	1	탁			chuō
棫	1	역			yù
墌	1	척			zhí
柕	1	무			mào
墻	1	장	しょう	shou	qiáng
芊	1	천			qiān
棥	1	번			fán
躴	1	낭			láng
賝	1	침			chēn
隶	1	이	たい	tai	lì
埼	1	기	さき	saki	qí
巹	1	근			jǐn
儣	1	광			kuǎng
賙	1	주			zhōu
垻	1	파			bà
楀	1	우			yǔ
濂	1	염 렴	れん	ren	lián
束	1	속	そく	soku	shù
慜	1	민			mǐn
䇮	1	임			rèn
黌	1	횡	こう	kou	hóng
僢	1	천			chuǎn
墇	1	장			zhàng
箱	1	상	はこ	hako	xiāng
檉	1	정			chēng
瓏	1	농 롱	ろう	rou	lóng
菖	1	창	しょう	shou	chāng
䔰	1	부			fù
䔗	1	상			xiáng
蕣	1	순	しゅん	shun	shùn
樑	1	양 량			liáng
翧	1	훤			xuān
菝	1	발			bá
凊	1	청			qìng
萪	1	과	か	ka	kē
佀	1	사			sì
漍	1	괵			guó
㟵	1	강			gǎng
䂦	1	진			zhēn
砳	1	역			lè
羔	1	고	こう	kou	gāo
薰	1	훈			xūn
錂	1	능			líng
旂	1	기			qí
檆	1	삼			shān
楗	1	건			jiàn
棉	1	면	めん	men	mián
虹	1	홍	にじ	niji	hóng
璸	1	빈			bīn
璐	1	노 로			lù
騅	1	추	すい	sui	zhuī
秬	1	거	きょ	kyo	jù
駓	1	비			pī
秠	1	비			pī
玮	1	위			wěi
祓	1	불	ふつ	futsu	fú
涌	1	용	ゆう	yuu	yǒng
電	1	전	でん	den	diàn
蘅	1	형			héng
菱	1	능 릉	ひし	hishi	líng
醴	1	예 례	れい	rei	lǐ
蔓	1	만	つる	tsuru	màn
櫸	1	거			jǔ
暮	1	모	くれ	kure	mù
剡	1	섬			shàn
皐	1	고	さつき	satsuki	gāo
隲	1	척	しつ	shitsu	zhì
纖	1	섬	せん	sen	xiān
埛	1	경			jiōng
璯	1	회			huì
㻴	1	만			
縡	1	재	さい	sai	zài
壟	1	농 롱	ろう	rou	lǒng
示	1	시	じ	ji	shì
尙	1	상			shàng
穣	1	양	じょう	jou	ráng
諳	1	암	あん	an	ān
颯	1	삽	さつ	satsu	sà
雒	1	낙			luò
座	1	좌	ざ	za	zuò
躭	1	탐			dān
珝	1	후			xǔ
潨	1	총			cóng
潧	1	증			zhēn
闔	1	합	こう	kou	hé
郟	1	겹			jiá
堵	1	도	と	to	dǔ
覵	1	한			jiàn
掘	1	굴	くつ	kutsu	jué
寤	1	오	ご	go	wù
亹	1	미			wěi
踕	1	첩			jié
眅	1	판			pān
歂	1	천			chuǎn
齹	1	차			cī
髡	1	곤			kūn
睔	1	곤			gùn
醜	1	추	しゅう	shuu	chǒu
躉	1	돈			dǔn
賕	1	구			qiú
匽	1	언			yǎn
组	1	조			zǔ
陌	1	맥	はく	haku	mò
黟	1	이			yī
霂	1	목			mù
党	1	당	とう	tou	dǎng
淦	1	감	かん	kan	gàn
阡	1	천	せん	sen	qiān
綍	1	발			fú
溎	1	연			yàn
涭	1	수			shòu
覿	1	적	てき	teki	dí
覯	1	구	こう	kou	gòu
霆	1	정	いかずち	ikazuchi	tíng
澋	1	횡			hòng
挦	1	잠			xián
锁	1	쇄			suǒ
踰	1	유	ゆ	yu	yú
宓	1	복			mì
浤	1	굉	こう	kou	hóng
咠	1	집			qì
潰	1	궤	つぶす	tsubusu	kuì
潏	1	율			yù
狼	1	낭 랑	おおかみ	ookami	láng
旁	1	방	ぼう	bou	páng
窋	1	줄			zhú
侀	1	형			xíng
崈	1	화			chóng
凍	1	동	とう	tou	dòng
戶	1	호			hù
櫝	1	독			dú
涂	1	도	と	to	tú
贶	1	황			kuàng
玗	1	우			yú
苦	1	고	く	ku	kǔ
餞	1	전	せん	sen	jiàn
飾	1	식	しょく	shoku	shì
饌	1	찬	せん	sen	zhuàn
嬛	1	현			huán
姈	1	영 령			líng
吒	1	타			zhā
輅	1	노 로	ろ	ro	lù
驢	1	여 려	ろ	ro	lǘ
粵	1	월			yuè
查	1	사			chá
悛	1	전	しゅん	shun	quān
這	1	저	しゃ	sha	zhè
黙	1	묵	もく	moku	mò
釜	1	부	かま	kama	fǔ
盡	1	진	じん	jin	jǐn
聸	1	담			dān
琥	1	호	こ	ko	hǔ
龕	1	감	がん	gan	kān
鎋	1	할			xiá
埭	1	태			dài
梃	1	정	てん	ten	tǐng
竽	1	우			yú
嫫	1	모			mó
敔	1	어			yǔ
綠	1	녹 록	みどり	midori	lǜ
灝	1	호			hào
齐	1	제			qí
卹	1	휼			xù
晶	1	정	あき	aki	jīng
頳	1	정			chēng
䵸	1	추			
騋	1	내 래			lái
鰤	1	사	ぶり	buri	shī
霬	1	익			yì
闓	1	개			kǎi
畯	1	준			jùn
躋	1	제	せい	sei	jī
優	1	우	ゆう	yuu	yōu
虪	1	숙			shù
覲	1	근	きん	kin	jìn
髮	1	발	かみ	kami	fà fǎ
譿	1	혜			huì
侵	1	침	しん	shin	qīn
摹	1	모			mó
界	1	계	かい	kai	jiè
仚	1	헌			xiān
豔	1	염			yàn
蒜	1	산	ひる	hiru	suàn
珧	1	요			yáo
舆	1	여			yú
扬	1	양			yáng
霰	1	산	あられ	arare	xiàn
诏	1	조			zhào
繆	1	무	びゅう	byuu	móu
槶	1	귀			guì
䓝	1	맹			mèng
䮤	1	학			hé
湸	1	양			liàng
硅	1	규	けい	kei	guī
纕	1	양			rǎng
糯	1	나	もちごめ	mochigome	nuò
刁	1	조			diāo
风	1	풍			fēng
揭	1	게			jiē
摯	1	지	し	shi	zhì
吁	1	우	く	ku	xū
嬖	1	폐	へい	hei	bì
燬	1	훼	き	ki	huǐ
孜	1	자	し	shi	zī
楣	1	미	まぐさ	magusa	méi
燏	1	율			yù
鐺	1	당	こじり	kojiri	dāng
址	1	지	し	shi	zhǐ
茗	1	명	めい	mei	míng
覓	1	멱	べき	beki	mì
薪	1	신	たきぎ	takigi	xīn
暫	1	잠	ざん	zan	zàn
咏	1	영	えい	ei	yǒng
戟	1	극	げき	geki	jǐ
汁	1	즙	しる	shiru	zhī
聳	1	용	しょう	shou	sǒng
暘	1	양	よう	you	yáng
铠	1	개			kǎi
鏜	1	당			tāng
圜	1	원 환	えん	en	huán
憐	1	연 련	れん	ren	lián
毌	1	관			guàn
袭	1	습			xí
晷	1	귀			guǐ
马	1	마			mǎ
鹅	1	아			é
历	1	역			lì
苏	1	소			sū
堉	1	육			yù
崶	1	봉			fēng
輳	1	주	そう	sou	còu
籧	1	거			qú
秫	1	출			shú
滸	1	호	こ	ko	hǔ
鄷	1	풍			fēng
淶	1	내 래			lái
虁	1	기			kuí
鱄	1	전			zhuān
櫻	1	앵	さくら	sakura	yīng
畟	1	측			cè
畋	1	전	でん	den	tián
昪	1	변			biàn
慨	1	개	がい	gai	kǎi
膚	1	부	はだ	hada	fū
愓	1	상			dàng
斿	1	유			yóu
挻	1	연			shān
訴	1	소	そ	so	sù
众	1	중			zhòng
苖	1	적			dí
壴	1	주			zhù
鸾	1	난			luán
瑧	1	진			zhēn
䪧	1	지			chí
绳	1	승			shéng
殇	1	상			shāng
紟	1	금			jīn
艺	1	예			yì
娉	1	빙	へい	hei	pīng
绚	1	현			xuàn
逡	1	준	しゅん	shun	qūn
皞	1	호			hào
慛	1	최			cuī
韹	1	황			huáng
逮	1	체	たい	tai	dǎi
逹	1	달	とおる	tooru	dá
恴	1	덕			dé
谹	1	횡			hóng
覌	1	관			guān
亜	1	아	あ	a	yà
鋁	1	여			lǚ
鴅	1	환			huān
礦	1	광	こう	kou	kuàng
驄	1	총			cōng
忺	1	험			xiān
陂	1	피	は	ha	pí
燒	1	소	やき	yaki	shāo
遫	1	칙			chì
诲	1	회			huì
墘	1	건			qián
褆	1	제			tí
堃	1	곤			kūn
洺	1	명			míng
悎	1	호			hào
嵊	1	승			shèng
翬	1	휘			huī
胙	1	조	そ	so	zuò
頍	1	규			kuǐ
苻	1	부	ふ	fu	fú
莭	1	즉			jié
稟	1	품	りん	rin	bǐng
輕	1	경	けい	kei	qīng
煙	1	연	けむり	kemuri	yān
阁	1	각			gé
墩	1	돈			dūn
莲	1	연			lián
萧	1	소			xiāo
卢	1	노			lú
鼒	1	자			zī
荂	1	과			fū
昧	1	매	まい	mai	mèi
蔞	1	누 루			lóu
僉	1	첨	せん	sen	qiān
缵	1	찬			zuǎn
双	1	쌍	そう	sou	shuāng
棗	1	조	なつめ	natsume	zǎo
痞	1	비	ひ	hi	pǐ
虨	1	반			bīn
释	1	석			shì
賔	1	빈			bīn
煩	1	번	はん	han	fán
蘩	1	번			fán
搔	1	소			sāo
跱	1	치			zhì
脈	1	맥	みゃく	myaku	mài
矔	1	관			guàn
蘧	1	거			qú
謁	1	알	えつ	etsu	yè
埴	1	식	しょく	shoku	zhí
汯	1	굉			hóng
构	1	구			gòu
捉	1	착	そく	soku	zhuō
净	1	정			jìng
篇	1	편	へん	hen	piān
艳	1	염			yàn
妠	1	납			nà
獄	1	옥	ごく	goku	yù
耄	1	모	もう	mou	mào
切	1	절 체	せつ	setsu	qiè
昷	1	온			wēn
螺	1	나 라	ねじ	neji	luó
㻌	1	도			tú
怛	1	달	だつ	datsu	dá
琂	1	언			yán
琟	1	유			wéi
珹	1	성			chéng
玿	1	소			sháo
簣	1	궤	あじか	ajika	kuì
欺	1	기	ぎ	gi	qī
釿	1	근	きん	kin	jīn
抃	1	변	べん	ben	biàn
喚	1	환	かん	kan	huàn
搏	1	박	はく	haku	bó
莽	1	망	もう	mou	mǎng
磁	1	자	じ	ji	cí
鸑	1	악			yuè
騏	1	기	き	ki	qí
陲	1	수	すい	sui	chuí
郔	1	연			yán
槦	1	용			yōng
沌	1	돈	とん	ton	dùn
賡	1	갱			gēng
瀣	1	해			xiè
鄠	1	호			hù
栟	1	병			bēn
翽	1	홰			huì
稃	1	부			fū
稧	1	설			xì
鄘	1	용	よう	you	yōng
愸	1	정			zhěng
㮚	1	율			lì
錤	1	기			jī
畏	1	외	い	i	wèi
韙	1	위			wěi
潀	1	종			cóng
䋔	1	배			bì
磵	1	간			jiàn
繤	1	찬			zuǎn
繟	1	천			chǎn
崱	1	즉			zè
病	1	병	びょう	byou	bìng
崌	1	거			jū
汙	1	오			wū
璄	1	영 경			jǐng
鈒	1	삽			sà
滻	1	산			chǎn
喦	1	엽			niè
鮪	1	유	まぐろ	maguro	wěi
鰅	1	옹			yú
袨	1	현			xuàn
禬	1	회			guì
峒	1	동			dòng
拻	1	회			huī
翿	1	도			dào
咺	1	훤			xuǎn
瑝	1	황			huáng
亻	1	인	にんべん	ninben	rén
雚	1	관			guàn
諄	1	순	じゅん	jun	zhūn
㥓	1	기			qī
曎	1	역			yì
岧	1	초			tiáo
樽	1	준	たる	taru	zūn
畛	1	진	しん	shin	zhěn
揣	1	췌	し	shi	chuāi
爭	1	쟁	そう	sou	zhēng
磎	1	계			xī
鈹	1	피			pī
苹	1	평			píng
銚	1	조	ちょう	chou	yáo
䢔	1	합			hé
禊	1	계	みそぎ	misogi	xì
鴈	1	안	かり	kari	yàn
鐧	1	간			jiān
蔜	1	오			áo
縑	1	겸			jiān
詣	1	예	けい	kei	yì
鍰	1	환			huán
鐙	1	등	あぶみ	abumi	dèng
祤	1	우			yǔ
憻	1	탄			tǎn
晠	1	성			shèng
僙	1	광	こう	kou	guāng
俏	1	소 초			qiào
鉟	1	비			pī
鋂	1	매			méi
釬	1	한			hàn
宷	1	심			shěn
惴	1	췌	ずい	zui	zhuì
曍	1	호			hào
澭	1	옹			yōng
濘	1	영 녕	ねい	nei	nìng
憒	1	궤			kuì
緷	1	혼			yùn
㤝	1	충			chōng
悺	1	관			guàn
僴	1	한			xiàn
籯	1	영			yíng
嵫	1	자			zī
佴	1	이			nài
偆	1	준			chǔn
償	1	상	しょう	shou	cháng
賨	1	종			cóng
僓	1	퇴			tuǐ
侳	1	좌			zuò
倞	1	경			jìng
寪	1	위			wěi
㝣	1	예			yì
僆	1	연			liàn
侒	1	안			ān
倛	1	기			qī
僝	1	잔			chán
佼	1	교	こう	kou	jiǎo
侁	1	신			shēn
傆	1	원			yuàn
佟	1	퉁	とう	tou	tóng
仂	1	늑	りょく	ryoku	lè
傛	1	용			yǒng
伓	1	배			pī
俘	1	부	ふ	fu	fú
僇	1	육			lù
侚	1	순			xùn
佽	1	차			cì
炫	1	현			xuàn
熺	1	희			xī
澟	1	늠 름			lǐn
瀆	1	독	うなて	unate	dú
洊	1	천			jiàn
杳	1	묘	よう	you	yǎo
涯	1	애	がい	gai	yá
嶓	1	파			bō
扢	1	흘			gǔ
週	1	주	しゅう	shuu	zhōu
嵎	1	우	ぐう	guu	yú
楹	1	영	えい	ei	yíng
㝢	1	우			yǔ
琀	1	함			hán
佇	1	저	ちょ	cho	zhù
恡	1	인			lìn
䎖	1	증			zēng
夽	1	운			yǔn
證	1	증	しょう	shou	zhèng
翛	1	소			xiāo
琈	1	부			fú
驂	1	참	さん	san	cān
戀	1	연 련	こい	koi	liàn
霏	1	비	ひ	hi	fēi
㻁	1	괴			
認	1	인	にん	nin	rèn
滈	1	호			hào
憧	1	동	どう	dou	chōng
据	1	거	すえ	sue	jù
謟	1	도			tāo
稜	1	능 릉	りょう	ryou	léng
稒	1	고			gù
瓀	1	연			ruǎn
紵	1	저	ちょ	cho	zhù
霅	1	삽			zhà
髦	1	모	ぼう	bou	máo
聃	1	담			dān
盎	1	앙			àng
麡	1	제			qí
豸	1	치	むじな	mujina	zhì
輍	1	욕			yù
晨	1	신	しん	shin	chén
鑛	1	광	こう	kou	kuàng
鐬	1	회			huì
澌	1	시			sī
凜	1	늠 름	りん	rin	lǐn
顃	1	담			tán
鯁	1	경			gěng
琓	1	완			wán
冱	1	호	こ	ko	hù
傲	1	오	ごう	gou	ào
琠	1	전			tiǎn
㝗	1	양			láng
嶕	1	초			jiāo
畇	1	균			yún
暀	1	왕			wǎng
璝	1	괴			guī
䇅	1	벌			fá
蓬	1	봉	よもぎ	yomogi	péng
咒	1	주	じゅ	ju	zhòu
嵇	1	혜			jī
慫	1	종	しゅう	shuu	sǒng
諦	1	체	てい	tei	dì
黓	1	익			yì
揩	1	개	かい	kai	kāi
究	1	구	きゅう	kyuu	jiū
譒	1	파			bò
瀜	1	융			róng
虢	1	괵			guó
濁	1	탁	だく	daku	zhuó
艤	1	의	ぎ	gi	yǐ
晅	1	훤			xuǎn
哿	1	가	かなり	kanari	gě
韺	1	영			yīng
逍	1	소	しょう	shou	xiāo
競	1	경	きょう	kyou	jìng
鋌	1	정			dìng
怠	1	태	たい	tai	dài
遄	1	천			chuán
渚	1	저	なぎさ	nagisa	zhǔ
䪻	1	변			biàn
嶙	1	인 린			lín
蠡	1	여 려	ひさご	hisago	lí
蠻	1	만	ばん	ban	mán
軥	1	구			qú
柅	1	이 니			nǐ
嵍	1	무			wù
崳	1	유			yú
騭	1	즐			zhì
玫	1	매			méi
嶛	1	요			liáo
廈	1	하	か	ka	shà
弋	1	익	よく	yoku	yì
峑	1	전			quān
琄	1	현			xuàn
礹	1	암			yán
岯	1	비			pí
梲	1	탈	うだつ	udatsu	zhuó
碕	1	기	さき	saki	qí
磷	1	인 린			lín
笏	1	홀	こつ	kotsu	hù
軺	1	초			yáo
灁	1	연			yuān
浰	1	이			liàn
涚	1	세			shuì
轓	1	번			fān
顛	1	전	てん	ten	diān
泙	1	평	ほう	hou	píng
扃	1	경			jiōng
鍼	1	침	はり	hari	zhēn
爕	1	섭			xiè
氵	1	수	さんずい	sanzui	shui
邛	1	공			qióng
奧	1	오	おく	oku	ào
晸	1	정			zhěng
縃	1	서			xū
級	1	급	きゅう	kyuu	jí
繽	1	빈	ひん	hin	bīn
鍌	1	선			xiǎn
昗	1	측			zè
覦	1	유	ゆ	yu	yú
湀	1	규			guǐ
潾	1	인 린			lín
佾	1	일			yì
墐	1	근			jìn
陘	1	형			xíng
鐔	1	심	つば	tsuba	xín
瑳	1	차	さ	sa	cuō
琩	1	창			chāng
岠	1	거			jù
涪	1	부			fú
撤	1	철	てつ	tetsu	chè
閱	1	열			yuè
訛	1	와	なまり	namari	é
巙	1	노			kuí
鷾	1	의			yì
䳑	1	유			yǒu
縻	1	미	び	bi	mí
廡	1	무	ぶ	bu	wǔ
鴒	1	영 령	れい	rei	líng
靡	1	미	び	bi	mí
鴋	1	방			fāng
䳦	1	선			xuān
鷫	1	숙			sù
㟶	1	원			yuán
崿	1	악			è
崒	1	줄			zú
檟	1	가			jiǎ
倇	1	원			wǎn
㞯	1	기			jié
繫	1	계			xì
冊	1	책	さつ	satsu	cè
汜	1	사			sì
盦	1	암			ān
閡	1	애			ài
鄩	1	심			xún
俾	1	비	ひ	hi	bǐ bì
租	1	조	そ	so	zū
雁	1	안	がん	gan	yàn
樛	1	규	きゅう	kyuu	jiū
煇	1	휘 훈	あきら	akira	huī
洐	1	행			xíng
鹏	1	붕			péng
选	1	선			xuǎn
玺	1	새			xǐ
坞	1	오			wù
