qid	n_geni	n_in_corpus	n_absent	closest_hops	one_export_covers	missing_first_degree	first_degree_total	already_refreshed	sources	geni_in_corpus	geni_absent	names
Q75982879	2	1	1		no	19	19	no	structural;wikidata-p2600;zipper	6000000004202062983	6000000037356117766	George Johnston of that Ilk and of
Q9886	2	1	1		no	19	19	no	structural;wikidata-p2600;zipper	6000000029854634179	6000000074750512964	?
Q107068	2	1	1		no	18	18	no	wikidata-p2600;zipper	6000000024475821979	6000000004571259071	Heinrich Johann Daniel Kamp
Q1071625	2	1	1		no	18	18	no	structural;wikidata-p2600;zipper	6000000002188195900	6000000075334052926	?
Q1290765	3	1	2		no	18	18	no	wikidata-p2600	6000000021237721361	6000000074750247887;6000000074750360935	?
Q2675612	2	1	1		no	18	18	no	structural;wikidata-p2600;zipper	6000000003827409090	6000000106968974883	Elisabeth Gräfin von Leuchtenberg 
Q487543	2	1	1		no	18	18	no	wikidata-p2600;zipper	6000000008650287783	6000000074791628056	Chagatai (Jaghatai, Bzhagatay) Bor
Q56284856	2	1	1		no	18	18	no	wikidata-p2600	6000000009774759409	6000000081321410973	Alexander Lange
Q6007698	2	1	1		no	18	18	no	wikidata-p2600;zipper	6000000097298904897	6000000012913787639	Mayor Pérez Ansúrez Condesa de Val
Q63750107	2	1	1		no	18	18	no	wikidata-p2600;zipper	6000000007980796847	6000000166659029072	Michael Hanssøn Blyth
Q10565472	2	1	1		no	17	17	no	structural;wikidata-p2600;zipper	6000000018222161201	6000000074734503866	?
Q11095417	2	1	1		no	17	17	no	structural;wikidata-p2600;zipper	6000000021240229776	6000000075060939894	?
Q115923546	2	1	1		no	17	17	no	structural;wikidata-p2600;zipper	6000000131296693878	6000000003084725996	Mary Lord Pitkin
Q2091708	2	1	1		no	17	17	no	structural;wikidata-p2600;zipper	6000000003513940659	6000000085048938025	Fadrique Enriquez de Mendoza 2º Al
Q241923	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000000743955206	6000000093373693012	Joan Beaufort Queen of Scots
Q380393	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000008651210178	6000000074791899851	Orda Khan of the Jushi Ulus
Q45421336	2	1	1		no	17	17	no	wikidata-p2600	6000000075398908902	6000000075399014952	?
Q470322	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000002188002451	6000000074791708995	Geikhatu Ilkhan Hulaguid Grand Kha
Q7210	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000002188144615	6000000075062210855	?
Q7519	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000008650285555	6000000074791736904	Ögedei Khan Genghisid
Q7521	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000002187576433	6000000074791744946	Möngkä Borjigin dynasty 4th Great 
Q76275682	2	1	1		no	17	17	no	wikidata-p2600	6000000004106138763	6000000175418789865	Katherine Dale
Q9717	2	1	1		no	17	17	no	wikidata-p2600;zipper	6000000002188099914	6000000074766708555	?
Q101423303	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000002860696257	6000000013526690261	Japhet Chapin
Q1194963	2	1	1		no	16	16	no	wikidata-p2600;zipper	6000000002188195624	6000000075329149939	?
Q125223889	2	1	1		no	16	16	no	wikidata-p2600;zipper	6000000000618765348	6000000201640026848	Samuel Barber I
Q130732758	2	1	1		no	16	16	no	wikidata-p2600;zipper	6000000002540683415	6000000011376865268	Carl Olof Granbom
Q137569905	2	1	1		no	16	16	no	wikidata-p2600;zipper	6000000011380593756	6000000008870560830	Maria Eleonora Stralenberg
Q150320	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000222558054825	6000000000717531158	Otakar Přemysl II Král český King 
Q15905448	2	1	1		no	16	16	no	wikidata-p2600	6000000074705461423	6000000074733509845	?
Q16601551	2	1	1		no	16	16	no	wikidata-p2600;zipper	6000000009182725523	6000000035313104006	María de Peñaloza Arias Dávila
Q28094234	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000015194907877	6000000117387290968	Galeotto Pico conte di Concordia
Q2915743	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000004533664635	6000000057707132048	Agnes von Loën
Q2985487	2	1	1		no	16	16	no	wikidata-p2600	6000000002188193868	6000000075329192907	?
Q45421401	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000021237601688	6000000074750466821	?
Q5559522	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000007963659697	6000000090132382882	Colbjørn Torstensen Arneberg
Q712325	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000007513370423	6000000074767443882	?
Q96304803	2	1	1		no	16	16	no	wikidata-p2600;zipper	6000000002976255201	6000000012934788262	Edward Watkins
Q99199166	2	1	1		no	16	16	no	structural;wikidata-p2600;zipper	6000000008212552153	6000000037607828579	Margaret Savage
Q101242405	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000004139464394	6000000190046840277	Elena Pavlovna Countess Shuvalova
Q10454303	2	1	1		no	15	15	no	structural;wikidata-p2600;zipper	6000000048525631295	6000000075368353862	?
Q108686571	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000001921245505	6000000003148001859	Hannah Hosmer
Q116877096	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000019657892087	6000000009108703427	Ki Ageng Getas Pendowo Ageng Panda
Q1975637	2	1	1		no	15	15	no	structural;wikidata-p2600;zipper	6000000006727794857	6000000071904265058	Katharina Maria von Nassau-Dillenb
Q231054	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000002188304379	6000000038199187080	Marozia de Tusculum Senatrix
Q236889	2	1	1		no	15	15	no	structural;wikidata-p2600;zipper	6000000001378295126	6000000042712527188	Leonor I de Aragón y Navarra reina
Q2437843	2	1	1		no	15	15	no	wikidata-p2600	6000000197064365853	6000000005561229591	Johann Kettler
Q30948295	2	1	1		no	15	15	no	structural;wikidata-p2600;zipper	6000000021237634758	6000000074749977277	?
Q4495338	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000003243309212	6000000049189284344	Humphrey VI de Bohun Earl of Heref
Q5370334	2	1	1		no	15	15	no	wikidata-p2600	6000000007513339285	6000000074766797435	?
Q62416004	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000004978816387	6000000005415486703	Gideon Post Sr.
Q7966501	2	1	1		no	15	15	no	structural;wikidata-p2600;zipper	6000000000424953543	6000000009439705084	Walter FitzRichard de Clifford 1st
Q8251356	2	1	1		no	15	15	no	wikidata-p2600;zipper	6000000176756949864	6000000075343822122	?
Q98704534	2	1	1		no	15	15	no	wikidata-p2600	6000000002799139584	6000000188685405872	Nathaniel E. Venable
Q99638952	2	1	1		no	15	15	no	structural;wikidata-p2600;zipper	6000000008682014764	6000000004993664736	John Lyman
Q100153943	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000004349435709	6000000001450361983	Stephen Hosmer Sr.
Q1071631	2	1	1		no	14	14	no	structural;wikidata-p2600;zipper	6000000002188195955	6000000075334028022	Prince Tuoba Yulü of Dai
Q122207672	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000011368261745	6000000008856066748	Helena von Liewen
Q18236390	2	1	1		no	14	14	no	wikidata-p2600	6000000052125650248	6000000075345491899	?
Q3299000	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000005035166996	6000000071160919942	Mechtild of Saxony
Q41592	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000002434099128	6000000075225774853	Basil l “the Macedonian”
Q437974	2	1	1		no	14	14	no	structural;wikidata-p2600;zipper	6000000001156994345	6000000051390041834	Liudolf von Sachsen
Q465426	2	1	1		no	14	14	no	geni-wikidata-pairs;wikidata-p2600	5020588832990036045	6000000010621270762	Elisabeth de Misnie Burgravine of 
Q533353	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000000187695664	6000000005964370129	Henry
Q6237796	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000004018529980	6000000048855024169	John de Haverington 1st Lord Harin
Q7418	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000007970268622	6000000075327685274	?
Q93965546	2	1	1		no	14	14	no	wikidata-p2600;zipper	6000000003747346943	6000000003747346937	Eunice Tyng
Q98019587	2	1	1		no	14	14	no	wikidata-p2600;zipper	4353412417730066364	6000000007425895238	Edward Tyng
Q104852892	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000011311028490	6000000011948650509	Karolina Kristina Lilliesköld
Q121686688	2	1	1		no	13	13	no	structural;wikidata-p2600;zipper	6000000186927268915	6000000002246800379	Hannah Bassett
Q1293841	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000004993753677	6000000007601819466	James Saxton I
Q130273029	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000001921245806	6000000010860190755	Mary Chase
Q1394358	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000003146963469	6000000011659683693	Guillaume Talvas de Bellême comte 
Q152463	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000008630635932	6000000002614380860	"Ludwig ""der Deutsche"" von Bayern K"
Q18531468	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000000628427078	6000000104340931876	William Maxwell 5th Lord Herries
Q220099	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000002188002437	6000000074791501176	?
Q231794	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000000769996633	6000000042349928886	Jeanne de Bourbon reine de France
Q2614790	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000003524262535	6000000184551379906	"Pawel ""Never-old"" Ivanovičius Sapi"
Q296652	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000008248174600	6000000003772418484	Sancho Garcés III 'el Mayor' Garcí
Q45422189	2	1	1		no	13	13	no	wikidata-p2600;zipper	335854384000006042	6000000074733390318	?
Q53917237	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000017898042531	6000000014154866129	Daniel Hooft
Q54049	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000001397950212	6000000053647124923	Władysław II Jagiełło
Q62566	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000002188559722	6000000057706146821	Rupert II, Elector Palatine von Wi
Q695279	2	1	1		no	13	13	no	wikidata-p2600	6000000003858805100	6000000003918021187	Friedrich II 'der Ernsthafte' Wett
Q7517	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000008650291678	6000000074791880828	Tului Borjigit
Q782403	2	1	1		no	13	13	no	wikidata-p2600;zipper	287592833490001438	6000000001504319839	Sven Iwan Bratt
Q82691	2	1	1		no	13	13	no	structural;wikidata-p2600;zipper	6000000003601184398	6000000043211994613	Piroska Eiréné of Hungary Byzantin
Q98704535	2	1	1		no	13	13	no	wikidata-p2600;zipper	6000000002799144160	6000000188685498877	Mary Embra Scott
Q10332683	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000021240804155	6000000075060910838	?
Q1062909	2	1	1		no	12	12	no	wikidata-p2600	6000000074704750787	6000000074732863199	?
Q11095551	2	1	1		no	12	12	no	wikidata-p2600	6000000053972500034	6000000074767183915	?
Q114797133	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000002800809969	6000000002545922999	Thankful Dickinson
Q1156935	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000023531676421	6000000074757425446	?
Q116876987	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000040436659060	6000000009109248389	Nyi Ageng Selo Sepuh Nyi Bicak Rar
Q116876994	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000020359993521	6000000009109150157	Rara Janten (Rara Janten)
Q123190807	2	1	1		no	12	12	no	wikidata-p2600	6000000021077686147	6000000186397187835	Dom Alberto Nuno Carlos Rita Folqu
Q1358975	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000004242180091	6000000067023911127	Alexander Stewart
Q15623647	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000011935304399	6000000009536700794	Maria Theresia de Aragon y Pignate
Q17500454	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000057677229924	6000000075345695821	?
Q2137291	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000196144661849	6000000000701225534	Reginlind von Nellenburg
Q237263	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000003827363750	6000000041788357417	Isabelle de Lorraine Duchess
Q28414285	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000021237607693	6000000074750179988	?
Q2943733	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000003645760916	6000000095739843858	Cecilia Magnusdotter Eka
Q307412	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000003151792222	6000000003493135579	Abd ibn al-Hakam ar-Rahman II,, 4t
Q334923	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000006277477666	6000000078438373855	Abu Bakr al-Siddiq Al-Taymi
Q3992272	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000002188001969	6000000074791357216	Toqoqan Borjigin dynasty
Q5373425	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000012629326261	6000000010311645313	Hannah Corilla Free
Q5618664	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000002109969784	6000000008512973510	Ernst von Post
Q5715550	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000057114711840	6000000008854869492	Ulrik Gustaf Lindencrona
Q5972977	2	1	1		no	12	12	no	wikidata-p2600	6000000074767691824	6000000074767623930	?
Q718238	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000029947091655	6000000074767492869	?
Q7520	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000008657994872	6000000074791708961	Güyük Khan Borjigin dynasty 3rd Gr
Q7523	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000002187576411	6000000074791657982	Khubilai-Khan, Khagan of the Mongo
Q75616807	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000002106006142	6000000035218975086	Mary Alice Massy
Q78226	2	1	1		no	12	12	no	wikidata-p2600	6000000000727935900	6000000181160240030	Hermann Egon von Fürstenberg-Heili
Q822663	2	1	1		no	12	12	no	wikidata-p2600;zipper	5002396333100102646	6000000051560603071	"Bernard ""Plantapilosa"" Count of To"
Q822765	2	1	1		no	12	12	no	structural;wikidata-p2600;zipper	6000000005988552002	6000000063204307833	Waldemar Ulrik Frederik Gyldenløve
Q93965544	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000003077161680	6000000003146914677	Mary Sears
Q99537730	2	1	1		no	12	12	no	wikidata-p2600;zipper	6000000076972134597	6000000007049649680	Tengku Tengah Fatimah bt Sultan Ab
Q100447816	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000002252416403	6000000201640205821	Thomas Barber
Q102822365	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000003827138392	6000000003828248079	Marquis de Canillac baron de Canil
Q1069778	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000012368659230	6000000075062420849	?
Q11102246	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000017553753538	6000000075337981914	?
Q111495270	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000178379645821	6000000079292182875	Angela Chigi Albani della Rovere
Q120365	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000050812248899	6000000057708454884	Heilika von Pettendorf-Lengenfeld
Q12305807	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000008768951444	6000000006119386220	Christence Jensdatter Juel
Q127973496	2	1	1		no	11	11	no	structural;wikidata-p2600	6000000010846578248	6000000025371407911	Zippora Fürst
Q128048074	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000031153844634	6000000017835535796	Ewald von der Brüggen
Q1282676	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000004533173761	6000000076911090539	Donnchad Midi mac Domnaill O'Néill
Q1567186	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000018221988469	6000000074734433863	?
Q170068	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000004157239758	6000000006238534584	Robert Leonard Hernberg
Q17991570	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000055804524105	6000000075344542822	?
Q18235152	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000055769289018	6000000075343794214	?
Q2157653	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000006929968676	6000000009440814542	Robert 'le Bourguignon' de Nevers 
Q23040444	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000011195869639	6000000006715893317	Anna Emilia Johansson
Q238609	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000003858589760	6000000004487857003	Constance of Hauteville princess o
Q2479519	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000000138385269	6000000006574732355	Marie Comtesse de Ponthieu
Q254322	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000002244423853	6000000064391600974	Elisabeth Česká Přemyslid
Q36290	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000006589247643	3930111310110051609	Private
Q45383379	2	1	1		no	11	11	no	wikidata-p2600	6000000045047249641	6000000074703858374	?
Q45394611	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000021121855797	6000000074752964858	?
Q45421914	2	1	1		no	11	11	no	wikidata-p2600	6000000074716169177	6000000074716965916	?
Q5806218	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000012907516636	6000000087752570838	Diego Gómez de Toledo I señor de C
Q6054473	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000010782152055	6000000012676901774	Johan August Posse
Q60942	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000003827400123	6000000018001580742	"Albrecht IV ""der Weise"" Wittelsbac"
Q6257143	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000006444602583	6000000029600766631	John le Scrope
Q6759908	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000006444594462	6000000028398378187	Margaret de Spencer Lady Of Cary
Q682736	2	1	1		no	11	11	no	wikidata-p2600	6000000001534949474	6000000084909374019	Ernst Wettiner Kurfürst, Landgraf 
Q68285	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000004839749189	6000000084909515934	Elisabeth von Bayern Kurfürstin zu
Q708108	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000002188101407	6000000075325768822	?
Q717133	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000018033300617	6000000018031393460	Lars Axel Huss
Q718217	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000003175651265	6000000074734423849	?
Q75269339	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000001580713615	6000000130208774095	Anne Keith
Q75387435	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000010686338222	5483773590350067410	Elizabeth Paston
Q76018201	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000008341633507	6000000079291310360	Leopoldina Doria Pamphilj Landi
Q76243029	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000017898123377	6000000014154253275	Aletta Elias
Q96241075	2	1	1		no	11	11	no	structural;wikidata-p2600;zipper	6000000008589035885	6000000039278051991	Maria d. of khan Toqta of the Gold
Q96289053	2	1	1		no	11	11	no	wikidata-p2600;zipper	6000000002704253113	6000000002603518729	Katherine Pride?
Q1062868	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000021138024415	6000000075328191084	?
Q110322713	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000003025546705	6000000134968461876	Kristina Jakobsdotter Zebrozynthiu
Q110738203	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000056635918826	6000000123454615866	Maria Giuseppa Mattia Francesca Lu
Q11095411	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000007969987331	6000000075061041833	?
Q11095439	2	1	1		no	10	10	no	structural;wikidata-p2600;zipper	6000000021241129998	6000000075060831919	?
Q11541089	2	1	1		no	10	10	no	wikidata-p2600	6000000074705648192	6000000074732804185	?
Q11852686	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000040977775062	6000000031873725925	Arne Morten Berner
Q1246881	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000004440359005	6000000012722623013	Christian Stang
Q128050655	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000073314314075	6000000025297063766	Johann Georg Hiekisch
Q128167021	2	1	1		no	10	10	no	wikidata-p2600;zipper	6000000021633427739	6000000039070603000	Marie Amalie Eggers
Q140006076	2	1	1		no	10	10	no	wikidata-p2600;zipper	4906943151220064675	4906897629490057724	Alexander Vassilievich
Q15204851	2	1	1		no	10	10	no	structural;wikidata-p2600;zipper	6000000053972553871	6000000075401475152	?
Q15901919	2	1	1		no	10	10	no	structural;wikidata-p2600;zipper	6000000021237748431	6000000074750095053	?
Q15938817	2	1	1		no	10	10	no	wikidata-p2600	6000000052113812950	6000000075329041879	?
Q171136	2	1	1		no	10	10	no	structural;wikidata-p2600;zipper	6000000001599919033	6000000018001664573	Juana I 'la Loca' van Castilië Rei
