file,on_disk,referenced,n_items,properties,example_item,action
"Maurice de Berkeley, 4th Baron Berkeley Arms.svg",,yes,1,,Q150574,"named by a claim, no such file"
Maurice de Londres Arms.svg,,yes,1,,Q144956,"named by a claim, no such file"
Maurice de Rochfort Arms.svg,,yes,1,,Q149154,"named by a claim, no such file"
Maurice fitz John Arms.svg,,yes,1,,Q148447,"named by a claim, no such file"
Maurice fitz Maurice FitzGerald Arms.svg,,yes,2,,Q127782,"named by a claim, no such file"
Maurice fitz Thomas Arms.svg,,yes,1,,Q141830,"named by a claim, no such file"
"Maurice fitz Thomas, 1st Baron of Kerry and Lixnaw Arms.svg",,yes,1,,Q144497,"named by a claim, no such file"
Maurice fitz Walter Arms.svg,,yes,1,,Q141813,"named by a claim, no such file"
Maurice fitz William FitzGerald Arms.svg,,yes,1,,Q144499,"named by a claim, no such file"
Mauricio  Lisperguer Flores Arms.svg,,yes,2,,Q43958,"named by a claim, no such file"
"Mauring, Duke of Spoleto Arms.svg",,yes,1,,Q124127,"named by a claim, no such file"
Maurontius of Douai Arms.svg,,yes,2,,Q113245,"named by a claim, no such file"
Mawd Aubrey Arms.svg,,yes,1,,Q142952,"named by a claim, no such file"
Mawd Barry (Bray) Arms.svg,,yes,1,,Q138000,"named by a claim, no such file"
Mawd Clement Arms.svg,,yes,1,,Q142946,"named by a claim, no such file"
Mawd Turberville Arms.svg,,yes,1,,Q150596,"named by a claim, no such file"
Mawd Wen|Margred ferch Dafydd Llwyd ab Ieuan ap Gruffudd of Broniarth Arms.svg,,yes,1,,Q149774,"named by a claim, no such file"
Mawd de Braose Arms.svg,,yes,1,,Q140162,"named by a claim, no such file"
Mawd ferch Aron ap Rhys ap Bledri Latimer Arms.svg,,yes,1,,Q138912,"named by a claim, no such file"
Mawd ferch Bledri Latimer ap Cydifor Fawr ap Gollwyn Arms.svg,,yes,1,,Q138902,"named by a claim, no such file"
Mawd ferch Griffi ap Rhys Fongam ap Rhys Arms.svg,,yes,1,,Q151055,"named by a claim, no such file"
Mawd ferch Gronwy ap Gruffydd ap Madog Arms.svg,,yes,1,,Q150187,"named by a claim, no such file"
Mawd ferch Gruffud ap Nicolas ap Philip ab Elidir Ddû Arms.svg,,yes,1,,Q140613,"named by a claim, no such file"
Mawd ferch Gruffudd ab Ifor Bach Arms.svg,,yes,1,,Q127822,"named by a claim, no such file"
Mawd ferch Gruffudd ap Hywel Melyn Arms.svg,,yes,1,,Q140631,"named by a claim, no such file"
Mawd ferch Gwilym Fychan ap Gwilym ap Gruffudd Ddû Arms.svg,,yes,1,,Q145388,"named by a claim, no such file"
Mawd ferch Hopkin ap Hywel Arms.svg,,yes,1,,Q138960,"named by a claim, no such file"
Mawd ferch Hywel Sais ab Iorwerth ap Gronwy Arms.svg,,yes,1,,Q140328,"named by a claim, no such file"
Mawd ferch Hywel ap Hari ap Thomas Arms.svg,,yes,1,,Q150772,"named by a claim, no such file"
Mawd ferch Hywel ap Llywelyn ap Hywel Fychan Arms.svg,,yes,1,,Q140628,"named by a claim, no such file"
Mawd ferch Ieuan ap Madog ap Gwenwys Arms.svg,,yes,1,,Q150245,"named by a claim, no such file"
Mawd ferch John Wogan Arms.svg,,yes,1,,Q150807,"named by a claim, no such file"
Mawd ferch Llywelyn ap Cynwrig Fychan ap Cynwrig Arms.svg,,yes,1,,Q138998,"named by a claim, no such file"
Mawd ferch Madog ap Cadwgan ap Meilir Eutun Arms.svg,,yes,1,,Q144861,"named by a claim, no such file"
Mawd ferch Maredudd ap Richard ap Maredudd Arms.svg,,yes,1,,Q138778,"named by a claim, no such file"
Mawd ferch Morgan Gam ap Caradog Arms.svg,,yes,1,,Q140577,"named by a claim, no such file"
Mawd ferch Morgan ap Dafydd Gam ap Llywelyn Arms.svg,,yes,1,,Q145859,"named by a claim, no such file"
Mawd ferch Ralph Arms.svg,,yes,1,,Q141845,"named by a claim, no such file"
Mawd ferch Rhys ap Thomas ap Dafydd Arms.svg,,yes,1,,Q146280,"named by a claim, no such file"
Mawd ferch Rhys ap Thomas ap Dafydd of Abergwili Arms.svg,,yes,1,,Q146279,"named by a claim, no such file"
Mawd ferch Rhûn ap Seisyll ap Rhûn Fychan of Senghenydd Arms.svg,,yes,1,,Q140584,"named by a claim, no such file"
Mawd ferch Richard|Roger Manley Arms.svg,,yes,1,,Q140808,"named by a claim, no such file"
Mawd ferch Sir William Clement Arms.svg,,yes,1,,Q146180,"named by a claim, no such file"
Mawd ferch Thomas ap Gwilym ap Jenkin Arms.svg,,yes,1,,Q140516,"named by a claim, no such file"
Mawd ferch Thomas ap Llywelyn ap Hywel Fychan Arms.svg,,yes,1,,Q142750,"named by a claim, no such file"
Mawd ferch Thomas ap Philip of Tyle-Glas Arms.svg,,yes,1,,Q140505,"named by a claim, no such file"
Mawd ferch Thomas ap Rhydderch ap Thomas Fychan Arms.svg,,yes,1,,Q146167,"named by a claim, no such file"
Mawd ferch William Perrot Arms.svg,,yes,1,,Q150652,"named by a claim, no such file"
Mawd verch Ieuaf ap Hywel ab Ieuaf ab Adda Arms.svg,,yes,1,,Q145776,"named by a claim, no such file"
Mawd verch Ieuan ap Rhys ab Ifor Gôch of Glangwy Arms.svg,,yes,1,,Q142891,"named by a claim, no such file"
Mawg ab Iddig Arms.svg,,yes,1,,Q135705,"named by a claim, no such file"
Mawgan ap Pasgen Arms.svg,,yes,1,,Q135828,"named by a claim, no such file"
Mawiya  Zauja-e-Amir son of Imaam Luwai Arms.svg,,yes,2,,Q62989,"named by a claim, no such file"
Mawiya (Unknown) bint Ka'b Arms.svg,,yes,4,,Q62812,"named by a claim, no such file"
Mawiya Arms.svg,,yes,4,,Q62812,"named by a claim, no such file"
Mawiya of Arabia daughter of  Julayy Arms.svg,,yes,2,,Q63016,"named by a claim, no such file"
Mawiyah  daughter of al-Hakam Arms.svg,,yes,1,,Q101663,"named by a claim, no such file"
Max Pulver Arms.svg,,yes,1,,Q133311,"named by a claim, no such file"
Max Steen Arms.svg,,yes,1,,Q141603,"named by a claim, no such file"
Maxentius Arms.svg,,yes,1,,Q136814,"named by a claim, no such file"
Maxil Arms.svg,,yes,3,,Q30429,"named by a claim, no such file"
Maximian Arms.svg,,yes,3,,Q61598,"named by a claim, no such file"
Maximianius Constans Arms.svg,,yes,1,,Q166497,"named by a claim, no such file"
Maximianus Constans Arms.svg,,yes,1,,Q166417,"named by a claim, no such file"
Maximilla d'Altavilla Arms.svg,,yes,1,,Q207941,"named by a claim, no such file"
Maximilla di Altavilla Arms.svg,,yes,2,,Q116088,"named by a claim, no such file"
Maximilla of Sicily Arms.svg,,yes,2,,Q119768,"named by a claim, no such file"
Maximina Arms.svg,,yes,2,,Q139823,"named by a claim, no such file"
Maximinus Daza Arms.svg,,yes,1,,Q138573,"named by a claim, no such file"
Maximus Arms.svg,,yes,2,,Q139822,"named by a claim, no such file"
Maxtla  King of Coyoacan > Azcapotzalco (uzurpator) Arms.svg,,yes,2,,Q38631,"named by a claim, no such file"
Maya of Silla Arms.svg,,yes,1,,Q13349,"named by a claim, no such file"
Mayan Arms.svg,,yes,1,,Q169749,"named by a claim, no such file"
Mayangsari bint Putra Tarusbawa Arms.svg,,yes,1,,Q160421,"named by a claim, no such file"
Mayasari bint Dewamurti Arms.svg,,yes,2,,Q153404,"named by a claim, no such file"
Mayasura KASHYAP Arms.svg,,yes,1,,Q169063,"named by a claim, no such file"
Mayasuta Arms.svg,,yes,1,,Q170097,"named by a claim, no such file"
"Mayeul I, vicomte de Narbonne Arms.svg",,yes,2,,Q104941,"named by a claim, no such file"
"Mayeul II de Narbonne, vicomte de Macon Arms.svg",,yes,2,,Q104947,"named by a claim, no such file"
Maymouna bint Ali Arms.svg,,yes,2,,Q107936,"named by a claim, no such file"
Maymunah bint al-Harith Arms.svg,,yes,2,,Q107383,"named by a claim, no such file"
Maymunah daughter of  Hasan Arms.svg,,yes,2,,Q69107,"named by a claim, no such file"
Mayor  Alvarez de Guzman Arms.svg,,yes,2,,Q105157,"named by a claim, no such file"
Mayor  Ansurez Arms.svg,,yes,2,,Q114262,"named by a claim, no such file"
Mayor  Bermudez Arms.svg,,yes,2,,Q118455,"named by a claim, no such file"
Mayor  Diaz Arms.svg,,yes,2,,Q103141,"named by a claim, no such file"
Mayor  Garcia Arms.svg,,yes,2,,Q114296,"named by a claim, no such file"
Mayor  Mendes de Sotomayor Arms.svg,,yes,2,,Q80160,"named by a claim, no such file"
Mayor  Paez de Silva Arms.svg,,yes,2,,Q104729,"named by a claim, no such file"
Mayor  Perez Maldonado Arms.svg,,yes,2,,Q104895,"named by a claim, no such file"
Mayor  Perez de Lara Arms.svg,,yes,2,,Q118607,"named by a claim, no such file"
Mayor  Rodriguez Arms.svg,,yes,2,,Q114270,"named by a claim, no such file"
Mayor  Sanchez de Navarra Arms.svg,,yes,2,,Q100958,"named by a claim, no such file"
Mayor  Suarez de Sotomayor Arms.svg,,yes,2,,Q79824,"named by a claim, no such file"
Mayor  Tellez de Meneses Arms.svg,,yes,1,,Q106704,"named by a claim, no such file"
Mayor  Vermudez Arms.svg,,yes,2,,Q118235,"named by a claim, no such file"
Mayor  de Novoa Arms.svg,,yes,2,,Q118227,"named by a claim, no such file"
Mayor  de Saavedra Arms.svg,,yes,2,,Q118541,"named by a claim, no such file"
Mayor  de monzon Arms.svg,,yes,2,,Q100850,"named by a claim, no such file"
Mayor Arms.svg,,yes,2,,Q102865,"named by a claim, no such file"
Mayor De Pallars Arms.svg,,yes,1,,Q208091,"named by a claim, no such file"
Mayor Diaz de Orozco Arms.svg,,yes,1,,Q124309,"named by a claim, no such file"
Mayor Garcés Arms.svg,,yes,2,,Q111575,"named by a claim, no such file"
Mayor Guillen de Guzmán Arms.svg,,yes,2,,Q54881,"named by a claim, no such file"
Mayor Pérez Arms.svg,,yes,2,,Q115830,"named by a claim, no such file"
Mayor Sánchez Arms.svg,,yes,2,,Q110082,"named by a claim, no such file"
Mayor Sánchez of Navarra Arms.svg,,yes,2,,Q110964,"named by a claim, no such file"
"Mayor de Navarra, senora de Yanguas Arms.svg",,yes,2,,Q104525,"named by a claim, no such file"
Mayor of Cadiz Capt. Diego  Polanco Arms.svg,,yes,2,,Q32812,"named by a claim, no such file"
Mayor of Castile Arms.svg,,yes,5,,Q110540,"named by a claim, no such file"
Maysar  banu numidia Arms.svg,,yes,2,,Q72179,"named by a claim, no such file"
Mayta  Capac (Qhapaq) Arms.svg,,yes,2,,Q43093,"named by a claim, no such file"
Maytanchi Arms.svg,,yes,1,,Q5983,"named by a claim, no such file"
Mazen son of Malik son of Amr son of Tameem Arms.svg,,yes,2,,Q63765,"named by a claim, no such file"
Mazin son of  Amr Arms.svg,,yes,2,,Q66629,"named by a claim, no such file"
Mazra de Secheville Arms.svg,,yes,1,,Q146766,"named by a claim, no such file"
Małgorzata of Schlawe Arms.svg,,yes,1,,Q128169,"named by a claim, no such file"
Maʻbad ibn zurārah Arms.svg,,yes,2,,Q108938,"named by a claim, no such file"
Mbah Entol Bagus Jamri Arms.svg,,yes,1,,Q164159,"named by a claim, no such file"
Mbah KH. Syeikh Ahmad Mutamakkin (Tuban) Arms.svg,,yes,1,,Q164348,"named by a claim, no such file"
Mbah Maulana Sholeh Semendi Arms.svg,,yes,1,,Q162561,"named by a claim, no such file"
Mbah Syakaruddin Arms.svg,,yes,1,,Q163052,"named by a claim, no such file"
Me Agtsom Arms.svg,,yes,1,,Q45939,"named by a claim, no such file"
Meander Arms.svg,,yes,1,,Q130075,"named by a claim, no such file"
Mechthild of Schwarzburg-Käfernburg Arms.svg,,yes,1,,Q143825,"named by a claim, no such file"
Mechthild von Bar Arms.svg,,yes,2,,Q116919,"named by a claim, no such file"
Mechthild von Gießen Arms.svg,,yes,2,,Q117704,"named by a claim, no such file"
Mechthild von Sayn Arms.svg,,yes,1,,Q127570,"named by a claim, no such file"
Mechtild (von Sponheim) Arms.svg,,yes,1,,Q127190,"named by a claim, no such file"
Mechtild Gräfin von Moersberg Arms.svg,,yes,1,,Q120910,"named by a claim, no such file"
Mechtild von Horburg Arms.svg,,yes,1,,Q122151,"named by a claim, no such file"
Mechtild von Kleve Arms.svg,,yes,3,,Q128527,"named by a claim, no such file"
Mechtild von Lambach Arms.svg,,yes,1,,Q122117,"named by a claim, no such file"
Mechtild von Sachsen Arms.svg,,yes,1,,Q206402,"named by a claim, no such file"
Mechtild von Thuringe Arms.svg,,yes,1,,Q143661,"named by a claim, no such file"
Mechtilde of Heinsberg Arms.svg,,yes,1,,Q121642,"named by a claim, no such file"
Mechtilde von Kyburg Arms.svg,,yes,1,,Q128395,"named by a claim, no such file"
Mechtilde von der Mark Arms.svg,,yes,1,,Q128858,"named by a claim, no such file"
Mechtildis of Edelstetten Arms.svg,,yes,1,,Q143639,"named by a claim, no such file"
Mechydd ap Sandde ap Llywarch Hên ab Elidir Lydanwyn Arms.svg,,yes,1,,Q136852,"named by a claim, no such file"
Mecia  Gil Arms.svg,,yes,2,,Q106371,"named by a claim, no such file"
Mecia  Gomes de Abreu Arms.svg,,yes,2,,Q79779,"named by a claim, no such file"
Mecia  Martins Dade Arms.svg,,yes,2,,Q105748,"named by a claim, no such file"
Mecia  Rodrigues Alcoforado Arms.svg,,yes,2,,Q103579,"named by a claim, no such file"
Mecia  Soares Arms.svg,,yes,2,,Q79881,"named by a claim, no such file"
Mecia  de Abreu Arms.svg,,yes,2,,Q80090,"named by a claim, no such file"
Mecia Soeiro  Cardoso Arms.svg,,yes,2,,Q105321,"named by a claim, no such file"
Mecisteus Arms.svg,,yes,2,,Q132676,"named by a claim, no such file"
Meco Mecoptera (scorpionflies) Arms.svg,,yes,1,,Q152929,"named by a claim, no such file"
Meda Arms.svg,,yes,3,,Q134119,"named by a claim, no such file"
Meda of Odessos Arms.svg,,yes,1,,Q135219,"named by a claim, no such file"
Medan Arms.svg,,yes,1,,Q129315,"named by a claim, no such file"
Meddefus ferch Gruffudd Wyddel ab Ieuan ap Gruffudd Foel Arms.svg,,yes,1,,Q140055,"named by a claim, no such file"
Meddefus ferch Gruffudd ap Maredudd Ddû Arms.svg,,yes,1,,Q140304,"named by a claim, no such file"
Meddefus ferch Owain Cyfeiliog Arms.svg,,yes,1,,Q141880,"named by a claim, no such file"
Medea Arms.svg,,yes,1,,Q130962,"named by a claim, no such file"
Medebrontes Arms.svg,,yes,1,,Q132901,"named by a claim, no such file"
Medeios Arms.svg,,yes,2,,Q78285,"named by a claim, no such file"
Medesicaste Arms.svg,,yes,2,,Q133655,"named by a claim, no such file"
Medhatithi Arms.svg,,yes,2,,Q169122,"named by a claim, no such file"
Meditrine Arms.svg,,yes,1,,Q133926,"named by a claim, no such file"
Medon Arms.svg,,yes,3,,Q134281,"named by a claim, no such file"
Medus Arms.svg,,yes,1,,Q132223,"named by a claim, no such file"
Medusa Arms.svg,,yes,4,,Q131638,"named by a claim, no such file"
Meduson Jellyfish Arms.svg,,yes,2,,Q376,"named by a claim, no such file"
Meen II de Fougères Arms.svg,,yes,1,,Q146907,"named by a claim, no such file"
Meen de Fougères Arms.svg,,yes,1,,Q126087,"named by a claim, no such file"
Megabates Arms.svg,,yes,1,,Q135142,"named by a claim, no such file"
Megabazus Arms.svg,,yes,1,,Q135115,"named by a claim, no such file"
Megabyzus I Arms.svg,,yes,1,,Q135966,"named by a claim, no such file"
Megabyzus II Arms.svg,,yes,1,,Q135668,"named by a claim, no such file"
Megacheiron Megacheira Arms.svg,,yes,1,,Q152747,"named by a claim, no such file"
Megacles Arms.svg,,yes,6,,Q135040,"named by a claim, no such file"
Megaera Arms.svg,,yes,1,,Q130462,"named by a claim, no such file"
Megale Komnena Arms.svg,,yes,1,,Q43362,"named by a claim, no such file"
Megalo Megaloptera (alderflies and allies) Arms.svg,,yes,1,,Q152922,"named by a claim, no such file"
Megalosauroidea Arms.svg,,yes,2,,Q47324,"named by a claim, no such file"
Megalu di Gaeta Arms.svg,,yes,1,,Q208798,"named by a claim, no such file"
Megamede Arms.svg,,yes,1,,Q133870,"named by a claim, no such file"
Meganeira Arms.svg,,yes,2,,Q75216,"named by a claim, no such file"
Megapenthes Arms.svg,,yes,2,,Q133323,"named by a claim, no such file"
Megara Arms.svg,,yes,1,,Q132873,"named by a claim, no such file"
Megarachne Megarachne Arms.svg,,yes,1,,Q152867,"named by a claim, no such file"
Megareus of Onchestus Arms.svg,,yes,1,,Q131966,"named by a claim, no such file"
Megareus of Thebes Arms.svg,,yes,1,,Q134577,"named by a claim, no such file"
Megaros Arms.svg,,yes,1,,Q131813,"named by a claim, no such file"
Megas (Maues) King of Sakas Arms.svg,,yes,1,,Q165318,"named by a claim, no such file"
Megat Ahmad Sang Nila Utama Arms.svg,,yes,1,,Q161789,"named by a claim, no such file"
Megat Kudu @ Sultan Ibrahim - Maharaja Siak Arms.svg,,yes,1,,Q161744,"named by a claim, no such file"
Megat Pakeh Kuning Shah Sang Nila Utama Arms.svg,,yes,1,,Q161790,"named by a claim, no such file"
Megat Pendia@Pintar Bendahara Paduka Seri Maharaja Padang Bota Ra Arms.svg,,yes,1,,Q164456,"named by a claim, no such file"
Megat Shamsu Megat Terawis ll Megat Menjanas Megat Terawis II Arms.svg,,yes,1,,Q164455,"named by a claim, no such file"
Megat Terawis Bendahara Paduka Maharaja Jalil Arms.svg,,yes,1,,Q163527,"named by a claim, no such file"
Megat Terawis Sang Nila Utama Arms.svg,,yes,1,,Q161786,"named by a claim, no such file"
Megatiti . . Arms.svg,,yes,1,,Q195720,"named by a claim, no such file"
Meges Arms.svg,,yes,1,,Q134253,"named by a claim, no such file"
Meghnad Bhattacharya Arms.svg,,yes,1,,Q171195,"named by a claim, no such file"
Megingoz Arms.svg,,yes,1,,Q208271,"named by a claim, no such file"
Megingoz of Anglachgau Arms.svg,,yes,2,,Q115085,"named by a claim, no such file"
Megingoz of Guelders Arms.svg,,yes,1,,Q125544,"named by a claim, no such file"
Meginhard Herzog von Friesland Arms.svg,,yes,1,,Q124012,"named by a claim, no such file"
Meginhard I von Hamelant Arms.svg,,yes,2,,Q115498,"named by a claim, no such file"
"Meginhard I, Count of Sponheim Arms.svg",,yes,1,,Q122333,"named by a claim, no such file"
Meginhard IV of Hamaland Arms.svg,,yes,1,,Q120670,"named by a claim, no such file"
"Meginhard IV, Count of Formbach, Vogt of Niederaltaich Arms.svg",,yes,1,,Q122115,"named by a claim, no such file"
Megistonous Arms.svg,,yes,1,,Q138354,"named by a claim, no such file"
Mego-hime Arms.svg,,yes,1,,Q16861,"named by a claim, no such file"
Mehaa . . Arms.svg,,yes,1,,Q195626,"named by a claim, no such file"
Mehdu (Mahdad) daughter of  al-Lahm ul-Jarhami Arms.svg,,yes,2,,Q65558,"named by a claim, no such file"
Mehekan Arms.svg,,yes,1,,Q132708,"named by a claim, no such file"
Meherdates of Parthia Arms.svg,,yes,1,,Q138524,"named by a claim, no such file"
Mehmed Bey Arms.svg,,yes,1,,Q167285,"named by a claim, no such file"
"Mehmed II, Ottoman sultan Arms.svg",,yes,1,,Q167496,"named by a claim, no such file"
Mehraj Arms.svg,,yes,1,,Q164399,"named by a claim, no such file"
Mehujael Arms.svg,,yes,1,,Q131422,"named by a claim, no such file"
Mehuthen_Arms.svg,yes,yes,4,coat of arms image,Q15,vendored
Mehytenweskhet Arms.svg,,yes,1,,Q137181,"named by a claim, no such file"
Mei Chun Arms.svg,,yes,1,,Q28407,"named by a claim, no such file"
Mei Dai Ji Arms.svg,,yes,2,,Q34358,"named by a claim, no such file"
Mei Fu Men Yuan Nu Fang  (yuan Ya Tong Noqie ) Arms.svg,,yes,1,,Q9872,"named by a claim, no such file"
Mei Jing Arms.svg,,yes,1,,Q28403,"named by a claim, no such file"
Mei Jingfu Arms.svg,,yes,1,,Q27883,"named by a claim, no such file"
Mei Mei   Zhang Zhang Arms.svg,,yes,2,,Q52254,"named by a claim, no such file"
Mei Sheng Arms.svg,,yes,2,,Q27886,"named by a claim, no such file"
Mei Shunchang Arms.svg,,yes,2,,Q27877,"named by a claim, no such file"
Mei Tani Yin Zi Arms.svg,,yes,2,,Q36985,"named by a claim, no such file"
Mei Xi Tong Shan Arms.svg,,yes,2,,Q38380,"named by a claim, no such file"
Mei Yin Arms.svg,,yes,1,,Q27457,"named by a claim, no such file"
Meikyouin (concubine of Maeda Nariyasu) Arms.svg,,yes,2,,Q47527,"named by a claim, no such file"
Meiler Fitzhenry Arms.svg,,yes,1,,Q121790,"named by a claim, no such file"
Meilir ...... ap Selyf ap Brochwel ab Aeddan Arms.svg,,yes,1,,Q141920,"named by a claim, no such file"
Meilir Ben Maewy ap Llywelyn ab Owain ab Aldud Arms.svg,,yes,1,,Q143224,"named by a claim, no such file"
Meilir Brydydd ap Mabon ab Iarddur ap Môr Arms.svg,,yes,1,,Q150269,"named by a claim, no such file"
Meilir Ddû ap Llywelyn Fychan ap Llywelyn Arms.svg,,yes,1,,Q144633,"named by a claim, no such file"
Meilir Ddû ap Philip ap Lleision ap Rhys Fychan Arms.svg,,yes,1,,Q144448,"named by a claim, no such file"
Meilir Eryr Gwrgorseddog ap Tudau ap Tyfoedd ap Gwylfyw ap Marchudd Arms.svg,,yes,1,,Q148286,"named by a claim, no such file"
