qid,mul_value,duplicate_langs,live_en,live_mul
Q127225232,"Rowland Wigmore, of Shobdon, Heref",en,"Rowland|Roger Wigmore, of Shobdon, Heref","Rowland|Roger Wigmore, of Shobdon, Heref"
Q127225239,"Gwenffryd Hacluyt (Hackluyt), of Tegeingl cantref",en,"Gwenffryd|Winifred Hacluyt (Hackluyt), of Tegeingl cantref","Gwenffryd|Winifred Hacluyt (Hackluyt), of Tegeingl cantref"
Q127225314,"Roger de la Zouche, of Lubbesthorpe",en,"Roger|William de la Zouche, of Lubbesthorpe","Roger|William de la Zouche, of Lubbesthorpe"
Q127227264,Agnes Cowper,en,Agnes|Anne Cowper,Agnes|Anne Cowper
Q127270212,Miikkula Jaenisch,en,Miikkula|Nigulis Jaenisch,
Q127270449,'old' Olof i Bureå,en,'old'|'gamle' Olof i Bureå,'old'|'gamle' Olof i Bureå
Q127270487,Lorentz Hoyer,en,Lorentz|Lars Hoyer,Lorentz|Lars Hoyer
Q127270773,Thrugaut,en,(Thrugaut|Trotte),(Thrugaut|Trotte)
Q127270788,Erine,en,Erine|Irene,Erine|Irene
Q127270880,Cecilie Gyntersdatter,en,Cecilie|Sidsel Gyntersdatter,Cecilie|Sidsel Gyntersdatter
Q127270881,Sidsel,en,Sidsel|Cecilie,Sidsel|Cecilie
Q127414037,Elizabeth Gray,en,Elizabeth|Elspeth Gray,Elizabeth|Elspeth Gray
Q127687135,"Ralph Ayre, of Offerton",en,"Ralph|Raufe Ayre, of Offerton","Ralph|Raufe Ayre, of Offerton"
Q128804021,Catherine de Cardaillac,en,Catherine|Claude de Cardaillac,Catherine|Claude de Cardaillac
Q128849381,"Cecilia Walker, of Cambridge",en,"Cecilia|Cecily Walker, of Cambridge","Cecilia|Cecily Walker, of Cambridge"
Q128852643,"Charles McCarthy, of Carrignavar",en,"Charles|Cormac McCarthy, of Carrignavar","Charles|Cormac McCarthy, of Carrignavar"
Q128852646,Donald McCarthy,en,Donald|Daniel McCarthy,Donald|Daniel McCarthy
Q128854440,Catherine Reagh,en,Catherine|Julia Reagh,Catherine|Julia Reagh
Q128854456,Ellen FitzGerald,en,Ellen|Elana FitzGerald,Ellen|Elana FitzGerald
Q129094761,"Aimery de Beth'san, Bailli of Cyprus, Signore di Tricarico",en,"Aimery|Amaury de Beth'san, Bailli of Cyprus, Signore di Tricarico","Aimery|Amaury de Beth'san, Bailli of Cyprus, Signore di Tricarico"
Q129168340,"Adam ap Robert ab Emerod Turberville, of Gwernvale",en,"Adam ap Robert|Roger ab Emerod Turberville, of Gwernvale","Adam ap Robert|Roger ab Emerod Turberville, of Gwernvale"
Q129168452,Agnes Loundres,en,Agnes Loundres (Lounders|Londres),Agnes Loundres (Lounders|Londres)
Q129168464,Isode Farrington,en,Isode|Isabel Farrington,Isode|Isabel Farrington
Q129168469,"William Cheverell, of Chauntemarell",en,"William|John Cheverell, of Chauntemarell","William|John Cheverell, of Chauntemarell"
Q129168499,Richard Loundres,en,Richard Loundres (Lounders|Londres),Richard Loundres (Lounders|Londres)
Q129168770,"Margery Wogan, of Prendergast",en,"Margery|Margred Wogan, of Prendergast","Margery|Margred Wogan, of Prendergast"
Q129169049,Mariot Drummond,en,Mariot|Marion Drummond,Mariot|Marion Drummond
Q129257001,Sidonia von Fictum,en,Sidonia von Fictum|Vitzthum,
Q129257376,Hester Sayer,en,Hester|Esther Sayer,Hester|Esther Sayer
Q129730634,Elizabeth Cuningham,en,Elizabeth|Isabel Cuningham,Elizabeth|Isabel Cuningham
Q130332809,Idony Cotesford,en,Idony|Idoine Cotesford,Idony|Idoine Cotesford
Q130334138,Margaretha von Marenholtz,en,Margaretha|Margarethe von Marenholtz,Margaretha|Margarethe von Marenholtz
Q130334293,Agnes von Hagen,en,Agnes|Anna von Hagen,
Q130334431,Anna Juncker Joncker,en,Anna Juncker|de Joncker,Anna Juncker|de Joncker
Q130334536,Toke,en,Toke|Tage|Thyge,Toke|Tage|Thyge
Q130334563,"Sidsel Jonsdatter af Tommerup, heiress of Hyringsholm castle & Vedby & Knardrup",en,"noble Sidsel|Cecilie Jonsdatter af Tommerup, heiress of Hyringsholm castle & Vedby & Knardrup","noble Sidsel|Cecilie Jonsdatter af Tommerup, heiress of Hyringsholm castle & Vedby & Knardrup"
Q130334576,Peter Juncker Joncker,en,Peter Juncker|de Joncker,Peter Juncker|de Joncker
Q130334775,Hedwig,en,Hedwig|Hese,Hedwig|Hese
Q130335079,Agnes,en,Agnes|Anne,Agnes|Anne
Q130335373,Alice Radcliffe,en,Alice|Christiana Radcliffe,Alice|Christiana Radcliffe
Q130335378,Helen Parker,en,Helen|Anne Parker,Helen|Anne Parker
Q130335455,Lettice Talbot,en,Lettice|Leticia Talbot,Lettice|Leticia Talbot
Q130335456,"William Talbot, of Shuttleworth Hall",en,"William|Parkin Talbot, of Shuttleworth Hall","William|Parkin Talbot, of Shuttleworth Hall"
Q130335466,Agnes,en,Agnes|Elizabeth,Agnes|Elizabeth
Q130335481,Isabella Atherton,en,Isabella|Elizabeth Atherton,Isabella|Elizabeth Atherton
Q130335548,Jorveth de Hulton,en,Jorveth|Yarwit de Hulton,Jorveth|Yarwit de Hulton
Q130335568,"Henry Gurney (Gourney), of Lymington, Suffolk",en,"Henry|John Gurney (Gourney), of Lymington, Suffolk","Henry|John Gurney (Gourney), of Lymington, Suffolk"
Q130335600,"William Stanley, of Pipe, Lancs",en,"William|Richard Stanley, of Pipe, Lancs","William|Richard Stanley, of Pipe, Lancs"
Q130335604,"Richard D'Oyley, of Ewden, Bucks",en,"Richard|Thomas D'Oyley, of Ewden, Bucks","Richard|Thomas D'Oyley, of Ewden, Bucks"
Q130335650,"Sir Robert Waterton, of Waterton Hall",en,"Sir Robert|John|Thomas Waterton, of Waterton Hall","Sir Robert|John|Thomas Waterton, of Waterton Hall"
Q130335654,Maud Fairfax,en,Maud|Agnes Fairfax,Maud|Agnes Fairfax
Q130335966,William Joudrell,en,William Joudrell (Jaudrell|Jodrell),William Joudrell (Jaudrell|Jodrell)
Q130336737,Julian Smyth,en,Julian Smyth|Smith,Julian Smyth|Smith
Q130336862,Jane Trejago,en,Jane Trejago (Treiago|Tregago),Jane Trejago (Treiago|Tregago)
Q130338029,"Thomasine Tuite, of Ballinsallagh",en,"Thomasine|Catherine Tuite, of Ballinsallagh","Thomasine|Catherine Tuite, of Ballinsallagh"
Q130338036,"Cahir O'Dempsey, of Ballybrittas",en,"Cahir|Charles O'Dempsey, of Ballybrittas","Cahir|Charles O'Dempsey, of Ballybrittas"
Q130338086,"Richard Tuite, of Ballinsallagh",en,"Richard|Robert Tuite, of Ballinsallagh","Richard|Robert Tuite, of Ballinsallagh"
Q130338509,Purcirto Artinide de Attems,en,Purcirto (Artinide|Hartneid) de Attems,
Q130338954,Gwenllian ferch Bleddyn ab Einion Fychan ab Einion,en,Gwenllian|Alice ferch Bleddyn ab Einion Fychan ab Einion,Gwenllian|Alice ferch Bleddyn ab Einion Fychan ab Einion
Q130339420,Joan Russell,en,Joan|Margery Russell,Joan|Margery Russell
Q130339466,Robert de Pull,en,Robert de Pull (Poole|de la Pole),Robert de Pull (Poole|de la Pole)
Q130340259,Madog of Llanferis,en,Madog of Llanferis|Llanferres,Madog of Llanferis|Llanferres
Q130340645,Jane Moreton,en,Jane|Joan Moreton,Jane|Joan Moreton
Q130340660,Robert de Manlegh,en,Robert|Roger de Manlegh,Robert|Roger de Manlegh
Q130340784,"Henry ap Piers Scourfield, of New Moat",en,"Henry|Hari ap Piers Scourfield, of New Moat","Henry|Hari ap Piers Scourfield, of New Moat"
Q130340882,Mawd Broughton (Brochdyn),en,Mawd|Jane Broughton (Brochdyn),Mawd|Jane Broughton (Brochdyn)
Q130340885,"John Butler, of Dunraven",en,"John|Jenkin Butler, of Dunraven","John|Jenkin Butler, of Dunraven"
Q130340910,Isabel ferch Robert Cantelupe,en,Isabel|Sybil ferch Robert Cantelupe,Isabel|Sybil ferch Robert Cantelupe
Q130341462,Anne Vaughan,en,Anne|Angharad Vaughan,Anne|Angharad Vaughan
Q130341574,Rhyangen ferch Iorwerth ap Trahearn,en,Rhyangen|Arianwen ferch Iorwerth ap Trahearn,Rhyangen|Arianwen ferch Iorwerth ap Trahearn
Q130344139,Julian Erpingham,en,Julian|Juliana Erpingham,Julian|Juliana Erpingham
Q130352957,Dorothy Everingham,en,Dorothy|Alice Everingham,
Q130353041,Margery,en,Margery|Eleanor,Margery|Eleanor
Q130353105,"Alured Barwick (Beswick), of Bulcotes",en,"Alured|Alvery|Alfred Barwick (Beswick), of Bulcotes",
Q130354044,Joane Hedworth,en,Joane|Joan Hedworth,
Q130358353,Mary ferch John Stedman,en,Mary|Margaret ferch John Stedman,Mary|Margaret ferch John Stedman
Q130358519,Cydifor ap Gwaithfoed,en,Cydifor|Cadwgan ap Gwaithfoed,Cydifor|Cadwgan ap Gwaithfoed
Q130359032,"Eleanor Cornewall, of Burford",en,"Eleanor|Elizabeth Cornewall, of Burford","Eleanor|Elizabeth Cornewall, of Burford"
Q130648019,Agnes Bowyer,en,Agnes|Anne Bowyer,Agnes|Anne Bowyer
Q130648072,Elizabeth Oldcastle,en,Elizabeth|Isabel Oldcastle,Elizabeth|Isabel Oldcastle
Q130648159,Katherine Briston,en,Katherine Briston (Birston|Broston),Katherine Briston (Birston|Broston)
Q130648183,Cicely Hopkins,en,Cicely|Cecilia Hopkins,Cicely|Cecilia Hopkins
Q130682209,Dordi of Fersam,en,noble Dordi of Fersam|Borsem,noble Dordi of Fersam|Borsem
Q130718035,Julia Martin,en,Julia|Julian Martin,Julia|Julian Martin
Q130718046,"Ann Burlegh, of Clanacombe (Chaucombe), Devon",en,"Ann|Joane Burlegh, of Clanacombe (Chaucombe), Devon","Ann|Joane Burlegh, of Clanacombe (Chaucombe), Devon"
Q131137948,Johanna Whitworth,en,Johanna|Jane Whitworth,Johanna|Jane Whitworth
Q131138002,"Marke Flamoke, Lord of Flaemoke",en,"Marke|Mark Flamoke, Lord of Flaemoke","Marke|Mark Flamoke, Lord of Flaemoke"
Q131138770,Elery Goodere,en,Elery|Clara Goodere,Elery|Clara Goodere
Q131138772,"Sir Richard Goodere, of London",en,"Sir Richard|William Goodere, of London","Sir Richard|William Goodere, of London"
Q131233922,Maud Tresithney,en,Maud|Maude Tresithney,Maud|Maude Tresithney
Q131332281,Johann V von Mirlaer,en,Johann V|Kraft von Mirlaer,Johann V|Kraft von Mirlaer
Q131342591,Elizabeth Wayte,en,Elizabeth|Rose Wayte,Elizabeth|Rose Wayte
Q131342794,Cecilia ferch Edward Carne,en,Cecilia|Cecil ferch Edward Carne,Cecilia|Cecil ferch Edward Carne
Q131346922,Fromand Brown,en,Fromand|Fermand Brown,Fromand|Fermand Brown
Q131347084,"William Martin, of Trericet",en,"William|Henry Martin, of Trericet","William|Henry Martin, of Trericet"
Q131355534,Hamon le Gras (FitzRaymond),en,Hamon|Hamo|Heimond le Gras (FitzRaymond),Hamon|Hamo|Heimond le Gras (FitzRaymond)
Q131369895,"Oswin Cresswell, of Cresswell",en,"Oswin|Oswald Cresswell, of Cresswell","Oswin|Oswald Cresswell, of Cresswell"
Q131447187,Vittoria Caetani dell'Aquila d'Aragona,en,Vittoria|Violante Caetani dell'Aquila d'Aragona,Vittoria|Violante Caetani dell'Aquila d'Aragona
Q131522293,Katharina von Weilzogen,en,Katharina von Weilzogen|Wolzogen,Katharina von Weilzogen|Wolzogen
Q131554079,Karlis Ceege bailiff of Piltene,en,"Karlis Ceege|Zoeges, bailiff of Piltene","Karlis Ceege|Zoeges, bailiff of Piltene"
Q131726556,Hanns II von Degenfeld,en,Hanns|Johann II von Degenfeld,
Q131726563,Gertrud von Neuhausen a.d.H Hofen,en,Gertrud|Gertraud von Neuhausen a.d.H Hofen,Gertrud|Gertraud von Neuhausen a.d.H Hofen
Q131730876,"Captain Pavel de Bornemisa, de Petrelin & 'Bornemisza de Boros-Jenö'",en,"Captain Pavel|Pál de Bornemisa, de Petrelin & 'Bornemisza de Boros-Jenö'","Captain Pavel|Pál de Bornemisa, de Petrelin & 'Bornemisza de Boros-Jenö'"
Q131731269,Margaret McGillivray,en,Margaret|Marian McGillivray,Margaret|Marian McGillivray
Q131731322,Enno Sytzena Burgrave in Norden,en,"Enno Sytzena|Cirksena, Burgrave in Norden","Enno Sytzena|Cirksena, Burgrave in Norden"
Q131732625,Karl Friedrich Heinrich? von Gregorsdorff,en,Karl Friedrich|Hans Heinrich? von Gregorsdorff,Karl Friedrich|Hans Heinrich? von Gregorsdorff
Q131732860,"Thady O'Conor, of Knockleg",en,"Thady|Terence O'Conor, of Knockleg","Thady|Terence O'Conor, of Knockleg"
Q131741074,Joan ferch Hugh Huntley,en,Joan|Jane ferch Hugh Huntley,Joan|Jane ferch Hugh Huntley
Q131741171,Margaret Tamworth (Thomworth),en,Margaret|Elizabeth Tamworth (Thomworth),Margaret|Elizabeth Tamworth (Thomworth)
Q131784445,"Edmund Thimblethorpe, of Foulsham",en,"Edmund|Thomas Thimblethorpe, of Foulsham","Edmund|Thomas Thimblethorpe, of Foulsham"
Q131784501,"Sir Saier Rochford, of Fenne, Boston, Lincs",en,"Sir Saier|Saher Rochford, of Fenne, Boston, Lincs","Sir Saier|Saher Rochford, of Fenne, Boston, Lincs"
Q132174909,Susan Howe,en,Susan|Susanna Howe,Susan|Susanna Howe
Q133461036,Elis ferch Dafydd Llwyd Blaeney,en,Elis|Mallt ferch Dafydd Llwyd Blaeney,
Q133461548,Dafydd Ddû of Aber,en,Dafydd Ddû of Aber|Aberriw,
Q133461559,Madog ap Gwylawg ab Eginir ap Llywelyn,en,Madog ap Gwylawg|Gwallawe ab Eginir ap Llywelyn,
Q133860939,Frans de Pottere,en,Frans de Pottere|Potters,
Q133864558,Elisabeth Semsdr. van Breene Brienen,en,Elisabeth Semsdr. van Breene|van Brienen,
Q133864560,Sem IJsbrantsz. van Breene Brienen,en,Sem IJsbrantsz. van Breene|van Brienen,
Q134269493,Anna Tvisel heiress of Ellivere manor,en,"noble Anna Tvisel|Zweifel, heiress of Ellivere manor",
Q134269546,Beren Tweiseln,en,Beren|Bernard Tweiseln|Zweifeln,
Q134287275,Maycken Boulijn,en,Maycken|Makye Boulijn,
Q134287405,Pieter Halling,en,Pieter Halling|Hallinc,
Q135445414,Laurens ther Poirten,en,Laurens ther Poirten|Poirtman,
Q135480198,"Colonel Indrek Robert Burt, commandant of Stralsund, lord of Tohisoo & Noistvere",en,"Colonel Indrek|Henrikki Robert Burt, commandant of Stralsund, lord of Tohisoo & Noistvere",
Q135525179,"Jonathan Oakley, of Carmarthen",en,"Jonathan|George Oakley, of Carmarthen",
Q135663094,Katrine Magdalene Kaass,en,Katrine Magdalene|Maleene Kaass,
Q135669004,Persephone Manarys,en,Persephone|Proserpina Manarys,
Q135672123,"John Hatcher, of Careby",en,"John|Thomas Hatcher, of Careby",
Q135681066,Sanabait of Arademma & Metz,en,Sanabait|Senebeit of Arademma & Metz,
Q135681510,Sahlitu Inqu,en,Sahlitu|Sahalu Inqu,
Q135683817,Nechit,en,Nechit|Nachit,
Q135855377,Indrek IndrekiPoeg Raute lord of Jogisuu and Alliku,en,"Indrek IndrekiPoeg Raute|Ruth, lord of Jogisuu and Alliku",
Q136005549,Jeanne Kautz,en,Jeanne Kautz|Kantoz,
Q136006105,Agnes Walkinshaw,en,Agnes|Helen Walkinshaw,
Q136010152,Margareta zu Wiltz,en,Margareta|Grete zu Wiltz,
Q136010154,Gottfried Herr zu Wiltz und Hartelstein,en,"Gottfried|Godart, Herr zu Wiltz und Hartelstein",
Q136027179,Hélène de Marbré,en,Hélène|Jeanne de Marbré,
Q136027184,Anne Green de Saint-Marsault,en,Anne|Agnès Green de Saint-Marsault,
Q136028340,Johanna Zeiler,en,Johanna Zeiler|Zailler,
Q136028960,"Margery Conyers, of Thormanby, Yorks",en,"Margery|Margaret Conyers, of Thormanby, Yorks",
Q136030919,"Michelle Imbert, Dame de Warenghien, de Grimaretz, de Martinsart",en,"Michelle|Albertine Imbert, Dame de Warenghien, de Grimaretz, de Martinsart",
Q136140805,Judith Brudenell,en,Judith|Juliana Brudenell,
Q136207659,Margaret Cunningham,en,Margaret|Ann Cunningham,
Q136247458,Hans Oeheim der Jüngere,en,"Hans Oeheim|Ehem, der Jüngere",
Q136311063,Maria van Teylingen,en,Maria|Marijcke van Teylingen,
Q136336174,Jane Stokeham,en,Jane|Anne Stokeham,
Q136336422,Margaret Mayne,en,Margaret|Helen Mayne,
Q136336618,Angus O'Docherty,en,Angus|Aindalis O'Docherty,
Q136341075,Beste van Brienen,en,Beste|Hessel van Brienen,
Q136376259,"Baron Villem Gillis Julius Coyet, 1.Friherre till Ljungby, lord of Årup",en,"Baron Villem Gillis|Vilhelm Julius Coyet, 1.Friherre till Ljungby, lord of Årup",
Q136376261,Julius Coyet,en,Julius|Gillis Coyet,
Q136376266,Reiner Lehusen,en,Reiner|Reinholt Lehusen,
Q136376438,Elisabeth of Kula,en,Elisabeth of Kula|Lod,
Q136383973,Aleta Wrangell,en,Aleta|Adelheid Wrangell,
Q136481689,Ellen Chator (Chaytor),en,Ellen|Eleanor Chator (Chaytor),
Q136481698,Margaret Layburne,en,Margaret Layburne (Laburne|Leyburne),
Q136688654,Mary Stkison,en,Mary Stkison|Stikson,
