qid,our_token,kind,bearers,missing,n_missing,mul,en,ja,zh
Q790023,Auður,given,6,ja zh,2,Auður,Auður,,
Q20892655,Arminda,given,6,ja zh,2,Arminda,Arminda,,
Q47470772,Iziaslav,given,6,mul zh,2,,Iziaslav,イジャスラフ,
Q28653691,Placido,given,6,zh,1,Placido,Placido,プラーチド,
Q125169281,Shòu,given,6,mul,1,,Shòu,受,受
Q18681259,Kali,given,6,ja,1,Kali,Kali,,卡利
Q96748284,Kun,given,6,mul,1,,Kun,坤,坤
Q16280716,Pura,given,6,zh,1,Pura,Pura,プラ,
Q119081286,kingdom,given,6,ja zh,2,Kingdom,Kingdom,,
Q18606140,Adler,given,6,ja zh,2,Adler,Adler,,
Q19803525,Y.,given,6,zh,1,Y.,Y.,Y.,
Q27890907,Stensland,family,5,mul ja zh,3,,Stensland,,
Q83370535,Luxembourg,family,5,ja,1,Luxembourg,Luxembourg,,卢森伯格
Q37492160,Stampe,family,5,zh,1,Stampe,Stampe,スタンぺ,
Q27882010,Folkesson,family,5,mul ja zh,3,,Folkesson,,
Q18648953,Guise,family,5,ja zh,2,Guise,Guise,,
Q30135304,Hoel,family,5,mul ja,2,,Hoel,,霍尔
Q37178404,Steptoe,family,5,ja zh,2,Steptoe,Steptoe,,
Q1260736,Borg,family,5,zh,1,Borg,Borg,ボルグ,
Q50127790,Moritzen,family,5,ja zh,2,Moritzen,Moritzen,,
Q114840712,Paléologue,family,5,mul ja zh,3,,Paléologue,,
Q76413203,Laskarina,family,5,mul ja zh,3,,Laskarina,,
Q5874279,Hoadley,family,5,ja zh,2,Hoadley,Hoadley,,
Q37279701,Altschuler,family,5,ja zh,2,Altschuler,Altschuler,,
Q16865863,Creswell,family,5,mul ja zh,3,,Creswell,,
Q21450561,Borchgrevink,family,5,ja zh,2,Borchgrevink,Borchgrevink,,
Q41687097,Clerke,family,5,mul zh,2,,Clerke,クラーク,
Q37505304,Gris,family,5,mul ja zh,3,,Gris,,
Q21493217,Tobey,family,5,ja zh,2,Tobey,Tobey,,
Q13553571,Gale,family,5,zh,1,Gale,Gale,ゲイル,
Q16876728,Meade,family,5,zh,1,Meade,Meade,ミード,
Q16883297,Sibley,family,5,zh,1,Sibley,Sibley,シブリー,
Q1436700,Tallman,family,5,ja,1,Tallman,Tallman,,塔尔曼
Q98456996,Aub,family,5,ja zh,2,Aub,Aub,,
Q7838495,Trentham,family,5,ja zh,2,Trentham,Trentham,,
Q6159497,Jaramillo,family,5,mul,1,,Jaramillo,ハラミーヨ,哈拉米略
Q48176774,Bog,family,5,zh,1,Bog,Bog,ボグ,
Q57251022,Champernowne,family,5,mul ja zh,3,,Champernowne,,
Q27869969,Mannheim,family,5,mul ja zh,3,,Mannheim,,
Q2779549,Middleton,family,5,mul,1,,Middleton,ミドルトン,米德尔顿
Q28946499,Wickham,family,5,mul,1,,Wickham,ウィッカム,威克姆
Q37571708,Rome,family,5,ja,1,Rome,Rome,,罗马
Q30132664,Schytte,family,5,mul ja zh,3,,Schytte,,
Q37573729,Esfandiary,family,5,ja,1,Esfandiary,Esfandiary,,埃斯凡迪亚里
Q16865507,Chaucer,family,5,ja,1,Chaucer,Chaucer,,喬叟
Q1483373,van Arkel,family,5,ja zh,2,van Arkel,van Arkel,,
Q112040334,Martínez de Luna,family,5,ja zh,2,Martínez de Luna,Martínez de Luna,,
Q16869876,Eyre,family,5,zh,1,Eyre,Eyre,エア,
Q48688536,Longford,family,5,ja,1,Longford,Longford,,朗福德
Q49524985,Høg,family,5,ja zh,2,Høg,Høg,,
Q30225138,Seland,family,5,ja,1,Seland,Seland,,塞兰
Q112200324,de Vera,family,5,ja zh,2,De Vera,De Vera,,
Q122836076,Filippusson,family,5,mul ja,2,,Filippusson,,菲利普松
Q18324542,Chapa,family,5,ja zh,2,Chapa,Chapa,,
Q21491428,Auspitz,family,5,ja zh,2,Auspitz,Auspitz,,
Q107392165,Edels,family,5,ja zh,2,Edels,Edels,,
Q106068011,Dörnberg,family,5,ja zh,2,Dörnberg,Dörnberg,,
Q37508939,Carvajal,family,5,ja,1,Carvajal,Carvajal,,卡瓦哈尔
Q104832201,de Melgueil,family,5,ja zh,2,de Melgueil,de Melgueil,,
Q21449173,Menezes,family,5,ja,1,Menezes,Menezes,,梅内塞斯
Q38888557,Myrland,family,5,ja zh,2,Myrland,Myrland,,
Q21492540,Kingsley,family,5,mul,1,,Kingsley,キングズリー,金斯利
Q7512128,Sighvatsson,family,5,ja zh,2,Sighvatsson,Sighvatsson,,
Q5564993,Gissurarson,family,5,mul ja zh,3,,Gissurarson,,
Q16869887,Falkenberg,family,5,ja,1,Falkenberg,Falkenberg,,法尔肯伯格
Q27696134,Navarre,family,5,mul ja,2,,Navarre,,纳瓦拉
Q37466624,Aragón,family,5,mul,1,,Aragón,アラゴン,阿拉贡
Q27651517,Sully,family,5,zh,1,Sully,Sully,サリー,
Q30136148,Tidemand,family,5,mul ja zh,3,,Tidemand,,
Q30131527,Muus,family,5,mul ja zh,3,,Muus,,
Q45086802,Törnflycht,family,5,ja zh,2,Törnflycht,Törnflycht,,
Q28150911,Tawast,family,5,mul ja zh,3,,Tawast,,
Q130342382,von Sachsen-Lauenburg,family,5,ja zh,2,von Sachsen-Lauenburg,von Sachsen-Lauenburg,,
Q124387317,de Rochechouart de Mortemart,family,5,mul ja zh,3,,de Rochechouart de Mortemart,,
Q116033357,Brønlund,family,5,ja zh,2,Brønlund,Brønlund,,
Q37015204,Evarts,family,5,ja,1,Evarts,Evarts,,埃瓦茨
Q7808988,Tiptoft,family,5,ja zh,2,Tiptoft,Tiptoft,,
Q37498485,Hoya,family,5,ja zh,2,Hoya,Hoya,,
Q104921761,Armagnac,family,5,ja zh,2,Armagnac,Armagnac,,
Q37029342,Borbon,family,5,ja zh,2,Borbon,Borbon,,
Q16865872,Crispin,family,5,ja zh,2,Crispin,Crispin,,
Q21513083,Nyberg,family,5,ja zh,2,Nyberg,Nyberg,,
Q36890455,Rundquist,family,5,mul ja zh,3,,Rundquist,,
Q16865878,Crocker,family,5,zh,1,Crocker,Crocker,クロッカー,
Q14650387,Carpenter,family,5,mul,1,,Carpenter,カーペンター,卡朋特
Q18915237,Eustace,family,5,mul ja zh,3,,Eustace,,
Q37524927,Lorch,family,5,mul ja zh,3,,Lorch,,
Q27888722,Hård,family,5,mul ja,2,,Hård,,哈德
Q37524650,Burnside,family,5,mul,1,,Burnside,バーンサイド,伯恩塞德
Q30132305,Øen,family,5,mul ja zh,3,,Øen,,
Q40469214,Toresen,family,5,ja zh,2,Toresen,Toresen,,
Q28745087,Claudius,family,5,mul,1,,Claudius,クラウディウス,克劳狄斯
Q21492494,Mogensen,family,5,zh,1,Mogensen,Mogensen,モーエンセン,
Q37538784,Proudfit,family,5,mul ja,2,,Proudfit,,普莱德特
Q21504907,Drach,family,5,ja,1,Drach,Drach,,德雷奇
Q21491203,Margulies,family,5,ja zh,2,Margulies,Margulies,,
Q6552961,Lindwurm,family,5,ja zh,2,Lindwurm,Lindwurm,,
Q83341752,Bernsdorff,family,5,ja zh,2,Bernsdorff,Bernsdorff,,
Q106119361,Lewinger,family,5,ja,1,Lewinger,Lewinger,,莱温格
Q117446654,Machiels,family,5,ja zh,2,Machiels,Machiels,,
Q36895021,Ausch,family,5,ja zh,2,Ausch,Ausch,,
Q107423678,Durkheim,family,5,ja,1,Durkheim,Durkheim,,迪尔凯姆
Q104838150,Javal,family,5,ja,1,Javal,Javal,,贾瓦尔
Q36880649,Hanover,family,5,mul ja,2,,Hanover,,汉诺威
Q30323295,Taraldsen,family,5,ja zh,2,Taraldsen,Taraldsen,,
Q116884775,Villumsdatter,family,5,ja zh,2,Villumsdatter,Villumsdatter,,
Q27889368,Førde,family,5,mul ja zh,3,,Førde,,
Q15835964,Mynors,family,5,zh,1,Mynors,Mynors,マイナーズ,
Q45415267,Gother,family,5,ja zh,2,Gother,Gother,,
Q30083749,Nordås,family,5,mul ja zh,3,,Nordås,,
Q96477130,Fleishhacker,family,5,mul ja zh,3,,Fleishhacker,,
Q30747495,Watne,family,5,mul ja zh,3,,Watne,,
Q29043078,Rapoport,family,5,mul,1,,Rapoport,ラポポート,拉波波特
Q4926069,Blennerhassett,family,5,mul zh,2,,Blennerhassett,ブレナーハセット,
Q16865185,Burley,family,5,zh,1,Burley,Burley,バーリー,
Q49406684,Folcker,family,5,ja zh,2,Folcker,Folcker,,
Q33000002,Bick,family,5,mul ja zh,3,,Bick,,
Q21451987,Fairman,family,5,ja,1,Fairman,Fairman,,费尔曼
Q19414237,Tollefsen,family,5,ja zh,2,Tollefsen,Tollefsen,,
Q16543786,Carrillo,family,5,ja,1,Carrillo,Carrillo,,卡里略
Q104539976,de la Barre,family,5,ja zh,2,de La Barre,de La Barre,,
Q37155872,Brugge,family,5,ja zh,2,Brugge,Brugge,,
Q112063557,Perestrelo,family,5,mul ja,2,,Perestrelo,,佩雷斯特雷洛
Q104594161,de Canillac,family,5,ja zh,2,de Canillac,de Canillac,,
Q135936807,Kranichfeld,family,5,mul ja zh,3,,Kranichfeld,,
Q19385118,Parr,family,5,ja zh,2,Parr,Parr,,
Q37507100,Rives,family,5,ja zh,2,Rives,Rives,,
Q21454910,Hoskin,family,5,zh,1,Hoskin,Hoskin,ホスキン,
Q21492925,Clauson,family,5,ja zh,2,Clauson,Clauson,,
Q49699202,Hannover,family,5,ja,1,Hannover,Hannover,,汉诺威
Q83496212,Blümlein,family,5,ja zh,2,Blümlein,Blümlein,,
Q21449472,Hutchins,family,5,zh,1,Hutchins,Hutchins,ハッチンズ,
Q37515290,Supplee,family,5,mul ja zh,3,,Supplee,,
Q19966996,Heltberg,family,5,ja zh,2,Heltberg,Heltberg,,
Q21449532,Björkman,family,5,ja,1,Björkman,Björkman,,比约克曼
Q30079966,Kielland,family,5,mul ja,2,,Kielland,,基兰
Q37132112,Keyser,family,5,ja,1,Keyser,Keyser,,凯泽
Q1158524,Kramer,family,5,zh,1,Kramer,Kramer,クレイマー,
Q122837694,Mosafinn,family,5,ja zh,2,Mosafinn,Mosafinn,,
Q16883852,Stillman,family,5,ja,1,Stillman,Stillman,,斯蒂尔曼
Q16869817,Ely,family,5,ja zh,2,Ely,Ely,,
Q29652545,Thommessen,family,5,mul ja,2,,Thommessen,,汤默森
Q47456923,Stiernman,family,5,ja zh,2,Stiernman,Stiernman,,
Q61950814,Gädda,family,5,mul ja zh,3,,Gädda,,
Q33472746,Jensson,family,5,ja zh,2,Jensson,Jensson,,
Q41905671,Oxenstierna,family,5,ja,1,Oxenstierna,Oxenstierna,,乌克森谢纳
Q37500840,Neset,family,5,ja,1,Neset,Neset,,内塞特
Q27887807,Grip,family,5,mul zh,2,,Grip,グリップ,
Q21430989,Montefiore,family,5,ja zh,2,Montefiore,Montefiore,,
Q28800757,Nuñez,family,5,mul,1,,Nuñez,ヌニェス,努涅斯
Q21491316,Joensen,family,5,ja zh,2,Joensen,Joensen,,
Q28800720,Lacerda,family,5,mul ja,2,,Lacerda,,莱瑟达
Q29653177,Gunning,family,5,mul ja,2,,Gunning,,Gunning
Q21497096,Tauber,family,5,ja zh,2,Tauber,Tauber,,
Q21501551,Pereyra,family,5,zh,1,Pereyra,Pereyra,ペレイラ,
Q106402537,Heidenheim,family,5,ja zh,2,Heidenheim,Heidenheim,,
Q37519592,Nunez,family,5,mul ja,2,,Nunez,,努内斯
Q17764425,Dagestad,family,5,ja zh,2,Dagestad,Dagestad,,
Q37476746,Gimbel,family,5,ja zh,2,Gimbel,Gimbel,,
Q37256971,Mansbach,family,5,ja zh,2,Mansbach,Mansbach,,
Q30153220,Moseid,family,5,mul ja zh,3,,Moseid,,
Q37522378,Hidle,family,5,mul ja zh,3,,Hidle,,
Q37571447,Gotthelf,family,5,zh,1,Gotthelf,Gotthelf,ゴットヘルフ,
Q24475087,Hase,family,5,ja,1,Hase,Hase,,哈泽/黑泽
Q21491636,Feuchtwanger,family,5,mul ja zh,3,,Feuchtwanger,,
Q38887837,Fjell,family,5,ja zh,2,Fjell,Fjell,,
Q27891102,Kurki,family,5,mul zh,2,,Kurki,クルキ,
Q58412152,Ollendorff,family,5,zh,1,Ollendorff,Ollendorff,オルレンドルフ,
Q90737120,Jaqeli,family,5,ja zh,2,Jaqeli,Jaqeli,,
Q21512920,Lemberger,family,5,ja zh,2,Lemberger,Lemberger,,
Q28745164,Smidt,family,5,mul ja,2,,Smidt,,斯密特
Q116214410,Japha,family,5,mul ja zh,3,,Japha,,
Q100337152,Aznárez,family,5,mul ja zh,3,,Aznárez,,
Q16281709,Spiro,family,5,ja zh,2,Spiro,Spiro,,
Q32786093,Adolfsen,family,5,mul ja zh,3,,Adolfsen,,
Q37532056,Blach,family,5,mul ja zh,3,,Blach,,
Q27987772,Pac,family,5,mul ja zh,3,,Pac,,
Q56244673,Wahle,family,5,ja zh,2,Wahle,Wahle,,
Q27882035,Christiansson,family,5,ja,1,Christiansson,Christiansson,,克里斯提安森
Q37260307,Planting,family,5,ja zh,2,Planting,Planting,,
Q30136229,Eger,family,5,ja,1,Eger,Eger,,埃格尔
Q54335444,Bendixson,family,5,ja,1,Bendixson,Bendixson,,本迪克森
Q106333059,Wedeles,family,5,ja zh,2,Wedeles,Wedeles,,
Q37529403,Stordahl,family,5,ja zh,2,Stordahl,Stordahl,,
Q1397106,Sundqvist,family,5,ja,1,Sundqvist,Sundqvist,,松德奎斯特
Q6744382,Malmquist,family,5,ja,1,Malmquist,Malmquist,,马尔姆奎斯特
Q105787347,Braunfels,family,5,ja zh,2,Braunfels,Braunfels,,
Q17126019,Toledano,family,5,mul zh,2,,Toledano,トレダーノ,
Q113009105,Masalskis,family,5,ja zh,2,Masalskis,Masalskis,,
Q37452071,Obermayer,family,5,ja zh,2,Obermayer,Obermayer,,
Q30723946,Aamot,family,5,mul ja zh,3,,Aamot,,
Q36883935,Edinger,family,5,ja,1,Edinger,Edinger,,埃丁格
Q52083991,Wangenheim,family,5,mul ja zh,3,,Wangenheim,,
Q131724679,Coymans,family,5,ja zh,2,Coymans,Coymans,,
Q5645724,Hammerschlag,family,5,mul,1,,Hammerschlag,ハンマーシュラーク,哈默施拉格
Q30136661,Feyling,family,5,mul ja zh,3,,Feyling,,
Q56246095,Peixoto,family,5,mul ja,2,,Peixoto,,佩克索托
Q37048318,Ederer,family,5,ja zh,2,Ederer,Ederer,,
Q21497427,Popplewell,family,5,ja zh,2,Popplewell,Popplewell,,
Q36923567,Benjamins,family,5,ja,1,Benjamins,Benjamins,,本杰明斯
Q37511937,Castriota,family,5,mul ja zh,3,,Castriota,,
Q74081663,Gouffier,family,5,mul ja zh,3,,Gouffier,,
Q85887336,Jouvenel des Ursins,family,5,mul ja zh,3,,Jouvenel des Ursins,,
Q111782058,Grifeo,family,5,mul ja zh,3,,Grifeo,,
Q37505404,Spotswood,family,5,mul ja,2,,Spotswood,,斯波茨伍德
Q16865288,Cadogan,family,5,zh,1,Cadogan,Cadogan,カドガン,
Q15304323,Øverland,family,5,ja,1,Øverland,Øverland,,陆路
Q2605629,Álvares,family,5,mul,1,,Álvares,アルバレス,阿尔瓦雷斯
Q55231915,Tylden,family,5,ja zh,2,Tylden,Tylden,,
Q21487953,Brugman,family,5,ja zh,2,Brugman,Brugman,,
Q21291861,Friberg,family,5,ja,1,Friberg,Friberg,,弗里贝里
Q37532797,Eva,family,5,zh,1,Eva,Eva,エヴァ,
Q106335244,Zons,family,5,ja zh,2,Zons,Zons,,
Q37537899,Daube,family,5,mul ja zh,3,,Daube,,
Q16865377,Carleton,family,5,zh,1,Carleton,Carleton,カールトン,
Q76411346,Passavant,family,5,ja zh,2,Passavant,Passavant,,
Q16883580,Sørnes,family,5,ja zh,2,Sørnes,Sørnes,,
Q12719278,Urdal,family,5,ja zh,2,Urdal,Urdal,,
Q66385735,Schrameck,family,5,mul ja zh,3,,Schrameck,,
Q16877643,Muse,family,5,ja,1,Muse,Muse,,缪斯
Q6452555,Kyrle,family,5,zh,1,Kyrle,Kyrle,カイル,
Q37049436,Rothstein,family,5,ja zh,2,Rothstein,Rothstein,,
Q86505207,Schoug,family,5,mul ja zh,3,,Schoug,,
Q110360168,Arvidsdotter,family,5,mul ja zh,3,,Arvidsdotter,,
Q65109786,Mantoux,family,5,ja,1,Mantoux,Mantoux,,曼图克斯
Q42942449,Dollfus,family,5,ja,1,Dollfus,Dollfus,,多尔夫斯
Q37525636,Rian,family,5,ja zh,2,Rian,Rian,,
Q94041863,Lorsch,family,5,ja zh,2,Lorsch,Lorsch,,
Q30145939,Grimstad,family,5,mul ja zh,3,,Grimstad,,
Q37237439,Loewenberg,family,5,ja zh,2,Loewenberg,Loewenberg,,
Q21491149,Olmstead,family,5,ja zh,2,Olmstead,Olmstead,,
Q21501833,Gatto,family,5,zh,1,Gatto,Gatto,ガット,
Q37470371,Enes,family,5,ja,1,Enes,Enes,,埃内斯
Q68729720,Forester,family,5,mul zh,2,,Forester,フォレスター,
Q15614889,Loewe,family,5,ja,1,Loewe,Loewe,,勒韦
Q23638671,Grabe,family,5,mul zh,2,,Grabe,グレーベ,
Q63225171,Curjel,family,5,mul ja zh,3,,Curjel,,
Q30082632,Tvedt,family,5,mul ja zh,3,,Tvedt,,
Q27943107,Holma,family,5,mul ja zh,3,,Holma,,
Q5558686,Gibbens,family,5,zh,1,Gibbens,Gibbens,ギベンズ,
Q16883826,Steinbach,family,5,ja,1,Steinbach,Steinbach,,斯坦巴克
Q29833180,Frankau,family,5,mul ja zh,3,,Frankau,,
Q121993954,Schnerb,family,5,mul ja zh,3,,Schnerb,,
Q37500042,Edler,family,5,ja zh,2,Edler,Edler,,
Q101039849,Güterbock,family,5,ja zh,2,Güterbock,Güterbock,,
Q27888876,Tønnessen,family,5,ja,1,Tønnessen,Tønnessen,,托内森
Q36933520,Henle,family,5,mul ja zh,3,,Henle,,
Q17128250,Ware,family,5,mul,1,,Ware,ウェア,韦尔
Q37449246,Eppstein,family,5,zh,1,Eppstein,Eppstein,エプスタイン,
Q18410652,Benda,family,5,ja zh,2,Benda,Benda,,
Q16870615,Haynes,family,5,mul,1,,Haynes,ヘインズ,海恩斯
Q27887598,Oscarsson,family,5,ja,1,Oscarsson,Oscarsson,,奥斯卡森
Q105248087,de Chavagnac,family,5,ja zh,2,de Chavagnac,de Chavagnac,,
Q37064666,Breslauer,family,5,ja zh,2,Breslauer,Breslauer,,
Q16877287,Moffett,family,5,zh,1,Moffett,Moffett,モフェット,
Q25114657,Wigney,family,5,ja zh,2,Wigney,Wigney,,
Q62029472,Wittgenstein,family,5,mul,1,,Wittgenstein,ウィトゲンシュタイン,维特根施泰因
Q37308874,Carling,family,5,ja,1,Carling,Carling,,卡林
Q104871313,Poidatz,family,5,ja zh,2,Poidatz,Poidatz,,
Q21493221,Tomlin,family,5,zh,1,Tomlin,Tomlin,トムリン,
Q37570177,Clothier,family,5,ja,1,Clothier,Clothier,,克洛西尔
Q30514098,Quisling,family,5,zh,1,Quisling,Quisling,クイスリング,
Q16870435,Gilliam,family,5,zh,1,Gilliam,Gilliam,ギリアム,
Q37543502,Gerrans,family,5,mul ja zh,3,,Gerrans,,
Q37486526,Gaetani,family,5,ja,1,Gaetani,Gaetani,,盖太尼
Q36940086,Holway,family,5,mul ja zh,3,,Holway,,
Q23133442,Alm,family,5,zh,1,Alm,Alm,アルム,
Q37551898,Nickerson,family,5,ja zh,2,Nickerson,Nickerson,,
Q36930592,Nahm,family,5,mul ja,2,,Nahm,,纳姆
Q29511503,Randell,family,5,mul ja zh,3,,Randell,,
Q16865511,Cheek,family,5,zh,1,Cheek,Cheek,チーク,
Q99906984,Carignani,family,5,ja zh,2,Carignani,Carignani,,
Q799725,Baehr,family,5,ja zh,2,Baehr,Baehr,,
Q27877571,Modig,family,5,mul ja zh,3,,Modig,,
Q12785828,Betancur,family,5,ja,1,Betancur,Betancur,,贝坦库尔
Q47169452,Nebb,family,5,ja zh,2,Nebb,Nebb,,
Q23656861,Blomqvist,family,5,ja,1,Blomqvist,Blomqvist,,布鲁姆奎斯特
Q20997721,Reimers,family,5,ja zh,2,Reimers,Reimers,,
Q25114616,Timpson,family,5,ja zh,2,Timpson,Timpson,,
Q21450739,Tippett,family,5,zh,1,Tippett,Tippett,ティペット,
Q36897288,Stull,family,5,mul ja zh,3,,Stull,,
Q23655555,Bäckström,family,5,mul ja,2,,Bäckström,,巴克斯特伦
Q100701026,Fogaça,family,5,mul ja zh,3,,Fogaça,,
Q106333612,Weissweiler,family,5,ja zh,2,Weissweiler,Weissweiler,,
Q33059989,Varela,family,5,ja,1,Varela,Varela,,瓦雷拉
Q95021213,de Chauvigny de Blot,family,5,mul ja zh,3,,de Chauvigny de Blot,,
Q21002131,Forero,family,5,mul ja,2,,Forero,,福雷罗
Q131552953,von dem Borne,family,5,mul ja,2,,von dem Borne,,冯·德·博尔内
Q67416758,de Guzman,family,5,ja zh,2,de Guzman,de Guzman,,
Q107393959,von Bülow,family,5,zh,1,von Bülow,von Bülow,フォン・ビューロー,
Q104592382,de Grimoard,family,5,ja zh,2,de Grimoard,de Grimoard,,
Q80207000,al-Alawi,family,5,mul ja zh,3,,Al-Alawi,,
Q37489566,KOH,family,5,ja zh,2,Koh,Koh,,
Q52353728,Menashe,given,5,mul ja zh,3,,Menashe,,
Q28035458,Rollo,given,5,zh,1,Rollo,Rollo,ロロ,
Q2140988,Torbjörn,given,5,ja,1,Torbjörn,Torbjörn,,托比约恩
Q96939459,Lauge,given,5,ja,1,Lauge,Lauge,,劳格/劳厄
Q16421720,Brandur,given,5,ja zh,2,Brandur,Brandur,,
Q104543415,Makeda,given,5,mul ja,2,,Makeda,,马凯达
Q115360167,Melvina,given,5,mul ja zh,3,,Melvina,,
Q119109375,Margerie,given,5,ja zh,2,Margerie,Margerie,,
Q4166211,Jimmy,given,5,zh,1,Jimmy,Jimmy,ジミー,
Q51077554,Low,given,5,mul ja zh,3,,Low,,
Q4454132,Lien,given,5,ja,1,Lien,Lien,,利恩
Q60998125,Yehudit,given,5,mul ja zh,3,,Yehudit,,
Q9334021,Saturnina,given,5,ja zh,2,Saturnina,Saturnina,,
Q1231005,Sachiko,given,5,zh,1,さちこ,Sachiko,さちこ,
Q43746694,Gustafva,given,5,mul ja zh,3,,Gustafva,,
Q48981754,Khawla,given,5,mul ja zh,3,,Khawla,,
Q96961654,Wilcox,given,5,mul zh,2,,Wilcox,ウィルコックス,
Q6534657,Leuthard,given,5,ja zh,2,Leuthard,Leuthard,,
Q486457,Anas,given,5,mul,1,,Anas,アンドレウ,阿纳斯
Q104561094,Rab,given,5,ja zh,2,Rab,Rab,,
Q24198058,Rothilde,given,5,ja zh,2,Rothilde,Rothilde,,
Q7857380,Tvrtko,given,5,zh,1,Tvrtko,Tvrtko,トヴルトコ,
Q20872519,Wilmer,given,5,ja,1,Wilmer,Wilmer,,威尔默
Q3366325,Fritiof,given,5,zh,1,Fritiof,Fritiof,フリチョフ,
Q16534327,Byron,given,5,mul,1,,Byron,バイロン,拜伦
Q102885027,Birdie,given,5,ja zh,2,Birdie,Birdie,,
Q97665585,Borrell,given,5,mul ja zh,3,,Borrell,,
Q1509569,Electra,given,5,ja,1,Electra,Electra,,伊莱克特拉
Q65119040,Rice,given,5,zh,1,Rice,Rice,ライス,
Q11917611,Dolça,given,5,ja zh,2,Dolça,Dolça,,
Q16379297,Derenik,given,5,mul ja zh,3,,Derenik,,
Q22672410,Ermesinde,given,5,zh,1,Ermesinde,Ermesinde,エルメシンダ,
Q3474521,Saveria,given,5,ja zh,2,Saveria,Saveria,,
Q125188954,Huán,given,5,mul,1,,Huán,桓,桓
Q21142077,Levina,given,5,ja zh,2,Levina,Levina,,
Q27131268,Thamar,given,5,ja zh,2,Thamar,Thamar,,
Q19689463,Konstanze,given,5,ja zh,2,Konstanze,Konstanze,,
Q21286851,Merrill,given,5,zh,1,Merrill,Merrill,メリル,
Q19266538,Eysteinn,given,5,zh,1,Eysteinn,Eysteinn,エイステイン,
Q43382116,Fulco,given,5,ja zh,2,Fulco,Fulco,,
Q21147578,Camillus,given,5,ja zh,2,Camillus,Camillus,,
Q69243035,Iulius,given,5,ja zh,2,Iulius,Iulius,,
Q20678794,Arcadius,given,5,ja zh,2,Arcadius,Arcadius,,
Q98908607,Hopestill,given,5,mul ja zh,3,,Hopestill,,
Q15819918,Igoris,given,5,ja zh,2,Igoris,Igoris,,
Q22694622,Richwin,given,5,ja zh,2,Richwin,Richwin,,
Q5423486,Eógan,given,5,mul ja zh,3,,Eógan,,
Q21061259,Godofredo,given,5,ja zh,2,Godofredo,Godofredo,,
Q60153665,Johannah,given,5,ja,1,Johannah,Johannah,,乔安娜 (人名)
Q16421550,Bolli,given,5,ja zh,2,Bolli,Bolli,,
Q19968323,Rio,given,5,zh,1,Rio,Rio,リオ,
Q19001528,Ippolito,given,5,zh,1,Ippolito,Ippolito,イッポリト,
Q21061157,Svatopluk,given,5,zh,1,Svatopluk,Svatopluk,スヴァトプルク,
Q26970862,Hallkjell,given,5,ja zh,2,Hallkjell,Hallkjell,,
Q16186126,Karolis,given,5,zh,1,Karolis,Karolis,カロリス,
Q15788888,Blaise,given,5,zh,1,Blaise,Blaise,ブレーズ,
Q24699548,Artus,given,5,ja,1,Artus,Artus,,阿图斯
Q21993666,Halle,given,5,ja zh,2,Halle,Halle,,
Q27454666,Vazul,given,5,ja zh,2,Vazul,Vazul,,
Q96652324,Bula,given,5,zh,1,Bula,Bula,ブラ,
Q375094,Rostam,given,5,ja zh,2,Rostam,Rostam,,
Q5286802,Dobromir,given,5,ja zh,2,Dobromir,Dobromir,,
Q29551474,Gervaise,given,5,ja zh,2,Gervaise,Gervaise,,
Q70000338,Jaromar,given,5,mul ja zh,3,,Jaromar,,
Q81908150,Meng,given,5,ja,1,Meng,Meng,,Meng
Q2376056,Aleid,given,5,ja zh,2,Aleid,Aleid,,
Q137645095,Yishai,given,5,mul ja zh,3,,Yishai,,
Q21142884,Noach,given,5,ja zh,2,Noach,Noach,,
Q112049341,Margarite,given,5,ja zh,2,Margarite,Margarite,,
Q122958929,Skúli,given,5,ja zh,2,Skúli,Skúli,,
Q76527215,Thrugot,given,5,ja zh,2,Thrugot,Thrugot,,
Q72414864,Tasker,given,5,mul zh,2,,Tasker,タスカー,
Q12001012,Skjalg,given,5,ja zh,2,Skjalg,Skjalg,,
Q60925779,Joanes,given,5,mul ja,2,,Joanes,,乔恩斯
Q19968989,Kazimír,given,5,ja zh,2,Kazimír,Kazimír,,
Q5158055,Conaing,given,5,ja zh,2,Conaing,Conaing,,
Q61747876,Brito,given,5,zh,1,Brito,Brito,ブリト,
Q19001598,Albéric,given,5,ja zh,2,Albéric,Albéric,,
Q19400184,Yngvild,given,5,ja,1,Yngvild,Yngvild,,英格维尔德
Q21400937,Bonifazio,given,5,mul ja zh,3,,Bonifazio,,
Q2529536,Vladislovas,given,5,ja zh,2,Vladislovas,Vladislovas,,
Q9168986,Berengaria,given,5,ja zh,2,Berengaria,Berengaria,,
Q54859956,Field,given,5,ja,1,Field,Field,,菲尔德
Q41211341,Manfredi,given,5,ja,1,Manfredi,Manfredi,,曼弗雷迪
Q1465850,Xaveria,given,5,ja zh,2,Xaveria,Xaveria,,
Q19851033,Sigismondo,given,5,ja zh,2,Sigismondo,Sigismondo,,
Q1182214,Dedo,given,5,ja zh,2,Dedo,Dedo,,
Q15897788,Pietari,given,5,mul,1,,Pietari,ピエタリ,皮耶塔里
Q20888797,Della,given,5,zh,1,Della,Della,デラ,
Q22967535,Chilpéric,given,5,zh,1,Chilpéric,Chilpéric,キルペリク,
Q69364114,Abisha,given,5,mul ja zh,3,,Abisha,,
Q3837133,Loreto,given,5,ja,1,Loreto,Loreto,,洛雷托
