han	corpus_count	ko_readings	zh_pinyin	kKorean	kJapaneseOn	kJapaneseKun	definition
昱	19	욱	yù	WUK	IKU	AKIRAKA	bright light, sunlight; dazzling
嶠	19	교	jiào	KYO	KYOU GYOU		high pointed mountain
顗	19		yǐ		GI GE GAI	UYAUYASHII	quiet
史	18	사	shǐ	SA	SHI	FUBITO FUMI SAKAN	history, chronicle, annals
藩	18	번	fān	PEN	HAN	MAGAKI	fence; boundary; outlying border
弓	18	궁	gōng	KWUNG	KYUU	YUMI	bow; curved, arched; Kangxi radical 57
璵	18	여	yú	YE	YO		beautiful jade
楽	18		lè		GAKU RAKU	TANOSHII TANOSHIMU KONOMU	happy, glad; enjoyable; music
甲	18	갑	jiǎ	KAP	KOU KAN	YOROI TSUME KINOE	armor, shell; fingernails; 1st heavenly stem
宍	18		ròu		NIKU	SHISHI	flesh; meat; Kangxi radical 130
企	18	기	qǐ	KI	KI	KUWADATERU KUWADATE	plan a project; stand on tiptoe
桜	18		yīng	AYNG	OU YOU	SAKURA	cherry, cherry blossom
狭	18		xiá		KYOU	SEMAI SEBAMERU SA	narrow, limited; narrow-minded
垂	18	수	chuí	SWU	SUI	TARERU TARASU NANNANTOSU	let down; suspend, hand; down
薊	18	계	jì	KYEY	KEI	AZAMI	genus Cirsium, thistles; surname
鐸	18	탁	duó	THAK	TAKU	SUZU	bell; surname
雷	18	뇌 뢰	léi	LOY	RAI RUI	KAMINARI IKAZUCHI	thunder
難	18	난	nán	NAN NA	NAN	KATAI MUZUKASHII	difficult, arduous, hard; unable
提	18	제	tí	CEY SI	TEI DAI	SAGERU	hold in hand; lift in hand
嶺	18	령 영	lǐng	LYENG	REI RYOU	MINE	mountain ridge, mountain peak
愔	18	음	yīn	UM	IN AN ON	YAWARAGU	comfortable, contented, peaceful
晃	18	황	huǎng	HWANG	KOU	AKIRAKA	bright, dazzling; to sway, shake
頭	18	두	tóu	TWU	TOU ZU TO	ATAMA KASHIRA KOUBE	head; top; chief, first; boss
映	18	영	yìng	YENG	EI YOU	HAERU UTSURU UTSUSU	project; reflect light
楢	18	유	yóu	YU	SHUU YUU	NARA	tinder
徵	18	징	zhǐ zhēng	CING CHI	CHOU CHI	SHIRUSHI MESU	summon, recruit; musical note
宥	18	유	yòu	YU	YUU	YURUSU NADAMERU	forgive, pardon, indulge
裏	18	리 이	lǐ	LI	RI	URA	inside, interior, within
虛	18	허	xū	HE	KYO KO	MUNASHII	false, worthless; empty, hollow; 11th lunar mansion, determi
豫	18	서 예	yù	YEY	YO SHA SHO	ARAKAJIME	relaxed, comfortable, at ease; hexagram ䷏
碩	18	석	shuò	SEK	SEKI	OOKII	great, eminent; large, big
斌	18	빈	bīn	PIN	HIN	URUWASHII	refined, having both appearance
鄆	18		yùn		UN		surname; an ancient town's name
配	18	배	pèi	PAY	HAI	KUBARU NARABU NARABERU	match, pair; equal; blend
裴	18	배	péi	PAY	HAI HI BE	TACHIMOTOORU	surname; look of a flowing gown
諤	18	악	è	AK	GAKU	IIARASOU WAMEKU KAKINARASU	honest speech, straightforward
含	17	함	hán	HAM	GAN	FUKUMU FUKUMERU	hold in mouth; cherish; contain
序	17	서	xù	SE	JO	TSUIDE NOBERU	series, serial order, sequence
鄂	17	악	è	AK	GAKU	KAGIRI ODOROKU	Hubei province; startled
察	17	찰	chá	CHAL	SATSU SECHI	SHIRU MIRU AKIRAKA	examine, investigate; notice
督	17	독	dū	TOK	TOKU	MIRU UNAGASU HIKIIRU	supervise, oversee, direct
濃	17	농	nóng	NONG	NOU JOU	KOI KOMAYAKA	thick, strong, concentrated
磯	17	기	jī	KI	KI	ISO	jetty; submerged rock; eddy
速	17	속	sù	SOK	SOKU	HAYAI SUMIYAKA	quick, prompt, speedy
気	17		qì	KI	KI KE	IKI	air, gas, steam, vapor; spirit
倭	17	왜	wō	WI WAY	I WA	SHITAGAU YAMATO	dwarf; dwarfish, short
草	17	초	cǎo	CHO	SOU	KUSA	grass, straw, thatch, herbs
縁	17		yuán	YEN TAN	EN	FUCHI HERI YORU	hem
彌	17	미	mí	MI	BI MI GEI	HISASHII WATARU AMANESHI	extensive, full; fill; complete
寄	17	기	jì	KI	KI	YORU YOSERU YOSE	send, transmit, mail; rely on
執	17	집	zhí	CIP	SHITSU SHUU	TORU TORAERU	hold in hand; keep; carry out
楨	17	정	zhēn	CENG	TEI CHOU	NEZUMIMOCHI	hardwood; supports, posts
緝	17	집	jī	CIP CUP	SHUU	TSUMUGU	to sew in close stitches
憑	17	빙	píng	PING	HYOU	YORU TANOMU TSUKU	lean on, depend on, rely on
椿	17	춘	chūn	CHWUN	CHIN CHUN	TSUBAKI	father; a plant with white flowers
鑒	17	감	jiàn	KAM	KAN	KAGAMI KANGAMIRU	mirror, looking glass; reflect
悌	17	제	tì	CEY	TEI	SUNAO YASURAKA HIRAKU	brotherly, respectful
皓	17	호	hào	HO	KOU	HIKARU SHIROI	bright, luminous; clear; hoary
库	17		kù				armory, treasury, storehouse
乡	17		xiāng				country; rural; village
遷	17	천	qiān	CHEN	SEN	UTSURU UTSUSU	move, shift, change; transfer
瑩	17	영 형	yíng	HYENG YENG	EI	AKIRAKA MIGAKU SHIBOMU	lustre of gems; bright, lustrous
丁	17	정	dīng	CENG	TEI CHOU TOU	HINOTO ATARU YOBORO	male adult; robust, vigorous; 4th heavenly stem
邵	17	소	shào	SO	SHOU JOU		surname; various place names
及	17	급	jí	KUP	KYUU	OYOBU OYOBI OYOBOSU	extend; reach; come up to; and
耆	17	기	qí	KI CHI	KI GI SHI	OIRU	man of sixty; aged, old
協	17	협	xié	HYEP	KYOU	KANAU	be united; cooperate
珣	17	순	xún	SWUN	SHUN	TAMA	name of a kind of jade
儁	17	준	jùn	CWUN	SHUN	SUGURERU	outstanding, fine; superior; talented, capable; handsome
冀	17	기	jì	KI	KI	KOINEGAU KOINEGAWA	hope for; wish; Hebei province
爲	17	위	wèi	WI	I	TSUKURU NASU TAME	do, handle, govern, act; be
詵	17	선	shēn	SEN	SHIN SEN	TORU	inquire, question; numerous
膺	17	응	yīng	UNG	YOU OU	MUNE	breast, chest; undertake, bear
聰	17	총	cōng	CHONG	SOU	SATOI	intelligent, clever, bright
晁	17	조	cháo	CO	CHOU	ASA	morning, dawn; surname
蘊	17	온	yùn	ON	UN ON	TSUMU TAKUWAERU OSAMERU	collect, gather, store; profound; (Budd.) skandha
巽	17	손	xùn	SON	SON	TATSUMI	south-east; mild, modest, obedient; trigram ☴; hexagram ䷸
來	17	내 래	lái	LAY	RAI	KURU	come, coming; return, returning
汴	17	판	biàn	PHA	HEN BEN		name of a river in Henan; Henan
琬	17	완	wǎn	WAN	EN ON WAN		the virtue of a gentleman; jade
歷	17	력 역	lì	LYEK			history; past; to take place
密	16	밀	mì	MIL	MITSU	SHIGESHI HISOKA HISOKANI	dense, thick, close; intimate
勇	16	용	yǒng	YONG	YUU	ISAMASHII ISAMU	brave, courageous, fierce
征	16	정	zhēng	CENG	SEI	UTSU YUKU TORU	invade, attack, conquer
湯	16	탕	tāng	THANG SANG	TOU SHOU	YU	hot water; soup, gravy, broth
句	16	구 귀	jù	KWU KWI	KU KOU		sentence
斐	16	비	fěi	PI	HI	AYA	graceful, elegant, beautiful
梶	16	미	wěi	MI	BI	KOZUE KAJI	oar, shaft
凝	16	응	níng	UNG	GYOU	KORU KORASU	coagulate; congeal; freeze
梨	16	리 이	lí	LI	RI	NASHI	pear; opera; cut, slash
央	16	앙	yāng	ANG	OU	NAKABA	center, conclude, run out; beg
願	16	원	yuàn	WEN	GAN GEN	NEGAU NEGAI	desire, want; wish; ambition
聲	16	성	shēng	SENG	SEI SHOU	KOE	sound, voice, noise; tone; music
禧	16	희	xǐ	HUY	KI	SAIWAI	happiness; congratulations
律	16	률 율	lǜ	LYUL	RITSU RICHI	NORI	statute, principle, regulation
瑛	16	영	yīng	YENG	EI YOU		luster of gem; crystal
鄰	16	린	lín	LIN	RIN	TONARI TONARU	neighbor; neighborhood
書	16	서	shū	SE	SHO	KAKU FUMI	book, letter, document; writings
念	16	념 염	niàn	NYEM	NEN	OMOU NENJIRU	think of, recall, study
寵	16	총	chǒng	CHONG	CHOU	MEGUMI MEGUMU	favorite, concubine; favor
庚	16	경	gēng	KYENG	KOU	KANOE	7th heavenly stem
拱	16	공	gǒng	KONG	KYOU	KOMANUKU	fold hands on breast; bow, salute
交	16	교	jiāo	KYO	KOU KYOU	MAJIWARU MAJIRU KAU	mix; intersect; exchange, communicate; deliver
準	16	준	zhǔn	CWUN CEL	JUN SETSU	HITOSHII MIZUMORI NORI	rule, guideline, standard
適	16	적	shì	CEK CHEK	TEKI SEKI	YUKU KANAU MASANI	match, comfortable; just
潮	16	조	cháo	CO	CHOU	SHIO USHIO	tide; moist, wet, damp; flow
諾	16	낙 락	nuò	NAK LAK	DAKU	UBENAU	promise; assent, approve
璧	16	벽	bì	PYEK	HEKI	TAMA	piece of jade with hole in it
環	16	환	huán	HWAN	KAN	TAMAKI WA MEGURU	jade ring or bracelet; ring
瓌	16		guī		KAI	TAMA MEZURASHII	extraordinary, fabulous
循	16	순	xún	SWUN	JUN	SHITAGAU	obey, comply with, follow
琦	16	기	qí	KI	KI GI	TAMA	gem, precious stone, jade
龜	16	구 귀 균	guī	KWU KYUN KWI	KI KYUU KIN	KAME	turtle or tortoise; cuckold; Kangxi radical 213
紳	16	신	shēn	SIN	SHIN	OOOBI	girdle; tie, bind; gentry
龐	16	방	páng	PANG NONG	HOU BOU ROU RU	TAKADONO	disorderly, messy; huge, big
銅	16	동	tóng	TONG	DOU TOU	AKAGANE	copper (element 29, Cu); brass, bronze
谿	16	계	xī	KYEY	KEI KAI	TANIGAWA	valley, gorge; mountain stream
冏	16	경	jiǒng	KYENG	KEI KYOU	AKIRAKA	(archaic form of 炯) light, bright
瑗	15	원	yuàn	WEN	EN ON KAN GEN		large ring of fine jade
称	15		chēng	CHING	SHOU	HAKARU TONAERU AGERU	call; name, brand; address; say
槐	15	괴	huái	KOY	KAI	ENJU	locust tree
勘	15	감	kān	KAM	KAN	KANGAERU	investigate; compare; collate
茶	15	다 차	chá	TA CHA	CHA SA TA	CHA	tea
証	15	정	zhèng	CENG	SHOU SEI	AKASHI	prove, confirm, verify; proof
尭	15		yáo	YO	GYOU	TAKAI	a legendary ancient emperor-sage
予	15	여	yǔ	YE	YO SHA	ATAERU ARAKAJIME	I, me; to give
塩	15	염	yán	YEM	EN	SHIO	salt
健	15	건	jiàn	KEN KYEN	KEN	SUKOYAKA TAKESHI SHITATAKA	strong, robust, healthy; strength
忽	15	홀	hū	HOL	KOTSU	YURUGASENI TACHIMACHI	suddenly, abruptly; neglect
莫	15	막	mò	MAK MO	BO BAKU MAKU	KURE NAI NAKARE	do not, is not, can not; negative
恂	15	순	xún	SWUN CWUN	JUN SHUN	MAKOTO	careful, sincere, honest; trust
樋	15	통	tōng	THONG	TOU	HI	tree name
槻	15	규	guī	KYU	KI	TSUKI	zelkova tree
鸞	15	난 란	luán	LAN	RAN		mythical bird related to the phoenix
救	15	구	jiù	KWU	KYUU GU	SUKUU SUKUI	save, rescue, relieve; help, aid
單	15	단	dān	TAN SEN	TAN	HITOE	single, individual, only; lone
萩	15	추	qiū	CHWU	SHUU	HAGI	scandent hop; tree
諫	15	간	jiàn	KAN	KAN	ISAMERU ISAME	remonstrate, admonish
祿	15	녹 록	lù	LOK	ROKU	SAIWAI FUCHI	blessing, happiness, prosperity
亭	15	정	tíng	CENG	TEI CHOU CHIN	AZUMAYA	pavilion; erect
昆	15	곤	kūn	KON HON	KON	ANI	elder brother; descendants
邁	15	매	mài	MAY	BAI MAI	YUKU SUGIRU TSUTOMERU	take a big stride; pass by
該	15	해	gāi	HAY	GAI KAI	KANERU SONO	should, ought to, need to
惇	15	돈	dūn	TON	TON JUN	ATSUI MAKOTO	be kind, cordial, sincere
共	15	공	gòng	KONG	KYOU	TOMO TOMONI DOMO	together with, all, total; to share
鍾	15	종	zhōng	CONG	SHOU	SAKAZUKI ATSUMERU	cup, glass, goblet; surname
昶	15	창	chǎng	CHANG	CHOU	NAGAI TOORU NOBIRU	a long day. bright. extended. clear
贄	15	지	zhì	CI	SHI	NIE	gift to a superior; gift given at first meeting
溥	15	보 부	pǔ	PWU PAK	HO FU HAKU	AMANESHI	big, great, vast, wide; widespread
伸	15	신	shēn	SIN	SHIN	NOBIRU NOBASU	extend, stretch out, open up; trust
睿	15	예	ruì	YEY	EI	AKIRAKA	shrewd, astute, clever, keen
纘	15	찬	zuǎn	CHAN	SAN	TSUGU	continue, carry on, succeed
勳	15	훈	xūn	HWUN	KUN	ISAO	meritorious deed; merits; rank
璘	15	린 인	lín	LIN	RIN		luster of jade
損	15	손	sǔn	SON	SON	SOKONAU HERU SOKONERU	diminish; impair; injure; hexagram ䷨
閔	15	민	mǐn	MIN	BIN MIN	AWAREMU UREERU	mourn, grieve; urge on, incite
淮	15	회	huái	HOY	WAI KAI	HITOSHIKUSURU KAKOMU	river in Anhui province
羲	15	희	xī	HUY	GI KI	IKI	surname
魁	15	괴	kuí	KOY	KAI	KASHIRA SAKIGAKE	chief; leader; best; monstrous
遇	15	우	yù	WU	GUU KU	AU MOTENASU TAMATAMA	meet, come across, encounter
愷	15	개	kǎi	KAY	KAI GAI	TANOSHIMU	enjoy, be contented, joyful
佛	15	불	fú	PWUL PHIL	BUTSU FUTSU HOTSU	HOTOKE	Buddha; of Buddhism; merciful person; Buddhist image; the de
衢	15	구	qú	KWU	KU	MICHI	highway; thoroughfare, intersection
昕	15	흔	xīn	HUN	KIN KON KI	ASA	dawn; early morning; day
謐	15	밀	mì	MIL	HITSU BITSU	SHIZUKA	calm, quiet, still; cautious
鞏	15	공	gǒng	KONG	KYOU	KATAI	bind; firm, secure, strong
顒	15	옹	yóng	ONG	GYOU GU	OOKII	solemn, large, grand, majestic
誡	15	계	jiè	KYEY	KAI	IMASHIMERU	warn, admonish; warning
潔	14	결	jié	KYEL	KETSU	ISAGYOI	clean, purify, pure
吴	14		wú	O	GO	KURE KURERU	name of warring state; surname
滿	14	만	mǎn	MAN	MAN BAN	MICHIRU MITASU	fill; full, satisfied
炎	14	담 염	yán	YEM	EN TAN	HONOO MOERU	flame, blaze; hot
悦	14		yuè	YEL	ETSU	YOROKOBU	pleased, contented, gratified
監	14	감	jiān	KAM	KAN	MIRU	supervise, control, direct
霊	14		líng		REI RYOU	TAMA	spirit, soul; spiritual world
渓	14		xī		KEI	TANI	mountain stream, creek
随	14		suí	SWU	ZUI SUI	SHITAGAU	follow, listen to, submit to
桃	14	도	táo	TO	TOU	MOMO	peach; marriage; surname
髪	14		fà fǎ		HATSU	KAMI	hair
帯	14		dài	TAY	TAI	OBI OBIRU	belt
賈	14	가 고	jiǎ	KA KO	KO	AKINAU AKINAI URU	surname; merchant; buy, trade
乘	14	승	chéng	SUNG	JOU SHOU	NORU	ride, ascend; avail oneself of; numerary adjunct for vehicle
了	14	료 요	le	LYO	RYOU	OWARU TSUINI	to finish; particle of completed action
柯	14	가	kē	KA	KA	E	axe-handle; stalk, bough; surname
旺	14	왕	wàng	WANG	OU	SAKAN	prosper; prosperous; increase
辯	14	변	biàn	PYEN	BEN HEN	WAKERU ARASOU	dispute, argue, debate, discuss
发	14		fā				issue, dispatch, send out; hair
瓚	14	찬	zàn	CHAN	SAN ZAN		ceremonial libation cup
琇	14	수	xiù	SWU	SHUU SHU YUU U		coarse variety of jasper or jade
括	14	괄	kuò	KWAL	KATSU	KUKURU KUKURI	include, embrace, enclose
綰	14	관	wǎn	KWAN	WAN	WAGANERU TAKURU	to string together, to bind up
朔	14	삭	shuò	SAK	SAKU	TSUITACHI	first day of lunar month; the north
體	14	체	tǐ	CHEY	TEI TAI	KARADA	body; group, class, body, unit
稱	14	칭	chēng	CHING	SHOU	HAKARU TONAERU TATAERU	call; name, brand; address; say
潘	14	반	pān	PAN PEN	HAN	SHIROMIZU UZUMAKI AFURERU	surname; water in which rice has been rinsed; a river that f
勉	14	면	miǎn	MYEN	BEN	TSUTOMERU	endeavor, make effort; urge
隨	14	수	suí	SWU	ZUI SUI	SHITAGAU	follow, listen to, submit; to accompany; subsequently, then;
侃	14	간	kǎn	KAN	KAN	TSUYOI	upright and strong; amiable
粲	14	찬	càn	CHAN	SAN	II	polish; bright, radiant; smiling
璿	14	선	xuán	SEN	SEN ZEN KEI KE		fine jade
漸	14	점	jiàn	CEM CHAM	ZEN SEN ZAN	SUSUMU YOUYAKU	gradually; hexagram ䷴
暕	14		jiǎn				
晞	14	희	xī	HUY	KI	KAWAKU	dry, expose sun; dawn
泽	14		zé				marsh, swamp; grace, brilliance
谢	14		xiè				thank; decline
卞	14	변	biàn	PYEN	HEN HAN BEN	NORI	to be impatient, in a hurry; excitable
熟	14	숙	shú	SWUK	JUKU	URERU NIRU TSURATSURA	well-cooked; ripe; familiar with
勵	14	려 여	lì	LYE	REI	HAGEMU	strive; encourage
猛	13	맹	měng	MAYNG	MOU BOU	TAKESHI	violent, savage, cruel; bold
汗	13	한	hàn	HAN	KAN	ASE	perspiration, sweat
显	13		xiǎn				manifest, display; evident, clear
玖	13	구	jiǔ	KWU	KYUU KU		black-colored jade
寓	13	우	yù	WU	GUU GYO	YORU YOSERU KAKOTSUKERU	residence; lodge; dwell
群	13	군	qún	KWUN	GUN KUN	MURAGARU MURERU	group, crowd, multitude, mob
璉	13	련 연	liǎn	LYEN	RIN	UTSUWA	a vessel used hold grain offerings
談	13	담	tán	TAM	DAN TAN	KATARU	talk; conversation; surname
辟	13	벽 피	pì	PHI PYEK	HEKI HI BI	KIMI MESU HIRAKU	law, rule; open up, develop
豁	13	활	huō	HWAL	KATSU	HIRAKERU HIROI	open up, clear; exempt
罕	13	한	hǎn	HAN	KAN	MARE	rare, scarce; surname
更	13	갱 경	gèng	KYENG KAYNG	KOU	SARA FUKERU ARATAMERU	more, still further, much more; to change, alter
猪	13	저	zhū	CE	CHO	INOSHISHI I	pig, hog, wild boar
薫	13	훈	xūn	HWUN	KUN	KAORU KAORIGUSA KAORI	a medicinal herb; to cauterize
鳴	13	명	míng	MYENG	MEI	NAKU NARU NARASU	cry of bird or animal; make sound
袁	13	원	yuán	WEN	EN ON		robe; surname
影	13	영	yǐng	YENG	EI YOU	KAGE	shadow; image, reflection; photograph
栖	13	서	qī	SE	SEI	SUMU	perch; roost; stay
弗	13	불	fú	PWUL	FUTSU BOTSU	DORU	not, negative
必	13	필	bì	PHIL	HITSU	KANARAZU	surely, most certainly; must
沮	13	저	jǔ	CE	SHO SO	HABAMU	stop, prevent; defeated, dejected
専	13		zhuān	CEN	SEN	MOPPARA	monopolize, take sole possession
選	13	선	xuǎn	SEN	SEN SAN	ERABU	choose, select; elect; election
供	13	공	gōng	KONG	KYOU KU	SONAERU TOMO SONAE	supply, provide for; offer in worship
税	13		shuì	SEY THAL	ZEI DATSU ETSU	MITSUGI	taxes
謹	13	근	jǐn	KUN	KIN	TSUTSUSHIMU	prudent, cautious; attentive
吾	13	오	wú	O	GO	WARE	i, my, our; resist, impede
荣	13	영	róng				glory, honor; flourish, prosper
疑	13	의	yí	UY UNG	GI KYOU	UTAGAU UTAGAI UTAGAWASHI	doubt, question, suspect
各	13	각	gè	KAK	KAKU	ONOONO	each, individually, every, all
放	13	방	fàng	PANG	HOU	HANASU HANATSU YURUSU	put, release, free, liberate
婁	13	루	lóu	LWU	ROU RU RUI	MUNASHII ARAI OSAMERU	surname; to wear; 16th lunar mansion, determinative star β A
展	13	전	zhǎn	CEN	TEN	TSURANERU NOBERU NOBIRU	open, unfold; stretch, extend
浚	13	준	jùn	CWUN	SHUN	SARAU	dredge
銓	13	전	quán	CEN	SEN	HAKARI HAKARU	weigh, measure; select officials
構	13	구	gòu	KWU	KOU	KAMAERU KAMAE KAMAU	frame, building, structure
璟	13	경	jǐng	KYENG	EI YOU KEI KYOU		luster of gem
聘	13	빙	pìn	PING	HEI	TOU MESU	engage, employ; betroth
誕	13	탄	dàn	THAN	TAN	ITSUWARU	to bear children, give birth; birth
蔚	13	울	wèi	WUL WI	UTSU I	OTOKOYOMOKI	luxuriant, thick; ornamental
遺	13	유	yí	YU	I YUI	NOKOSU WASURERU SUTERU	lose; articles lost; omit
樞	13	추	shū	CHWU WU	SUU SHU	TOBOSO KARAKURI	door hinge; pivot; center of power
賁	13	분	bì	PWUN	HI FUN HON	KAZARU KAWARU MAJIRU	forge ahead; energetic; surname; hexagram ䷕
琨	13	곤	kūn	KON	KON		beautiful jade, precious stones
陝	13	섬	shǎn	SEM	SEN		mountain pass; Shaanxi province
琉	13	류 유	liú	LYU	RYUU RU		sparkling stone; glazed, opaque
鄄	13		juàn		KEN SEN SHIN IN		a county in Shandong
繪	13	회	huì	HOY	KAI E	SHISHUUMOYO EGAKU	draw, sketch, paint
陟	13	척	zhì	CHEK	CHOKU TOKU	NOBORU	climb, scale, ascend; proceed
璆	13	구	qiú	KWU	KYUU KU YUU YU		beautiful jade; tinkle
踐	13	천	jiàn	CHEN	SEN	FUMU	trample, tread upon, walk on
朏	12		fěi		HI HAI HOTSU	MIKAZUKI KURAI OROKA	light of crescent moon
兴	12		xìng				thrive, prosper, flourish
柄	12	병	bǐng	PYENG	HEI HYOU	E GARA TSUKA	handle, lever, knob; authority
爵	12	작	jué	CAK	SHAKU	SAKAZUKI	feudal title or rank
巴	12	파	bā	PHA	HA	TOMOE	greatly desire, anxiously hope
但	12	단	dàn	TAN	TAN DAN	TADASHI TADA	only; but, however, yet, still
琴	12	금	qín	KUM	KIN	KOTO	Chinese lute or guitar
苗	12	묘	miáo	MYO	BYOU MYOU	NAE KARI	sprouts; Miao nationality
衆	12	중	zhòng	CWUNG	SHUU SHU	OOI	multitude, crowd; masses, public
嶽	12	악	yuè	AK	GAKU	TAKE	mountain peak, summit
陛	12	폐	bì	PHYEY	HEI	KIZAHASHI	steps leading throne; throne
總	12	총	zǒng	CHONG	SOU	FUSA SUBERU SUBETE	collect; overall, altogether
綿	12	면	mián	MYEN	MEN BEN	WATA TSURANARU	cotton wad; wool; soft, downy
形	12	형	xíng	HYENG	KEI GYOU	KATACHI KATA ARAWARERU	form, shape, appearance
乎	12	호	hū	HO	KO	YO KANA KA	interrogative or exclamatory final particle
倶	12		jù	KWU	KU	TOMONI	all
熾	12	치	chì	CHI	SHI	SAKAN	burning-hot, intense; to burn, blaze; splendid, illustrious
隣	12	린 인	lín	LIN	RIN	TONARI TONARU	neighbor; neighboring; adjacent
欣	12	흔	xīn	HUN	GON KIN KON	YOROKOBU	happy, joyous, delighted
哥	12	가	gē	KA	KA	UTAU	elder brother
兀	12	올	wù	OL	KOTSU GOTSU	TAKAI HAGERU ASHIKIRU	to cut off the feet
勰	12		xié	HYEP	KYOU GYOU	KANAU AU	peaceful, harmonious
詳	12	상	xiáng	SANG YANG	SHOU YOU	KUWASHII TSUMABIRAKA	detailed, complete, thorough
祇	12	기	qí	KI CI	KI GI SHI	KUNITSUKAMI TADA MASANI	the spirit of the earth; (same as 只) only, merely, but
味	12	미	wèi	MI	MI BI	AJI AJIWAU	taste, smell, odor; delicacy
岸	12	안	àn	AN	GAN	KISHI	bank, shore; beach, coast
掛	12	괘	guà	KWAY	KA KAI	KAKERU KAKARU KAKARI	hang, suspend; suspense
婚	12	혼	hūn	HON	KON	ENGUMI	get married; marriage, wedding
贇	12	빈 윤	yūn	YUN	IN		affable, agreeable, pleasant
格	12	격	gé	KYEK NAK	KOU KAKU KYAKU	TADASU ITARU	pattern, standard, form; style
云	12	운	yún	WUN	UN	IU	say, speak; clouds
煒	12	위 휘	wěi	WI	I KI		brilliant red; glowing
暹	12	섬	xiān	SEM	SEN	SUSUMU	rise; advance, go forward
敞	12	창	chǎng	CHANG	SHOU	TAKAI HOGARAKA	roomy, spacious, open, broad
樺	12	화	huà	HWA	KA	KABA	type of birch
黑	12	흑	hēi	HUK	KOKU	KUROI KURO	black; dark; evil, sinister; Kangxi radical 203
頌	12	송	sòng	SONG YONG	SHOU JU YOU	HOMERU TATAERU KATACHI	laud, acclaim; hymn; ode
縱	12	종	zòng	CONG CHONG	JUU SHOU	TATE	indulge in, give free reign to
悰	12	종	cóng	CONG	SOU ZU	TANOSHIMU	enjoy, amuse, please; joy
貢	12	공	gòng	KONG	KOU KU	MITSUGU MITSUGI	offer tribute; tribute, gifts
識	12	식 지	shí shì	SIK CI	SHIKI SHOKU SHI	SHIRU SHIRUSHI SHIRUSU	recognize, understand, know
曉	12	효	xiǎo	HYO	GYOU KYOU	AKATSUKI SATORU	dawn, daybreak; clear, explicit
曄	12	엽	yè	YEP	YOU	KAGAYAKU	bright; radiant; thriving
僖	12	희	xī	HUY	KI	YOROKOBU	joy, gladness, delight; surname
伋	12	급	jí	KUP	KYUU	KIBISHII	deceptive
援	12	원	yuán	WEN	EN	TASUKERU HIKU TASUKE	aid, assist; lead; cite
庾	12	유	yǔ	YU	YU	KURA	granary; storehouse
霖	12	림	lín	LIM	RIN	NAGAAME	long spell of rain, copious rain
蘄	12	기	qí	KI	KI GI KE KIN GON		variety of Artemisia
肱	12	굉	gōng	KOYNG	KOU	HIJI	forearm
羋	12		mǐ	MI	BA MA BI MI		bleat of sheep; surname
產	12	산	chǎn	SAN	SAN	UMARERU UBU UMU	give birth, bring forth, produce
峴	12	현	xiàn	HYEN	KEN GEN	KEWASHII	steep hill; mountain in Hubei
失	12	실	shī	SIL	SHITSU ITSU	USHINAU	lose; make mistake, neglect
縉	12	진	jìn	CIN	SHIN	SASHIHASAMU	red silk
纂	12	찬	zuǎn	CHAN	SAN	ATSUMERU	edit, compile; topknot, chignon
曠	12	광	kuàng	KWANG	KOU	AKIRAKA MUNASHII	extensive, wide, broad; empty
聶	12	섭	niè	SEP	JOU NYOU SHOU	SASAYAKU	whisper; surname
闕	12	궐	què	KWEL	KETSU	KAKERU	watch tower; palace
強	12	강	qiáng	KANG	KYOU GOU	TSUYOI SHIIRU TSUYOMARU	strong, powerful, energetic
瑱	12	전 진	tiàn	CEN	TEN CHIN SHIN	MIMIDAMA	a gem used as ear plug; a jade earring
淹	12	엄	yān	EM	EN YOU	HITASU HISASHII TODOMARU	drown; cover with liquid, steep
韜	11	도	tāo	TO	TOU	YUBUKURO	sheath, scabbard, bow case
僑	11	교	qiáo	KYO	KYOU	TAKAI	sojourn, lodge
稹	11	진	zhěn	CIN	SHIN TEN DEN HEN	SHIGERU	detailed, fine; closely woven
蔣	11	장	jiǎng	CANG	SHOU SOU	MAKOMO HAGEMASU	surname; Hydropyrum latifolium
董	11	동	dǒng	TONG	TOU	TADASU	direct, supervise; surname
號	11	호	hào	HO	GOU KOU	SAKEBU YOBINA	mark, sign; symbol; number
耕	11	경	gēng	KYENG	KOU	TAGAYASU	plow, cultivate
贤	11		xián				virtuous, worthy, good; able
亚	11		yà				Asia; second
副	11	부	fù	PWU POK	FUKU	SOU SOE	assist; supplement; assistant
塚	11	총	zhǒng	CHONG	CHOU	TSUKA	cemetery; tomb, burial mound
矢	11	시	shǐ	SI	SHI	YA CHIKAU TSURANERU	arrow, dart; vow, swear
曇	11	담	tán	TAM	DON TAN	KUMORU KUMORI	become cloudy, overcast
衣	11	의	yī	UY	I E	KOROMO KIRU	clothes, clothing; cover, skin; Kangxi radical 145
檀	11	단	tán	TAN	TAN DAN	MAYUMI	sandalwood, hardwood; surname
嵯	11	차	cuó	CHA CHI	SA SHI	KEWASHII TAKAI	high, towering; irregular, rugged
甚	11	심	shèn	SIM	SHIN JIN	HANAHADA NANI	great extent; considerably
鉄	11	철	zhí	CHEL	TETSU	KUROGANE	iron; strong, solid, firm
火	11	화	huǒ	HWA	KA KO	HI YAKU	fire, flame; burn; anger, rage
