geni_id,field,value,numeral_tokens,found_in
362185222750011958,SURN,of Cumans / Kuman,/,exports/8-19 exports/export-Forest-6000000227295719853.ged
362185222750011958,SURN,Половецкая / Кумана,/,exports/8-19 exports/export-Forest-6000000227295719853.ged
363146709300006356,GIVN,4,4,exports/abul-hamza-descendants/export-Descendants-6000000227709106861.ged
363871132870012262,GIVN,Mieszko I,I,exports/bure-campaign/export-Ancestors-6000000227464556886.ged
363871132870012262,GIVN,Mieszko I.,I.,exports/bure-campaign/export-Ancestors-6000000227464556886.ged
363871132870012262,GIVN,Měšek I.,I.,exports/bure-campaign/export-Ancestors-6000000227464556886.ged
363871132870012262,GIVN,Мешко I,I,exports/bure-campaign/export-Ancestors-6000000227464556886.ged
363883666190011719,GIVN,Boleslovas IV Garbanius,IV,exports/8-19 exports/export-Forest-6000000227295719853.ged
363883666190011719,GIVN,Bolesław IV Kędzierzawy,IV,exports/8-19 exports/export-Forest-6000000227295719853.ged
363883666190011719,GIVN,Bolesław IV the Curly IV,IV IV,exports/8-19 exports/export-Forest-6000000227295719853.ged
363883666190011719,GIVN,Болеслав IV Кудрявый,IV,exports/8-19 exports/export-Forest-6000000227295719853.ged
363920011020004040,GIVN,"Henry I ""the Bearded"" ´der Bärtige`",I,exports/8-19 exports/export-Forest-6000000227295719853.ged
363920011020004040,GIVN,Henryk I,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
364412251300001506,GIVN,Henryk IV Probus Probus of,IV,exports/8-19 exports/export-Forest-6000000227295719853.ged
364522820420013688,GIVN,Kazimierz II łęczycki,II,exports/8-19 exports/export-Forest-6000000227295719853.ged
364546996610002449,GIVN,I. János,I.,exports/8-19 exports/export-Descendants-6000000227295719853.ged
364546996610002449,NICK,Zápolya János; Johannes Rex I,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
364559039180004293,GIVN,Maximilian III,III,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
364566315160011108,GIVN,Jørgen / George Ommundsen,/,exports/chain-seeds/export-Forest-6000000227324494828.ged
366042735470013352,GIVN,Louis I Dampiere,I,exports/chain-seeds/export-Forest-6000000227313486929.ged
366102082340012185,GIVN,Waudbert IV,IV,exports/archive/export-geni/export-Forest-13.ged
367184923220003828,GIVN,Sung Lull 崇樓 2,2,exports/gaps/export-Descendants-6000000227086452843.ged
367850986040012758,NICK,Rabbi Nathan Neta III Naphtali Hirtz Spira Author Megale Amukot,III,exports/gaps/export-Descendants-6000000227227041063.ged
367994656310012788,SURN,Gann / Gen,/,exports/chain-seeds/export-Forest-6000000227323649841.ged
368713820640003185,GIVN,Ludvig / Louis,/,exports/8-19 exports/export-Forest-6000000227295719853.ged
368714613840011374,GIVN,"Carlo III ""il Piccolo""",III,exports/8-19 exports/export-Forest-6000000227297512829.ged
368714613840011374,GIVN,"Charles III ""the Short""",III,exports/8-19 exports/export-Forest-6000000227297512829.ged
368714613840011374,NICK,Carlo II d'ungheria,II,exports/8-19 exports/export-Forest-6000000227297512829.ged
368714613840011374,NICK,Carlo III di Napoli,III,exports/8-19 exports/export-Forest-6000000227297512829.ged
370813395120004241,NICK,Matyas Kiraly 1.,1.,exports/8-19 exports/export-Forest-6000000227297512829.ged
370822999470007686,NICK,II. János,II.,exports/8-19 exports/export-Descendants-6000000227295719853.ged
371557292600012226,GIVN,Hans Andersen (1),(1),exports/hiuler/export-Forest-6000000227675436876.ged
371557948220011218,GIVN,Hans Andersen (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
373180206770011475,GIVN,Søren Iversen (1),(1),exports/hiuler/export-Forest-6000000227675436876.ged
373180945250011692,GIVN,Søren Iversen (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
373216446170012997,GIVN,Maren Hansdatter (1),(1),exports/hiuler/export-Forest-6000000227675436876.ged
373217152360012037,GIVN,Maren Hansdatter (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
373217761510004301,GIVN,Maren Hansdatter (3),(3),exports/hiuler/export-Forest-6000000227675436876.ged
373802851900003829,GIVN,Ole Sigbjørnsen II,II,exports/chain-seeds/export-Forest-6000000227321625911.ged
374705686880007134,NICK,II,II,exports/chain-seeds/export-Forest-6000000227316272844.ged
374933688250011412,GIVN,Anna Hansen (1),(1),exports/hiuler/export-Forest-6000000227675436876.ged
374934781320012479,GIVN,Anna Hansdatter (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
375212261080012040,GIVN,Dorthe Christiansen (1),(1),exports/hiuler/export-Forest-6000000227675436876.ged
375213419020003914,GIVN,Dorthe Christiansen (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
375659354030004746,_MARNM,Lesieur / Desaulniers,/,exports/abul-hamza-descendants/export-Descendants-6000000227695388934.ged
375662468440012644,GIVN,Marguerite 1,1,exports/abul-hamza-descendants/export-Descendants-6000000227695388934.ged
375666632980012565,GIVN,Marguerite 2,2,exports/abul-hamza-descendants/export-Descendants-6000000227695388934.ged
375694850390012555,GIVN,Koloman II,II,exports/8-19 exports/export-Forest-6000000227295719853.ged
375694850390012555,GIVN,Kolomanas II,II,exports/8-19 exports/export-Forest-6000000227295719853.ged
375694850390012555,GIVN,Калиман II,II,exports/8-19 exports/export-Forest-6000000227295719853.ged
375698498910013226,GIVN,Theodore I of Eprius,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
375698498910013226,NICK,Theodore I Ducas; Theodoros I Komnenos Dukas Angelos Emp. of Thessalonica,I I,exports/8-19 exports/export-Forest-6000000227295719853.ged
375703482600011411,GIVN,Michael Asenas I,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
375703482600011411,GIVN,Mykolas Asenas I,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
375743294250004675,GIVN,George I,I,exports/archive/export-geni/export-Forest-27.ged
375749808170013198,GIVN,Michael Asen II,II,exports/archive/export-geni/export-Forest-27.ged
375749808170013198,NICK,Michael Asen II,II,exports/archive/export-geni/export-Forest-27.ged
375749808170013198,NICK,Mihail Asen II,II,exports/archive/export-geni/export-Forest-27.ged
375749808170013198,NICK,Михаил Асен II,II,exports/archive/export-geni/export-Forest-27.ged
375764318030012587,_MARNM,Hansen Brems Koed (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
375772641430013210,GIVN,Stefan Uroš III Dečanski,III,exports/archive/export-geni/export-Forest-27.ged
375772641430013210,NICK,Stefan Uroš III Dečanski  Kralj (1321-1331 ),III (1321-1331,exports/archive/export-geni/export-Forest-27.ged
375777528840004741,GIVN,Нокай / Нугай,/,exports/archive/export-geni/export-Forest-22.ged
375778456890012663,NICK,дочь Михаила VIII Палеолога,VIII,exports/archive/export-geni/export-Forest-22.ged
375780799600012683,GIVN,Maria / Despina,/,exports/archive/export-geni/export-Forest-22.ged
375781556720013185,GIVN,Абага / Абака-хан,/,exports/archive/export-geni/export-Forest-22.ged
375782657610012576,GIVN,7) Buval / Teval / Bo'al Khan,7) / /,exports/archive/export-geni/export-Forest-36.ged
375782657610012576,GIVN,Бувал / Баул / Тевал Хан,/ /,exports/archive/export-geni/export-Forest-36.ged
376201687760013288,GIVN,doughter 1,1,exports/8-19 exports/export-Forest-6000000227297021824.ged
376264147630004672,GIVN,Unknown Daughter #2,#2,exports/gaps/export-Descendants-6000000227227041063.ged
376298089210013354,GIVN,Felipe I,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376298089210013354,GIVN,Filips I 'de Schone',I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376298089210013354,GIVN,Philip I 'The handsome',I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376298089210013354,GIVN,Philippe I 'Le Beau',I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376298089210013354,GIVN,Pilypas I Gražusis,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376299759140013431,GIVN,Ferdinand I Nicholas,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376299759140013431,GIVN,Ferdinandas I,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376299759140013431,NICK,Croatian: Ferdinand I.; Hungarian: I. Ferdinánd; Spanish: Fernando I.,I. I.,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376299759140013431,NICK,FERDINAND I,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376299759140013431,NICK,Ferdinand I,I,exports/8-19 exports/export-Descendants-6000000227295719853.ged
376364131750011414,GIVN,Фердинанд 3,3,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
376371011260005780,GIVN,Ferdinando I Antonio Pascual Juan Nepomuceno Serafín Genaro Benedicto,I,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
376453679620002754,GIVN,Umberto I Rainerio Carlo Emanuele Giovanni Maria Ferdinando Eugenio,I,exports/abul-hamza-descendants/export-Descendants-6000000227701083825.ged
376456635410012938,_MARNM,Terter I,I,exports/archive/export-geni/export-Forest-27.ged
376465263370013449,GIVN,Stefan Uroš V,V,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
376465263370013449,GIVN,Сте́фан У́рош V Слабый,V,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
376467993270012862,GIVN,Michael Asen IV,IV,exports/archive/export-geni/export-Forest-27.ged
376467993270012862,NICK,Михаил Асен IV,IV,exports/archive/export-geni/export-Forest-27.ged
376479616260004835,GIVN,Constantine II,II,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
376479616260004835,GIVN,Константин II Асен,II,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
376526000360003055,GIVN,José I Francisco António Inácio Norberto Agostinho 'o Reformador',I,exports/no-name-descendants/export-Descendants-6000000227715436831.ged
376532481490013415,NICK,"""La Folle"" ou ""La Pieuse"" Alias : Maria",:,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
377256097400012303,GIVN,Demetrius I,I,exports/archive/export-geni/export-Forest-27.ged
377256097400012303,GIVN,Dimitrije I,I,exports/archive/export-geni/export-Forest-27.ged
377258641830013695,NICK,Sinovi Grgur i Stefan su osljepljeni 1441. godine naredbom turskog sultana Murata II.,1441. II.,exports/archive/export-geni/export-Forest-27.ged
377260401250012347,GIVN,Bonifacio III,III,exports/archive/export-geni/export-Forest-27.ged
377583103230012358,GIVN,Giselbert (Gilbert II),II),exports/8-19 exports/export-Forest-6000000227290951877.ged
377604436680004195,NICK,Abraham Venable III,III,exports/8-19 exports/export-Forest-6000000227289886830.ged
3777822,GIVN,Pierre-Simon / Pierrot Simon,/,exports/chain-seeds/export-Forest-6000000227315562970.ged
379421154980012794,GIVN,Karen Iversdatter (2),(2),exports/hiuler/export-Forest-6000000227675436876.ged
379422214430012831,GIVN,Karen Iversdatter (1),(1),exports/hiuler/export-Forest-6000000227675436876.ged
379598993420011862,SURN,Frankel / Frunkil,/,exports/post-merge/export-Forest-6000000227413445871.ged
379726576550013846,GIVN,Vincentello III,III,exports/edges/export-Forest-6000000227254292863.ged
379727559830013815,GIVN,Vincentello II,II,exports/edges/export-Forest-6000000227254292863.ged
382034413630013348,GIVN,????,????,exports/8-19 exports/export-Forest-6000000227290951877.ged
382697804390012331,_MARNM,X,X,exports/8-19 exports/export-Forest-6000000227297537905.ged
383226021130012382,GIVN,Vahan I,I,exports/abul-hamza/export-Forest-6000000227676734863.ged
384051648520012539,NICK,ærø-linien nr 1,1,exports/8-19 exports/export-Forest-6000000227291086839.ged
384193464770013684,GIVN,Rainard II,II,exports/fleshing-out/export-geni/export-Forest-20.ged
384193863740013678,GIVN,Guillem I,I,exports/fleshing-out/export-geni/export-Forest-20.ged
384737151950011630,_MARNM,Hall 44,44,exports/chain-seeds/export-Forest-6000000227313986833.ged
384738721760005013,_MARNM,Löwin 39,39,exports/chain-seeds/export-Forest-6000000227313986833.ged
385035064430011809,GIVN,Svjatoslav II,II,exports/abul-hamza/export-Forest-6000000227676734863.ged
385035064430011809,GIVN,Svjatoslav II / Nikolai,II /,exports/abul-hamza/export-Forest-6000000227676734863.ged
385035064430011809,GIVN,Святослав II Ярославич,II,exports/abul-hamza/export-Forest-6000000227676734863.ged
385217766960003428,GIVN,"Bayezid I ""the Thunderbolt""",I,exports/archive/export-geni/export-Forest-27.ged
385219596870013828,GIVN,Mehmed 1,1,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
385221196670012744,GIVN,Murad II,II,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
385221196670012744,NICK,Murad II,II,exports/nn-seljuq-descendants/export-Forest-6000000227712094916.ged
385223927880013853,GIVN,"Mehmed II ""The Conqueror""",II,exports/chain-seeds/export-Forest-6000000227327679856.ged
385223927880013853,NICK,Mehmed II,II,exports/chain-seeds/export-Forest-6000000227327679856.ged
385223927880013853,NICK,Muhammad II,II,exports/chain-seeds/export-Forest-6000000227327679856.ged
385223927880013853,NICK,Мехмед II Ел Фатих,II,exports/chain-seeds/export-Forest-6000000227327679856.ged
385223927880013853,NICK,Мохамед II,II,exports/chain-seeds/export-Forest-6000000227327679856.ged
385226417200003410,NICK,I. Gülbahar Hatun,I.,exports/turgesh-seljuq/export-Forest-6000000227676315909.ged
385226639660012698,GIVN,Bayezid II,II,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385226639660012698,NICK,Bajazet II,II,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385238753630011996,GIVN,Mehmedas III,III,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385240598850012788,GIVN,Achmedas I Bahti,I,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385240598850012788,GIVN,Ahmed I,I,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385241831070012803,GIVN,Genç Osman II,II,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385241831070012803,GIVN,Osmanas II,II,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385243631930012754,GIVN,Murad IV,IV,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385243631930012754,GIVN,Muradas IV,IV,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385243882920011002,GIVN,Ibrahim I,I,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385243882920011002,GIVN,Ibrahimas I,I,exports/turgesh-seljuq/export-Descendants-6000000227668434852.ged
385247825670005220,GIVN,Turhan Hatice / Nadya Hatice,/,exports/turgesh-seljuq/export-Forest-6000000227676315909.ged
385248574080013973,GIVN,Mehmed IV,IV,exports/turgesh-seljuq/export-Forest-6000000227676315909.ged
385249606470003648,GIVN,Suleimanas II,II,exports/turgesh-seljuq/export-Forest-6000000227676315909.ged
385249814630002428,GIVN,Ahmedas II,II,exports/turgesh-seljuq/export-Forest-6000000227676315909.ged
385597198580003812,_MARNM,Hall 18,18,exports/chain-seeds/export-Forest-6000000227313986833.ged
385603073330005426,_MARNM,Hall 22,22,exports/chain-seeds/export-Forest-6000000227313986833.ged
385605757460012979,_MARNM,Hall 24,24,exports/chain-seeds/export-Forest-6000000227313986833.ged
385880218660003929,GIVN,Egbert / Eckbert,/,exports/gaps/export-Ancestors-6000000177921459114.ged
385884094200012043,GIVN,Thibert II,II,exports/fleshing-out/export-geni/export-Forest-20.ged
385884285370010111,GIVN,Thibert I,I,exports/gaps/export-Ancestors-6000000177921459114.ged
385914949520010150,GIVN,Romanos III,III,exports/abul-hamza/export-Forest-6000000227676734863.ged
385914949520010150,NICK,Romanos III Argyros,III,exports/abul-hamza/export-Forest-6000000227676734863.ged
385914949520010150,NICK,Romanos III Argyros or Romanus III Argyrus,III III,exports/abul-hamza/export-Forest-6000000227676734863.ged
385914949520010150,NICK,Romanus III Argyrus,III,exports/abul-hamza/export-Forest-6000000227676734863.ged
385914949520010150,NICK,Rōmanos III Argyros,III,exports/abul-hamza/export-Forest-6000000227676734863.ged
385914949520010150,NICK,император Роман III Аргир,III,exports/abul-hamza/export-Forest-6000000227676734863.ged
385929885890010277,GIVN,"Michael IV ""the Paphlagonian""",IV,exports/gaps/export-Forest-6000000227227104853.ged
385935664970005621,GIVN,Constantine IX,IX,exports/abul-hamza/export-Forest-6000000227676734863.ged
385935664970005621,GIVN,Kōnstantinos IX,IX,exports/abul-hamza/export-Forest-6000000227676734863.ged
