role,name,people,kind,item_state,qids
family,Henriques,45,ordinary Western surname,exists,Q16870705
family,Eikeland,45,ordinary Western surname,exists,Q28872484
family,Jensdatter,45,patronymic,exists,Q28406312
family,Heath,45,ordinary Western surname,exists,Q21481527
family,de Picquigny,45,toponymic or territorial byname,no item found,
family,d'Auxy,45,ordinary Western surname,no item found,
family,del Balzo,45,toponymic or territorial byname,no item found,
family,WONG,45,ordinary Western surname,exists,Q16242398
family,Abbey,45,ordinary Western surname,exists,Q4663971
family,Juul,45,ordinary Western surname,exists,Q30736942
family,佐久間,45,place misfiled as a name,no item found,
family,Hjørnevik,45,ordinary Western surname,no item found,
family,Handeland,45,ordinary Western surname,no item found,
family,Mossige,45,ordinary Western surname,no item found,
family,Ousdal,45,ordinary Western surname,exists,Q96478328
family,de Barros,45,toponymic or territorial byname,exists,Q56246446
family,al-Awadhli,45,ordinary Western surname,no item found,
family,von Thüringen,44,toponymic or territorial byname,no item found,
family,Taylor,44,ordinary Western surname,exists,Q15080511
family,Al-Idrisi,44,ordinary Western surname,no item found,
family,Krummedige,44,ordinary Western surname,exists,Q51059378
family,Eriksen,44,patronymic,exists,Q27887926
family,Skjæveland,44,ordinary Western surname,no item found,
family,Fernández,44,ordinary Western surname,ambiguous,Q164892 | Q28912637
family,de Coucy,44,toponymic or territorial byname,exists,Q99539203
family,Sele,44,ordinary Western surname,no item found,
family,Засекин,44,non-Latin script (CYRILLIC),no item found,
family,الزهري,44,non-Latin script (ARABIC),no item found,
family,山名,44,CJK clan name,no item found,
family,Anderson,44,patronymic,exists,Q1848748
family,Gjesteland,44,ordinary Western surname,no item found,
family,Mauland,44,ordinary Western surname,no item found,
family,Oliver,44,ordinary Western surname,ambiguous,Q16931215 | Q2110096
family,Colonna,44,ordinary Western surname,exists,Q16865694
family,LEE,44,ordinary Western surname,ambiguous,Q11983535 | Q12794688 | Q2061957
family,閬州閬中,44,place misfiled as a name,no item found,
family,蘇州吳縣,44,place misfiled as a name,no item found,
family,Ухтомский,44,non-Latin script (CYRILLIC),no item found,
family,채,44,non-Latin script (HANGUL),no item found,
family,de Périgord,43,toponymic or territorial byname,no item found,
family,de Comminges,43,toponymic or territorial byname,exists,Q104591758
family,de Ponthieu,43,toponymic or territorial byname,exists,Q104832225
family,de Barcelona,43,toponymic or territorial byname,no item found,
family,Howard,43,ordinary Western surname,exists,Q908051
family,Al-Adnani,43,ordinary Western surname,no item found,
family,de Villarreal de la Garza,43,toponymic or territorial byname,no item found,
family,العامري,43,non-Latin script (ARABIC),no item found,
family,日野,43,CJK clan name,no item found,
family,溝口,43,CJK clan name,no item found,
family,阿部,43,CJK clan name,no item found,
family,松浦,43,CJK clan name,no item found,
family,China,43,ordinary Western surname,exists,Q37229573
family,土井,43,CJK clan name,no item found,
family,Tunheim,43,ordinary Western surname,no item found,
family,吳興長城,43,place misfiled as a name,no item found,
family,القحطاني,43,non-Latin script (ARABIC),no item found,
family,التغلبي,43,non-Latin script (ARABIC),no item found,
family,Tendeland,43,ordinary Western surname,no item found,
family,한,43,non-Latin script (HANGUL),no item found,
family,de Vendôme,42,toponymic or territorial byname,no item found,
family,d'Aragona,42,ordinary Western surname,exists,Q55087679
family,Babcock,42,ordinary Western surname,exists,Q29949678
family,Kyllingstad,42,ordinary Western surname,no item found,
family,Rød,42,ordinary Western surname,exists,Q25114363
family,Soares,42,ordinary Western surname,exists,Q20823845
family,de Hainaut,42,toponymic or territorial byname,exists,Q105532661
family,Merrell,42,ordinary Western surname,exists,Q28919317
family,King,42,ordinary Western surname,exists,Q535214
family,Banner,42,ordinary Western surname,exists,Q16479802
family,Rodrigues,42,ordinary Western surname,exists,Q16471351
family,de Cabrera,42,toponymic or territorial byname,exists,Q78600500
family,Løland,42,ordinary Western surname,exists,Q27889353
family,Al-Qahtani,42,ordinary Western surname,no item found,
family,Noblin,42,ordinary Western surname,no item found,
family,Mathisen,42,patronymic,exists,Q21484913
family,潁川鄢陵,42,place misfiled as a name,no item found,
family,宋州宋城,42,place misfiled as a name,no item found,
family,秦州成紀,42,place misfiled as a name,no item found,
family,Roberts,41,ordinary Western surname,exists,Q1646493
family,Tiffany,41,ordinary Western surname,exists,Q16884688
family,Sparre,41,ordinary Western surname,exists,Q30136491
family,Nerabø,41,ordinary Western surname,no item found,
family,Cooke,41,ordinary Western surname,exists,Q658676
family,de Beaujeu,41,toponymic or territorial byname,exists,Q63442192
family,Kjosavik,41,ordinary Western surname,no item found,
family,de Créquy,41,toponymic or territorial byname,exists,Q105611778
family,Olson,41,patronymic,no item found,
family,Dyre,41,ordinary Western surname,exists,Q36879902
family,Bø,41,ordinary Western surname,no item found,
family,Sømme,41,ordinary Western surname,exists,Q35026422
family,Brooks,41,ordinary Western surname,exists,Q1354011
family,Poyntz,41,ordinary Western surname,exists,Q7237008
family,Daniel,41,ordinary Western surname,exists,Q110588440
family,Rector,41,ordinary Western surname,exists,Q16881936
family,生駒,41,CJK clan name,no item found,
family,一条,41,CJK clan name,no item found,
family,植村,41,CJK clan name,no item found,
family,von Salm,41,toponymic or territorial byname,exists,Q105181136
family,林,41,CJK clan name,no item found,
family,Nomeland,41,ordinary Western surname,no item found,
family,Al-Qaysi,41,ordinary Western surname,no item found,
family,Gonzaga,41,ordinary Western surname,exists,Q22992247
family,Anda,41,ordinary Western surname,exists,Q16479635
family,仙石,41,CJK clan name,no item found,
family,LÀI 赖,41,place misfiled as a name,no item found,
family,Conway,40,ordinary Western surname,exists,Q16865734
family,Ænes,40,ordinary Western surname,no item found,
family,Geer,40,ordinary Western surname,exists,Q28605695
family,de Hauteville,40,toponymic or territorial byname,no item found,
family,Komnenos,40,ordinary Western surname,ambiguous,Q163814 | Q80702611
family,Johns,40,ordinary Western surname,exists,Q16871196
family,de Melun,40,toponymic or territorial byname,no item found,
family,Heier,40,ordinary Western surname,no item found,
family,Pierce,40,ordinary Western surname,exists,Q14921982
family,長樂信都,40,place misfiled as a name,no item found,
family,吳興,40,CJK clan name,no item found,
family,杭州錢塘,40,place misfiled as a name,no item found,
family,кн. Дулов,40,non-Latin script (CYRILLIC),no item found,
family,廬江灊縣,40,place misfiled as a name,no item found,
family,Al-Bahrani,40,ordinary Western surname,no item found,
family,幽州范陽,40,place misfiled as a name,no item found,
family,平江崑山,40,place misfiled as a name,no item found,
family,貝州清河,40,place misfiled as a name,no item found,
family,Schweizer,39,ordinary Western surname,exists,Q2255868
family,Talberg,39,ordinary Western surname,no item found,
family,Abbe,39,ordinary Western surname,exists,Q16001355
family,Vik,39,ordinary Western surname,exists,Q21446378
family,Grey,39,ordinary Western surname,exists,Q2703557
family,الهاشمي,39,non-Latin script (ARABIC),no item found,
family,Ōkubo,39,ordinary Western surname,exists,Q21449469
family,Ims,39,ordinary Western surname,no item found,
family,Fossmork,39,ordinary Western surname,no item found,
family,von Habsburg,39,toponymic or territorial byname,no item found,
family,Sánchez,39,ordinary Western surname,ambiguous,Q1158617 | Q28912875
family,de Sully,39,toponymic or territorial byname,exists,Q101014826
family,verch Brychan,39,ordinary Western surname,no item found,
family,de Craon,39,toponymic or territorial byname,exists,Q105818166
family,Marsvin,39,ordinary Western surname,exists,Q119240871
family,Hutchinson,39,patronymic,exists,Q21501619
family,Stebbins,39,ordinary Western surname,no item found,
family,Henriksen,39,patronymic,exists,Q21492192
family,Beck,39,ordinary Western surname,exists,Q2659856
family,Wilson,39,patronymic,exists,Q1645480
family,西園寺,39,place misfiled as a name,no item found,
family,秦,39,CJK clan name,no item found,
family,الكناني,39,non-Latin script (ARABIC),no item found,
family,Murat,39,ordinary Western surname,exists,Q19687088
family,Nessa,39,ordinary Western surname,no item found,
family,Mayer,39,ordinary Western surname,exists,Q13725587
family,القيسي,39,non-Latin script (ARABIC),no item found,
family,Whitehead,39,ordinary Western surname,exists,Q15709639
family,Qiū 邱,39,place misfiled as a name,no item found,
family,Campany,39,ordinary Western surname,no item found,
family,FILIPPINI,39,ordinary Western surname,exists,Q21493366
family,Bateman,39,ordinary Western surname,exists,Q20979432
family,Thrane,38,ordinary Western surname,exists,Q21507392
family,Meland,38,ordinary Western surname,exists,Q27892728
family,Eriksdatter,38,patronymic,no item found,
family,Shelton,38,ordinary Western surname,exists,Q26224011
family,孛兒只斤,38,place misfiled as a name,no item found,
family,Helland,38,ordinary Western surname,exists,Q30085478
family,Moniz,38,ordinary Western surname,exists,Q21492498
family,Ames,38,ordinary Western surname,exists,Q12784464
family,de Dampierre,38,toponymic or territorial byname,exists,Q105476892
family,Ulfstand,38,ordinary Western surname,exists,Q49963450
family,Hansson,38,patronymic,exists,Q21507480
family,Young,38,ordinary Western surname,exists,Q12678727
family,Stewart,38,ordinary Western surname,exists,Q2801971
family,von Nassau,38,toponymic or territorial byname,no item found,
family,Merrill,38,ordinary Western surname,exists,Q16876847
family,Judd,38,ordinary Western surname,exists,Q37537931
family,Haynie,38,ordinary Western surname,no item found,
family,Guerra de la Garza,38,ordinary Western surname,no item found,
family,de Limoges,38,toponymic or territorial byname,exists,Q104832197
family,Ådneram,38,ordinary Western surname,no item found,
family,Gardner,38,ordinary Western surname,exists,Q1700760
family,d'Ibelin,38,ordinary Western surname,no item found,
family,鷹司,38,CJK clan name,no item found,
family,菅原,38,CJK clan name,no item found,
family,韓,38,CJK clan name,no item found,
family,Relf,38,ordinary Western surname,exists,Q20826817
family,Viegas,37,ordinary Western surname,no item found,
family,Ebbesen,37,patronymic,exists,Q30307497
family,Willis,37,ordinary Western surname,exists,Q17149756
family,Kenner,37,ordinary Western surname,exists,Q16871337
family,Al-Thaqafi,37,ordinary Western surname,no item found,
family,Hellestø,37,ordinary Western surname,no item found,
family,Morris,37,ordinary Western surname,exists,Q2780710
family,Martins,37,ordinary Western surname,exists,Q1905655
family,di Capua,37,toponymic or territorial byname,no item found,
family,de Genève,37,toponymic or territorial byname,no item found,
family,de Vermandois,37,toponymic or territorial byname,exists,Q98141623
family,Ewell,37,ordinary Western surname,exists,Q16275773
family,Flores de Abrego,37,ordinary Western surname,no item found,
family,Judson,37,patronymic,exists,Q16290335
family,Kellogg,37,ordinary Western surname,exists,Q16871329
family,de Châlon,37,toponymic or territorial byname,exists,Q104854484
family,Johnson,37,patronymic,exists,Q1158485
family,吉田,37,CJK clan name,no item found,
family,Hurst,37,ordinary Western surname,exists,Q1638721
family,Munch,37,ordinary Western surname,ambiguous,Q14753639 | Q16877606
family,Ярославский,37,non-Latin script (CYRILLIC),no item found,
family,de Polignac,37,toponymic or territorial byname,exists,Q105532696
family,הכהן רפא,37,non-Latin script (HEBREW),no item found,
family,施,37,CJK clan name,no item found,
family,Bild,36,ordinary Western surname,exists,Q7146554
family,de Castilla,36,toponymic or territorial byname,exists,Q99907853
family,de Boulogne,36,toponymic or territorial byname,exists,Q104854476
family,العبشمي,36,non-Latin script (ARABIC),no item found,
family,Christensen,36,patronymic,exists,Q21483014
family,Flores,36,ordinary Western surname,exists,Q1397072
family,Przemyslid,36,ordinary Western surname,no item found,
family,Patterson,36,patronymic,exists,Q2792882
family,Sprague,36,ordinary Western surname,exists,Q36909949
family,Sørland,36,ordinary Western surname,no item found,
family,Paynel,36,ordinary Western surname,no item found,
