token,usage,bearers,script,marker,existing_qid,action
Eliazer,given,12,Latin,,Q21142391,link
Ellefsdatter,patronymic,12,Latin,sdatter,,create
Elna,given,12,Latin,,Q3354095,link
Elof,given,12,Latin,,Q3366319,link
Endresson,given,12,Latin,,,create
Erlend,given,12,Latin,,Q19944837,link
Ermegaard,given,12,Latin,,,create
Esaias,given,12,Latin,,Q19860310,link
Estanislao,given,12,Latin,,Q19688978,link
Etiennette,given,12,Latin,,,create
Feibusch,given,12,Latin,,,create
Felice,given,12,Latin,,Q18324880,link
Ferry,given,12,Latin,,Q20630238,link
Folke,given,12,Latin,,Q2249923,link
Fredric,given,12,Latin,,Q33120605,link
Fulana,given,12,Latin,,,create
Fulk,given,12,Latin,,Q19873701,link
Fū),given,12,Latin,,,create
Garsenda,given,12,Latin,,Q11923814,link
Gautesdatter,patronymic,12,Latin,sdatter,,create
Gervase,given,12,Latin,,Q19872250,link
Getrudis,given,12,Latin,,,create
Gian,given,12,Latin,,Q1522259,link
Giraud,given,12,Latin,,Q93461531,link
Gisele,given,12,Latin,,Q16880343,link
Gjert,given,12,Latin,,Q19572194,link
Gregersdatter,patronymic,12,Latin,sdatter,,create
Grímur,given,12,Latin,,Q16425662,link
Guan,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Gunild,given,12,Latin,,,create
Gutchen,given,12,Latin,,,create
Guttel,given,12,Latin,,,create
Gwen,given,12,Latin,,Q11075327,link
Hadidjah,given,12,Latin,,,create
Hanchen,given,12,Latin,,,create
Haram,given,12,Latin,,,create
Hemming,given,12,Latin,,Q15105874,link
Henoch,given,12,Latin,,Q21146131,link
Hinnaland,family,12,Latin,,,create
Holszański,family,12,Latin,,Q131753415,link
Håkan,given,12,Latin,,Q15711051,link
Ingefred,given,12,Latin,,,create
Inyotef,given,12,Latin,,,create
Jonathon,given,12,Latin,,Q20798822,link
Jonesdatter,patronymic,12,Latin,sdatter,,create
Josephe,given,12,Latin,,Q127404315,link
Jostein,given,12,Latin,,Q1781832,link
Joâo,given,12,Latin,,,create
Juru,given,12,Latin,,,create
Jusham,given,12,Latin,,,create
Kadir,given,12,Latin,,Q4164677,link
Kathinka,given,12,Latin,,Q16430127,link
Knudsdotter,patronymic,12,Latin,sdotter,,create
Kolvsen,given,12,Latin,,,create
Konstanse,given,12,Latin,,,create
Konstantinovich,patronymic,12,Latin,ovich,Q83381141,link
Kravař,family,12,Latin,,,create
Laudun,family,12,Latin,,,create
Laurent,given,12,Latin,,Q16763977,link
Layla,given,12,Latin,,Q19689554,link
Leibish,given,12,Latin,,,create
Lejb,given,12,Latin,,,create
Lenggang,given,12,Latin,,,create
Leocadia,given,12,Latin,,Q47016763,link
Leonie,given,12,Latin,,Q19968546,link
Lizzie,given,12,Latin,,Q20899004,link
Lotero,family,12,Latin,,Q37480042,link
Ludeña,family,12,Latin,,,create
Luitfried,given,12,Latin,,,create
Luiza,given,12,Latin,,Q20088052,link
Luzia,given,12,Latin,,Q18145536,link
MANUEL,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Ma,given,12,Latin,,,create
Mabile,given,12,Latin,,,create
Madel,given,12,Latin,,,create
Maecius,given,12,Latin,,,create
Magrete,given,12,Latin,,,create
Manfredo,given,12,Latin,,Q17525018,link
Mangkoenagara,given,12,Latin,,,create
Marcelo,given,12,Latin,,Q2372965,link
Marensius,given,12,Latin,,,create
Martn,family,12,Latin,,,create
Mauritsdatter,patronymic,12,Latin,sdatter,,create
Mechtilde,given,12,Latin,,Q98696828,link
Mecia,given,12,Latin,,,create
Meginhard,given,12,Latin,,,create
Minamoto源,family,12,mixed:Han+Latin,,,create
Montberon,family,12,Latin,,,create
Montezuma,family,12,Latin,,,create
Mourids,given,12,Latin,,,create
Moyses,given,12,Latin,,,create
Myron,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Målfrid,given,12,Latin,,Q11990382,link
Míng),given,12,Latin,,,create
Nepomucena,given,12,Latin,,Q11790648,link
Netaniel,given,12,Latin,,,create
Niccolò,given,12,Latin,,Q1984713,link
Nitta,given,12,Latin,,,create
Notokusumo,given,12,Latin,,,create
Ora,given,12,Latin,,Q16290882,link
Ormur,given,12,Latin,,Q16423498,link
Pamela,given,12,Latin,,Q262119,link
Pandji,given,12,Latin,,,create
Pelez,family,12,Latin,,,create
Petras,given,12,Latin,,Q1646961,link
Petronilla,given,12,Latin,,Q19594631,link
Pieter,given,12,Latin,,Q1237447,link
Proba,given,12,Latin,,,create
Pèire,given,12,Latin,,,create
R.Ngt.,given,12,Latin,,,create
Rabi'ah,given,12,Latin,,Q100717693,link
Reier,given,12,Latin,,Q21147248,link
Richza,given,12,Latin,,Q116150146,link
Roberta,given,12,Latin,,,create
Romualdo,given,12,Latin,,Q10951228,link
Roosje,given,12,Latin,,Q21141934,link
Rosel,given,12,Latin,,Q19689531,link
Ruqayya,given,12,Latin,,,create
Rurikids,family,12,Latin,,Q210398,link
Safiyya,given,12,Latin,,,create
Sakariasson,given,12,Latin,,,create
Sanche,given,12,Latin,,Q100323367,link
Semen,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Shí),given,12,Latin,,,create
Sidonia,given,12,Latin,,Q922876,link
Soetan,given,12,Latin,,,create
Soleh,given,12,Latin,,,create
Sorlé,given,12,Latin,,,create
Stefano,given,12,Latin,,Q650375,link
Sveinung,given,12,Latin,,Q12004269,link
Takelot,given,12,Latin,,,create
Tarjeison,given,12,Latin,,,create
Tmg.,given,12,Latin,,,create
Tobiasson,given,12,Latin,,,create
Torsteinsdotter,patronymic,12,Latin,sdotter,,create
Tove,given,12,Latin,,Q1393316,link
Ukendt,given,12,Latin,,,create
Umberto,given,12,Latin,,Q2478120,link
Valentina,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Valgerður,given,12,Latin,,Q12008866,link
Valérie,given,12,Latin,,Q18066725,link
Victorine,given,12,Latin,,Q20202366,link
"Viejo""",given,12,Latin,,,create
Vilhelmsdatter,patronymic,12,Latin,sdatter,,create
Vincens,family,12,Latin,,,create
Vladimirovna,patronymic,12,Latin,ovna,,create
WIRAKOESOEMAH,given,12,Latin,,,create
Wacław,given,12,Latin,,Q19817877,link
Willa,given,12,Latin,,Q20899018,link
Zanwil,given,12,Latin,,,create
Zhòng,given,12,Latin,,,create
"gamle""",given,12,Latin,,,create
ratu,given,12,Latin,,,create
several,given,12,Latin,,,create
vitad/Unknown,given,12,Latin,,,create
Ébeni,family,12,Latin,,,create
Ólafur,given,12,Latin,,Q262439,link
Þórarinn,given,12,Latin,,Q16421223,link
Þórir,given,12,Latin,,Q64404734,link
Πτολεμαῖος,given,12,Greek,,,create
Большой,given,12,Cyrillic,,,create
Вельяминова-Зернова,family,12,Cyrillic,,,create
Георгий,given,12,Cyrillic,,,create
Глинский,family,12,Cyrillic,,,create
Деев,family,12,Cyrillic,,,create
Иоанн,given,12,Cyrillic,,,create
Кемский-Нащокин,family,12,Cyrillic,,,create
Охлябинин,family,12,Cyrillic,,,create
Павловна,given,12,Cyrillic,,,create
Пяст,family,12,Cyrillic,,,create
Святославна,given,12,Cyrillic,,,create
Шервашидзе,family,12,Cyrillic,,,create
חוה,given,12,Hebrew,,,create
יהודית,given,12,Hebrew,,,create
יונגרייז,family,12,Hebrew,,,create
מיכאל,given,12,Hebrew,,,create
מלכה,given,12,Hebrew,,,create
الجرهمي,family,12,Arabic,,,create
السبيعي,family,12,Arabic,,,create
العبسي,family,12,Arabic,,,create
غنم,given,12,Arabic,,,create
久留島,family,12,Han,,,create
信,given,12,Han,,,create
儼,given,12,Han,,,create
内田,family,12,Han,,,create
唐橋,family,12,Han,,,create
啟,given,12,Han,,,create
喜,given,12,Han,,,create
回,given,12,Han,,,create
堅,given,12,Han,,,create
天水新縣,family,12,Han,,,create
宮家,family,12,Han,,,create
寔,given,12,Han,,,create
岳,given,12,Han,,,create
嶠,given,12,Han,,,create
徹,given,12,Han,,,create
恢,given,12,Han,,,create
撫州金谿,family,12,Han,,,create
曜,given,12,Han,,,create
汶,given,12,Han,,,create
洪,given,12,Han,,,create
清閑寺,family,12,Han,,,create
濬,given,12,Han,,,create
琛,given,12,Han,,,create
琰,given,12,Han,,,create
眉州通義,family,12,Han,,,create
眉州青神,family,12,Han,,,create
福州侯官,family,12,Han,,,create
竹中,family,12,Han,,,create
米津,family,12,Han,,,create
絳,given,12,Han,,,create
綸,given,12,Han,,,create
義,given,12,Han,,,create
興,given,12,Han,,,create
蒲州寶鼎,family,12,Han,,,create
誠,given,12,Han,,,create
象,given,12,Han,,,create
貞,given,12,Han,,,create
賢,given,12,Han,,,create
遜,given,12,Han,,,create
金華,family,12,Han,,,create
隆,given,12,Han,,,create
雍,given,12,Han,,,create
Sánchez,given,11,Latin,,,create
Michael,family,11,Latin,,,create
裴,family,11,Han,,,create
3,family,11,none,,,create
Lara,given,11,Latin,,Q3217808,link
Lucy,family,11,Latin,,Q17379071,link
Bloch,given,11,Latin,,,create
Sanchez,given,11,Latin,,,create
Correia,given,11,Latin,,,create
Huáng,given,11,Latin,,Q124610956,link
長孫,family,11,Han,,,create
Sá,given,11,Latin,,,create
Welf,given,11,Latin,,Q73006108,link
노,given,11,Hangul,,,create
Victor,family,11,Latin,,Q18087186,link
bar,given,11,Latin,,Q28605818,link
Holland,given,11,Latin,,Q21144565,link
Cynwrig,family,11,Latin,,,create
Campbell,given,11,Latin,,Q18606102,link
Mitchell,given,11,Latin,,Q3859417,link
Gallardo,given,11,Latin,,,create
Wong,given,11,Latin,,,create
Wong,family,11,Latin,,Q16242398,link
ר',family,11,Hebrew,,,create
Montague,given,11,Latin,,Q21079652,link
Murray,given,11,Latin,,Q19802961,link
Jakobson,family,11,Latin,,Q1679557,link
Rome,given,11,Latin,,,create
Haryo,family,11,Latin,,,create
宋,family,11,Han,,,create
Capet,given,11,Latin,,,create
Bone,given,11,Latin,,,create
Braunschweig-Wolfenbüttel,family,11,Latin,,,create
Gwrgeneu,family,11,Latin,,,create
Knudson,family,11,Latin,,,create
Baldwin,family,11,Latin,,Q2658216,link
Bat,family,11,Latin,,,create
Guedes,family,11,Latin,,Q10292580,link
Mortensen,family,11,Latin,,Q1948718,link
Ommundson,family,11,Latin,,,create
Fredriksen,family,11,Latin,,Q11970110,link
林,given,11,Han,,,create
Bouchard,family,11,Latin,,Q25653437,link
Thornton,given,11,Latin,,Q41793053,link
Charif,given,11,Latin,,,create
Jackson,family,11,Latin,,Q2732758,link
Zhèng,given,11,Latin,,Q125103498,link
Conde,family,11,Latin,,Q5159144,link
Hart,family,11,Latin,,Q1587003,link
Jonasson,family,11,Latin,,Q1703054,link
Kahana,given,11,Latin,,,create
Gracia,family,11,Latin,,,create
Carlsen,family,11,Latin,,Q16184394,link
Knight,given,11,Latin,,Q27678324,link
Knight,family,11,Latin,,Q1777139,link
Rasmusen,family,11,Latin,,Q36911923,link
Stensrud,family,11,Latin,,,create
Tudela,family,11,Latin,,,create
부여,given,11,Hangul,,,create
Cadwaladr,family,11,Latin,,,create
Paulsen,family,11,Latin,,Q780747,link
Torelli,family,11,Latin,,Q21492164,link
Getz,family,11,Latin,,Q1520144,link
Mikalsen,family,11,Latin,,Q30089104,link
till,family,11,Latin,,,create
Gilmore,family,11,Latin,,Q20163691,link
Haraldson,given,11,Latin,,,create
Hornes,family,11,Latin,,Q37570050,link
NATANAGARA,given,11,Latin,,,create
Schmoll,family,11,Latin,,Q27496531,link
Sweden,given,11,Latin,,,create
攣鞮,family,11,Han,,,create
Khoo,family,11,Latin,,Q37548132,link
Konoe,family,11,Latin,,Q43609174,link
Ochs,family,11,Latin,,Q16880646,link
Reza,given,11,Latin,,Q19832237,link
Acosta,family,11,Latin,,,create
Behrend,family,11,Latin,,Q16479628,link
Gompert,given,11,Latin,,,create
Ormsson,family,11,Latin,,,create
Persia,family,11,Latin,,Q37445339,link
Chiles,family,11,Latin,,Q16865554,link
Guillén,family,11,Latin,,,create
Rambures,family,11,Latin,,,create
Rønning,family,11,Latin,,Q27887945,link
Friedberg,family,11,Latin,,Q16837841,link
Osório,given,11,Latin,,Q30939254,link
Rügen,family,11,Latin,,,create
Brækhus,family,11,Latin,,Q30247600,link
Drac,family,11,Latin,,,create
Ellinger,family,11,Latin,,Q37559016,link
Giske,family,11,Latin,,Q30573628,link
Goldschmidt-Hameln,family,11,Latin,,,create
Iestyn,given,11,Latin,,Q22085087,link
Mathew,given,11,Latin,,Q19839064,link
Mathew,family,11,Latin,,Q29572867,link
Rørbakken,family,11,Latin,,,create
石,given,11,Han,,,create
Chung,given,11,Latin,,Q107099106,link
Einarsson,family,11,Latin,,Q1305970,link
Flekeles,family,11,Latin,,,create
Magnussen,given,11,Latin,,,create
Mueller,family,11,Latin,,Q15042884,link
Sais,given,11,Latin,,,create
Solms-Laubach,family,11,Latin,,,create
дочь,family,11,Cyrillic,,,create
Albornoz,family,11,Latin,,Q30419775,link
Alvsvåg,family,11,Latin,,,create
Brehna,family,11,Latin,,,create
Hasmonean,family,11,Latin,,,create
Kelley,family,11,Latin,,Q27678531,link
Kraft,given,11,Latin,,Q54806868,link
Nasi,family,11,Latin,,Q27949352,link
Paternoy,family,11,Latin,,,create
Qvitzow,family,11,Latin,,Q110163204,link
Solheim,family,11,Latin,,Q27887928,link
Corneliussen,family,11,Latin,,Q30131933,link
Falkenstein,family,11,Latin,,Q1394284,link
Matsson,given,11,Latin,,,create
Norway,family,11,Latin,,,create
Prior,family,11,Latin,,Q12799535,link
Schwarzburg-Sondershausen,family,11,Latin,,,create
Tangil,family,11,Latin,,,create
Tewdwr,given,11,Latin,,,create
Chalon,family,11,Latin,,,create
Halvorson,family,11,Latin,,,create
Huna,given,11,Latin,,,create
Kyrning,family,11,Latin,,,create
Varhaug,family,11,Latin,,,create
Velund,family,11,Latin,,,create
Wolcott,given,11,Latin,,Q93378875,link
concubine,given,11,Latin,,,create
Bentsen,family,11,Latin,,Q21508656,link
Brite,given,11,Latin,,,create
Brite,family,11,Latin,,,create
Coles,family,11,Latin,,Q13553783,link
Duesseldorf,family,11,Latin,,,create
Herr,given,11,Latin,,Q64216373,link
Iago,given,11,Latin,,Q3791440,link
Klingsheim,family,11,Latin,,,create
Mykkeltvedt,family,11,Latin,,,create
Soverosa,family,11,Latin,,,create
Austria,family,11,Latin,,Q25114801,link
Berredo,family,11,Latin,,,create
Collantes,family,11,Latin,,,create
Fowler,family,11,Latin,,Q1440104,link
Helgesson,given,11,Latin,,,create
Hirschhorn,family,11,Latin,,Q21508356,link
Hoknes,family,11,Latin,,,create
@,given,11,none,,,create
Al-Dawsi,family,11,Latin,,,create
Brok,family,11,Latin,,Q83343280,link
Carcassonne,family,11,Latin,,Q56244291,link
Cramer,family,11,Latin,,Q21493272,link
Efjestad,family,11,Latin,,,create
Elsass,family,11,Latin,,Q37541840,link
Fabian,given,11,Latin,,Q10546861,link
Glynan,family,11,Latin,,,create
Gracian,family,11,Latin,,,create
Gumpertz,family,11,Latin,,Q59779582,link
Kara,given,11,Latin,,Q692575,link
Nedrebø,family,11,Latin,,,create
Pomerania,given,11,Latin,,,create
Thomsen,given,11,Latin,,,create
To,given,11,Latin,,,create
Tuscolo,family,11,Latin,,,create
Weinberg,family,11,Latin,,Q15853853,link
ליפמן,given,11,Hebrew,,,create
Arundel,family,11,Latin,,Q37538578,link
Eliasen,family,11,Latin,,,create
Grubendal,family,11,Latin,,,create
Horton,family,11,Latin,,Q16870893,link
Kanne,family,11,Latin,,Q6364023,link
Kościesza,family,11,Latin,,,create
Kruckow,family,11,Latin,,Q36932126,link
Levis,family,11,Latin,,Q29179226,link
Mata,given,11,Latin,,,create
Medhus,family,11,Latin,,,create
Skjelbred,family,11,Latin,,Q29722773,link
Straume,family,11,Latin,,Q16883906,link
Vatnemot,family,11,Latin,,,create
Vianden,family,11,Latin,,,create
Aksnes,family,11,Latin,,Q32945131,link
Arianiti,family,11,Latin,,Q122214367,link
Dillingen,family,11,Latin,,,create
Graae,family,11,Latin,,Q54354715,link
Isaksson,given,11,Latin,,,create
Leeser,family,11,Latin,,Q36883691,link
Lid,family,11,Latin,,Q30724890,link
Lisle,family,11,Latin,,Q37536986,link
Reinach,family,11,Latin,,Q66458756,link
Riska,family,11,Latin,,Q28146913,link
Tegwared,given,11,Latin,,,create
Trencavel,family,11,Latin,,,create
Wedana,given,11,Latin,,,create
d'Aumale,family,11,Latin,,,create
na,given,11,Latin,,,create
Årvik,family,11,Latin,,,create
佐藤,family,11,Han,,,create
3rd,given,11,Latin,,,create
Albinus,family,11,Latin,,Q53848227,link
Alemannien,family,11,Latin,,,create
Bas,family,11,Latin,,,create
Brock,family,11,Latin,,Q13583489,link
Cyfeiliog,family,11,Latin,,,create
Dalen,family,11,Latin,,,create
Fosen,family,11,Latin,,,create
Framigard,family,11,Latin,,,create
Grimbergen,family,11,Latin,,,create
Grøtvet,family,11,Latin,,,create
Gurr,family,11,Latin,,,create
Herzogin,family,11,Latin,,,create
Hising,family,11,Latin,,Q47462118,link
Hussain,given,11,Latin,,Q116364570,link
Irvin,family,11,Latin,,Q37031860,link
Lacon,family,11,Latin,,Q37281180,link
Nürnberg,family,11,Latin,,,create
Oppert,family,11,Latin,,,create
Rakai,family,11,Latin,,,create
Rivilla,family,11,Latin,,,create
Rude,family,11,Latin,,,create
Simming,family,11,Latin,,Q47461458,link
Skjerveggen,family,11,Latin,,,create
Tveiten,family,11,Latin,,Q27890918,link
Venjum,family,11,Latin,,,create
晏,given,11,Han,,,create
Araiza,family,11,Latin,,,create
Augensen,family,11,Latin,,,create
Benjumea,family,11,Latin,,,create
Berenger,given,11,Latin,,Q105500126,link
Bondhus,family,11,Latin,,,create
Cadavid,family,11,Latin,,,create
Carranza,family,11,Latin,,Q5753413,link
Cucu,given,11,Latin,,,create
Erici,given,11,Latin,,,create
Gyllenållon,family,11,Latin,,Q111279945,link
Gyse,family,11,Latin,,Q83354217,link
Hausmann,family,11,Latin,,Q1114765,link
Heggland,family,11,Latin,,Q27892697,link
Hendrick,given,11,Latin,,Q21031071,link
Hielm,family,11,Latin,,Q30307195,link
Hommet,family,11,Latin,,,create
Ja'afar,given,11,Latin,,,create
Jauche,family,11,Latin,,,create
Joyeuse,family,11,Latin,,,create
Langeid,family,11,Latin,,,create
Lilledal,family,11,Latin,,,create
Magaña,family,11,Latin,,,create
Raleigh,given,11,Latin,,Q44857534,link
Rudd,family,11,Latin,,Q16882361,link
Sarassin,family,11,Latin,,,create
Sigurdson,given,11,Latin,,,create
Thomesen,given,11,Latin,,,create
Vallejo,family,11,Latin,,,create
Wongso,given,11,Latin,,,create
sur,family,11,Latin,,,create
фон,family,11,Cyrillic,,,create
奇,given,11,Han,,,create
양,given,11,Hangul,,,create
Aartun,family,11,Latin,,Q35921397,link
Altschul,family,11,Latin,,Q21491420,link
Andechs,family,11,Latin,,,create
Anglesola,family,11,Latin,,,create
Atkins,family,11,Latin,,Q13552095,link
Beers,family,11,Latin,,Q16479589,link
Bårdson,given,11,Latin,,,create
Deem,family,11,Latin,,,create
Dessau,family,11,Latin,,Q21450485,link
Fenton,family,11,Latin,,Q16275813,link
Gravdal,family,11,Latin,,,create
Gudmundsson,given,11,Latin,,,create
Haukali,family,11,Latin,,,create
Hirscher,family,11,Latin,,,create
Joensen,given,11,Latin,,,create
Kilde,family,11,Latin,,Q30584056,link
Latorre,family,11,Latin,,,create
Litlaland,family,11,Latin,,,create
Malmheim,family,11,Latin,,,create
Mendelssohn,family,11,Latin,,,create
Merseburg,family,11,Latin,,,create
Moe,family,11,Latin,,Q16877284,link
Muslim,given,11,Latin,,Q2781527,link
Nero,given,11,Latin,,Q26903387,link
Palleson,given,11,Latin,,,create
Polen,family,11,Latin,,,create
Race,family,11,Latin,,,create
Reiseter,family,11,Latin,,,create
Riedenburg,family,11,Latin,,,create
Samuelsson,given,11,Latin,,,create
Saunders,family,11,Latin,,Q2227672,link
Süssmann,family,11,Latin,,Q105991821,link
Vukanović,family,11,Latin,,,create
Wołłowicz,family,11,Latin,,Q111660219,link
al-Qasem,family,11,Latin,,,create
Ålvik,family,11,Latin,,,create
尹,family,11,Han,,,create
穆,given,11,Han,,,create
백,family,11,Hangul,,,create
선,given,11,Hangul,,,create
'Abdullah,given,11,Latin,,,create
Alanis,family,11,Latin,,,create
Alcantara,family,11,Latin,,,create
Bagratouni,family,11,Latin,,,create
Bement,family,11,Latin,,,create
Besar,given,11,Latin,,,create
Gowdy,family,11,Latin,,Q1540494,link
Helgesdtr,given,11,Latin,,,create
Nandivarman,given,11,Latin,,,create
Orfitus,given,11,Latin,,,create
Ringerike,family,11,Latin,,,create
Roldán,family,11,Latin,,,create
Tollakson,given,11,Latin,,,create
Veringen,family,11,Latin,,,create
al-Husain,family,11,Latin,,,create
d'Urfé,family,11,Latin,,Q105128495,link
Киевский,family,11,Cyrillic,,,create
Abram,given,11,Latin,,,"AMBIGUOUS - review, do not create"
Atherold,family,11,Latin,,,create
Betancurt,family,11,Latin,,,create
Birkedal,family,11,Latin,,,create
Castberg,family,11,Latin,,Q21512841,link
Darmawirya,given,11,Latin,,,create
Gamaches,family,11,Latin,,,create
Geneva,given,11,Latin,,Q28707501,link
