token	usage	bearers	existing_item	action	native_label	p144_targets	p144_names	p144_ambiguous	p144_unknown	p144_withdrawn	p5278_pair	stem	p407
klengsdatter	patronymic	19		create	klengsdatter				Kleng		klengson	kleng	Q9043
klengsdotter	patronymic	3		create	klengsdotter				Kleng		klengson	klengs	Q9027
klengsen	patronymic	2		create	klengsen				Kleng		klengsdatter	kleng	Q9043
klengson	patronymic	21		create	klengson				Kleng		klengsdatter	kleng	
klengsson	patronymic	4		create	klengsson				Kleng		klengsdatter	kleng	Q9027
knattarson	patronymic	1		create	knattarson				Knöttur			knattar	
knivesdatter	patronymic	1		create	knivesdatter				Knive			knive	Q9043
knuddatter	patronymic	1		create	knuddatter	Q18565341	Knud				knudsen	knud	
knudsadatter	patronymic	1		create	knudsadatter	Q943881	Knut					knudsa	
knudsdatter	patronymic	423		create	knudsdatter	Q18565341 Q943881 Q28798237	Knud Knut Canute		Canuti Canutus		knudsen	knud	Q9043
knudsdotter	patronymic	40		create	knudsdotter	Q943881 Q18565341	Knut Knud				knudsen	knuds	Q9027
knudsen	patronymic	496		create	knudsen	Q18565341 Q943881	Knud Knut		Knudt		knudsdatter	knud	Q9043
knudson	patronymic	79		create	knudson	Q18565341 Q943881	Knud Knut				knudsdatter	knud	
knudssen	patronymic	2		create	knudssen	Q943881	Knut				knudsdatter	knuds	Q9043
knudsson	patronymic	13		create	knudsson	Q943881 Q18565341	Knut Knud				knudsdatter	knud	Q9027
knudtsdatter	patronymic	2		create	knudtsdatter	Q943881	Knut		Knudt		knudtsen	knudt	Q9043
knudtsen	patronymic	4		create	knudtsen	Q943881	Knut		Knudt		knudtsdatter	knudt	Q9043
knudtson	patronymic	2		create	knudtson	Q943881	Knut				knudtsdatter	knudt	
knuhtsen	patronymic	1		create	knuhtsen	Q943881	Knut					knuht	Q9043
knutdatter	patronymic	1		create	knutdatter	Q943881	Knut				knutson	knut	
knutdsdatter	patronymic	1		create	knutdsdatter	Q943881	Knut					knutd	Q9043
knutedatter	patronymic	1		create	knutedatter	Q18565341	Knud					knute	
knutesdatter	patronymic	2		create	knutesdatter	Q943881 Q18565341	Knut Knud					knute	Q9043
knutsdatter	patronymic	581		create	knutsdatter	Q943881 Q18565341	Knut Knud				knutson	knut	Q9043
knutsdotter	patronymic	328		create	knutsdotter	Q943881 Q18565341 Q28798237	Knut Knud Canute		Canutus Canuti Knuutti Cnut		knutson	knuts	Q9027
knutsen	patronymic	421		create	knutsen	Q943881 Q18565341	Knut Knud		Knudt Canuti		knutsdatter	knut	Q9043
knutson	patronymic	436		create	knutson	Q943881 Q18565341	Knut Knud				knutsdatter	knut	
knutsson	patronymic	346		create	knutsson	Q943881 Q18565341 Q28798237 Q98669211	Knut Knud Canute KNUTE		Knudt Cnut		knutsdatter	knut	Q9027
knuttsdatter	patronymic	1		create	knuttsdatter	Q943881	Knut					knutt	Q9043
knútsson	patronymic	1		create	knútsson				Cnut			knút	Q9027
kolbeinnson	patronymic	1		create	kolbeinnson	Q11981428	Kolbein					kolbeinn	
kolbeinsdatter	patronymic	24		create	kolbeinsdatter	Q11981428	Kolbein		Kolben		kolbeinsen	kolbein	Q9043
kolbeinsdotter	patronymic	7		create	kolbeinsdotter	Q11981428	Kolbein				kolbeinsen	kolbeins	Q9027
kolbeinsen	patronymic	36		create	kolbeinsen	Q11981428	Kolbein		Kolben		kolbeinsdatter	kolbein	Q9043
kolbeinson	patronymic	20		create	kolbeinson	Q11981428	Kolbein				kolbeinsdatter	kolbein	
kolbeinsson	patronymic	24		create	kolbeinsson	Q11981428 Q16430540	Kolbein Kolbeinn				kolbeinsdatter	kolbein	Q9027
kolbensdatter	patronymic	5		create	kolbensdatter	Q11981428	Kolbein		Kolben		kolbensen	kolben	Q9043
kolbensen	patronymic	4		create	kolbensen	Q11981428	Kolbein		Kolben		kolbensdatter	kolben	Q9043
kolbenson	patronymic	1		create	kolbenson				Kolben		kolbensdatter	kolben	
kolbjørnsdatter	patronymic	8		create	kolbjørnsdatter	Q20002949 Q27918543	Kolbjørn Colbjørn				kolbjørnsen	kolbjørn	Q9043
kolbjørnsdotter	patronymic	1		create	kolbjørnsdotter	Q20002949	Kolbjørn				kolbjørnsen	kolbjørns	Q9027
kolbjørnsen	patronymic	10		create	kolbjørnsen	Q20002949	Kolbjørn				kolbjørnsdatter	kolbjørn	Q9043
kolbjørnsson	patronymic	4		create	kolbjørnsson	Q20002949	Kolbjørn				kolbjørnsdatter	kolbjørn	Q9027
kolgrimson	patronymic	1		create	kolgrimson				Kolgrim			kolgrim	
kollisson	patronymic	2		create	kollisson				Koll			kolli	Q9027
kollsdatter	patronymic	2		create	kollsdatter				Koll		kollson	koll	Q9043
kollsen	patronymic	1		create	kollsen				Koll		kollsdatter	koll	Q9043
kollson	patronymic	3		create	kollson				Koll		kollsdatter	koll	
kollsson	patronymic	2		create	kollsson			Kol(2)	Koll		kollsdatter	koll	Q9027
kollungsen	patronymic	6		create	kollungsen				Kollung			kollung	Q9043
kolsson	patronymic	4		create	kolsson			Kol(2)				kol	Q9027
kolsveinson	patronymic	1		create	kolsveinson				Kolsvein			kolsvein	
kolvsdatter	patronymic	2		create	kolvsdatter				Kolv		kolvsen	kolv	Q9043
kolvsen	patronymic	12		create	kolvsen				Kolv		kolvsdatter	kolv	Q9043
komneni	patronymic	1		create	komneni	Q80479210	Komnen						
kompolti	patronymic	1		create	kompolti				Kompolt				
konalsson	patronymic	1		create	konalsson				Konáll			konal	Q9027
konradsdotter	patronymic	4		create	konradsdotter	Q18156186	Konrad	Conrad(4)			konradsson	konrads	Q9027
konradsen	patronymic	6		create	konradsen	Q18156186	Konrad				konradsdotter	konrad	Q9043
konradsson	patronymic	12		create	konradsson	Q18156186	Konrad	Conrad(4)			konradsdotter	konrad	Q9027
konstantinsdotter	patronymic	2		create	konstantinsdotter	Q5163687	Constantin					konstantins	Q9027
korfitsdatter	patronymic	9		create	korfitsdatter				Korfits		korfitsen	korfit	Q9043
korfitsen	patronymic	2		create	korfitsen				Korfits		korfitsdatter	korfit	Q9043
korneliusdatter	patronymic	33		create	korneliusdatter	Q17518394 Q17518364	Kornelius Cornelius				korneliussen	korneliu	Q9043
korneliusdotter	patronymic	1		create	korneliusdotter	Q17518394	Kornelius				korneliussen	kornelius	Q9027
korneliusen	patronymic	4		create	korneliusen	Q17518394	Kornelius				korneliusdatter	korneliu	Q9043
korneliussen	patronymic	26		create	korneliussen	Q17518394 Q17518364	Kornelius Cornelius				korneliusdatter	kornelius	Q9043
korneliusson	patronymic	11		create	korneliusson	Q17518394 Q17518364	Kornelius Cornelius				korneliusdatter	korneliu	Q9027
korsmesdatter	patronymic	3		create	korsmesdatter				Korsmus			korsme	Q9043
korsmusdatter	patronymic	8		create	korsmusdatter				Korsmus		korsmussen	korsmu	Q9043
korsmusen	patronymic	1		create	korsmusen				Korsmus		korsmusdatter	korsmu	Q9043
korsmussen	patronymic	4		create	korsmussen				Korsmus		korsmusdatter	korsmus	Q9043
kortsdotter	patronymic	1		create	kortsdotter	Q16430664	Kort					korts	Q9027
koðransson	patronymic	1		create	koðransson	Q16430673	Koðrán					koðran	Q9027
koðránsson	patronymic	1		create	koðránsson	Q16430673	Koðrán					koðrán	Q9027
krabbesson	patronymic	1		create	krabbesson				Krabbe			krabbe	Q9027
krisotfersdatter	patronymic	1		create	krisotfersdatter	Q1789415	Kristoffer					krisotfer	Q9043
kristendatter	patronymic	13		create	kristendatter	Q11279730 Q21034625	Kristen Christen	Christian(3)			kristensen	kristen	
kristendotter	patronymic	4		create	kristendotter	Q11279730	Kristen				kristensen	kristen	
kristensdatter	patronymic	397		create	kristensdatter	Q11279730 Q21034625 Q256744 Q12794332	Kristen Christen Kirsten Kristian	Christian(3)			kristensen	kristen	Q9043
kristensdotter	patronymic	50		create	kristensdotter	Q11279730 Q21034625 Q256744	Kristen Christen Kirsten				kristensen	kristens	Q9027
kristensen	patronymic	372		create	kristensen	Q11279730 Q21034625 Q12794332	Kristen Christen Kristian	Christian(3)			kristensdatter	kristen	Q9043
kristenson	patronymic	67		create	kristenson	Q11279730 Q21034625 Q256744	Kristen Christen Kirsten				kristensdatter	kristen	
kristenssen	patronymic	1		create	kristenssen	Q11279730	Kristen				kristensdatter	kristens	Q9043
kristensson	patronymic	35		create	kristensson	Q11279730 Q21034625	Kristen Christen				kristensdatter	kristen	Q9027
kristersdotter	patronymic	35		create	kristersdotter	Q2121964 Q1078504	Krister Christer		Christier Kristier		kristersson	kristers	Q9027
kristersson	patronymic	32		create	kristersson	Q2121964 Q1078504	Krister Christer		Christier Kristier		kristersdotter	krister	Q9027
kristiandatter	patronymic	5		create	kristiandatter	Q12794332	Kristian				kristiansen	kristian	
kristiansadatter	patronymic	1		create	kristiansadatter	Q12794332	Kristian					kristiansa	
kristiansdatter	patronymic	285		create	kristiansdatter	Q12794332 Q11279730 Q21034625	Kristian Kristen Christen	Christian(3)			kristiansen	kristian	Q9043
kristiansdotter	patronymic	70		create	kristiansdotter	Q12794332 Q21034625 Q11279730	Kristian Christen Kristen	Christian(3)			kristiansen	kristians	Q9027
kristiansen	patronymic	330		create	kristiansen	Q12794332 Q11279730	Kristian Kristen	Christian(3)			kristiansdatter	kristian	Q9043
kristianson	patronymic	68		create	kristianson	Q12794332 Q11279730	Kristian Kristen	Christian(3)			kristiansdatter	kristian	
kristiansson	patronymic	65		create	kristiansson	Q12794332 Q21034625	Kristian Christen	Christian(3)			kristiansdatter	kristian	Q9027
kristiensdatter	patronymic	1		create	kristiensdatter	Q21034625	Christen					kristien	Q9043
kristiernsdotter	patronymic	7		create	kristiernsdotter			Christiern(2)	Kristiern		kristiernsson	kristierns	Q9027
kristiernsson	patronymic	10		create	kristiernsson			Christiern(2)	Kristiern		kristiernsdotter	kristiern	Q9027
kristiersson	patronymic	2		create	kristiersson				Kristier			kristier	Q9027
kristinsdatter	patronymic	2		create	kristinsdatter	Q12794332	Kristian					kristin	Q9043
kristmansdotter	patronymic	15		create	kristmansdotter	Q111073048	Christman		Kristman		kristmansson	kristmans	Q9027
kristmansson	patronymic	7		create	kristmansson				Kristman		kristmansdotter	kristman	Q9027
kristnsdatter	patronymic	1		create	kristnsdatter	Q11279730	Kristen				kristnsen	kristn	Q9043
kristnsen	patronymic	1		create	kristnsen	Q11279730	Kristen				kristnsdatter	kristn	Q9043
kristoferdatter	patronymic	1		create	kristoferdatter			Kristofer(2)			kristofersen	kristofer	
kristofersdatter	patronymic	14		create	kristofersdatter	Q1789415	Kristoffer	Kristofer(2)			kristofersen	kristofer	Q9043
kristofersen	patronymic	7		create	kristofersen	Q1789415 Q1084472	Kristoffer Christopher	Kristofer(2)			kristofersdatter	kristofer	Q9043
kristofferdatter	patronymic	9		create	kristofferdatter	Q1789415 Q1084384	Kristoffer Christoffer				kristoffersen	kristoffer	
kristofferdotter	patronymic	2		create	kristofferdotter	Q1789415	Kristoffer				kristoffersen	kristoffer	
kristoffersdatter	patronymic	333		create	kristoffersdatter	Q1789415 Q1084472 Q1084384 Q29169618	Kristoffer Christopher Christoffer Kristopher	Kristofer(2)			kristoffersen	kristoffer	Q9043
kristoffersdotter	patronymic	80		create	kristoffersdotter	Q1789415 Q1084472 Q1084384	Kristoffer Christopher Christoffer		Christopherus		kristoffersen	kristoffers	Q9027
kristoffersen	patronymic	346		create	kristoffersen	Q1789415 Q1084472 Q1084384 Q29169618	Kristoffer Christopher Christoffer Kristopher	Kristofer(2)			kristoffersdatter	kristoffer	Q9043
kristofferson	patronymic	118		create	kristofferson	Q1789415 Q1084472 Q1084384	Kristoffer Christopher Christoffer				kristoffersdatter	kristoffer	
kristofferssen	patronymic	2		create	kristofferssen	Q1789415 Q1084472	Kristoffer Christopher				kristoffersdatter	kristoffers	Q9043
kristoffersson	patronymic	85		create	kristoffersson	Q1789415 Q1084472 Q1084384	Kristoffer Christopher Christoffer				kristoffersdatter	kristoffer	Q9027
kristophersdatter	patronymic	1		create	kristophersdatter	Q29169618	Kristopher				kristophersen	kristopher	Q9043
kristophersdotter	patronymic	1		create	kristophersdotter	Q1789415	Kristoffer				kristophersen	kristophers	Q9027
kristophersen	patronymic	3		create	kristophersen	Q29169618	Kristopher				kristophersdatter	kristopher	Q9043
kvistson	patronymic	1		create	kvistson				Kvist			kvist	
kystolfsdatter	patronymic	2		create	kystolfsdatter				Kjystolf		kystolfsen	kystolf	Q9043
kystolfsen	patronymic	1		create	kystolfsen				Kjystolf		kystolfsdatter	kystolf	Q9043
källbjörnsdotter	patronymic	1		create	källbjörnsdotter				Kjällbjörn		källbjörnsson	källbjörns	Q9027
källbjörnsson	patronymic	2		create	källbjörnsson				Kjällbjörn		källbjörnsdotter	källbjörn	Q9027
kättilsson	patronymic	1		create	kättilsson	Q16800918	Kettil					kättil	Q9027
kåresdatter	patronymic	1		create	kåresdatter	Q20200846	Kaare				kåresson	kåre	Q9043
kåresdotter	patronymic	1		create	kåresdotter	Q20200846	Kaare				kåresson	kåres	Q9027
kåreson	patronymic	2		create	kåreson	Q240255	Kåre				kåresdotter	kåre	
kåresson	patronymic	5		create	kåresson	Q20200846 Q240255	Kaare Kåre				kåresdotter	kåre	Q9027
könicksdotter	patronymic	1		create	könicksdotter				Kenicius			könicks	Q9027
königsdotter	patronymic	19		create	königsdotter				König		königsson	königs	Q9027
königsson	patronymic	13		create	königsson				König		königsdotter	könig	Q9027
köniksson	patronymic	2		create	köniksson				Könik			könik	Q9027
kønekadatter	patronymic	1		create	kønekadatter				Køneka			køneka	
lafransson	patronymic	1		create	lafransson				Lafrans			lafran	Q9027
lagesdatter	patronymic	17		create	lagesdatter	Q11982930 Q96939459	Lage Lauge				lagesen	lage	Q9043
lagesdotter	patronymic	14		create	lagesdotter	Q11982930 Q96939459	Lage Lauge				lagesen	lages	Q9027
lagesen	patronymic	43		create	lagesen	Q11982930	Lage				lagesdatter	lage	Q9043
lageson	patronymic	1		create	lageson	Q11982930	Lage				lagesdatter	lage	
lagesson	patronymic	10		create	lagesson	Q11982930 Q96939459	Lage Lauge				lagesdatter	lage	Q9027
lagsdatter	patronymic	1		create	lagsdatter	Q11982930	Lage					lag	Q9043
lambertsdatter	patronymic	5		create	lambertsdatter	Q492730	Lambert				lambertsen	lambert	Q9043
lambertsdotter	patronymic	1		create	lambertsdotter	Q492730	Lambert				lambertsen	lamberts	Q9027
lambertsen	patronymic	5		create	lambertsen	Q492730	Lambert				lambertsdatter	lambert	Q9043
lambrektsdotter	patronymic	1		create	lambrektsdotter				Lambrekt		lambrektsson	lambrekts	Q9027
lambrektsson	patronymic	1		create	lambrektsson				Lambrekt		lambrektsdotter	lambrekt	Q9027
lambrigtsdatter	patronymic	1		create	lambrigtsdatter				Lambrigt		lambrigtsson	lambrigt	Q9043
lambrigtsson	patronymic	2		create	lambrigtsson				Lambrigt		lambrigtsdatter	lambrigt	Q9027
lardotter	patronymic	1		create	lardotter	Q15635262	Lars				larsson	lar	
larsdatter	patronymic	2327		create	larsdatter	Q15635262	Lars				larsson	lar	Q9043
larsdotter	patronymic	2061		create	larsdotter	Q15635262 Q1303231	Lars Lauri				larsson	lars	Q9027
larsen	patronymic	1954		create	larsen	Q15635262 Q116659539	Lars Laurs				larsdatter	lar	Q9043
larson	patronymic	208		create	larson	Q15635262	Lars				larsdatter	lar	
larssdotter	patronymic	1		create	larssdotter	Q15635262	Lars				larsson	larss	Q9027
larssen	patronymic	93		create	larssen	Q15635262	Lars				larsdatter	lars	Q9043
larsson	patronymic	2748		create	larsson	Q15635262 Q1303231	Lars Lauri				larsdatter	lar	Q9027
larssson	patronymic	1		create	larssson	Q15635262	Lars				larsdatter	lars	Q9027
lassedatter	patronymic	11		create	lassedatter	Q16871876	Lasse				lassesen	lasse	
lassedotter	patronymic	6		create	lassedotter	Q16871876	Lasse				lassesen	lasse	
lasseniusdatter	patronymic	1		create	lasseniusdatter				Lassenius		lasseniusen	lasseniu	Q9043
lasseniusen	patronymic	1		create	lasseniusen				Lassenius		lasseniusdatter	lasseniu	Q9043
lassesdatter	patronymic	38		create	lassesdatter	Q16871876	Lasse				lassesen	lasse	Q9043
lassesdotter	patronymic	9		create	lassesdotter	Q16871876	Lasse				lassesen	lasses	Q9027
lassesen	patronymic	35		create	lassesen	Q16871876	Lasse				lassesdatter	lasse	Q9043
lasseson	patronymic	33		create	lasseson	Q16871876	Lasse				lassesdatter	lasse	
lassessen	patronymic	3		create	lassessen	Q16871876	Lasse				lassesdatter	lasses	Q9043
lassesson	patronymic	7		create	lassesson	Q16871876	Lasse				lassesdatter	lasse	Q9027
lassiniusdatter	patronymic	1		create	lassiniusdatter				Lassenius		lassiniusen	lassiniu	Q9043
lassiniusen	patronymic	1		create	lassiniusen				Lassenius		lassiniusdatter	lassiniu	Q9043
lauersen	patronymic	3		create	lauersen	Q116659539 Q15635262	Laurs Lars					lauer	Q9043
laugesdatter	patronymic	8		create	laugesdatter	Q96939459	Lauge				laugesen	lauge	Q9043
laugesen	patronymic	18		create	laugesen	Q96939459	Lauge				laugesdatter	lauge	Q9043
laugeson	patronymic	2		create	laugeson	Q96939459	Lauge				laugesdatter	lauge	
laurensdatter	patronymic	5		create	laurensdatter	Q2227957	Laurens				laurensson	lauren	Q9043
laurensdotter	patronymic	12		create	laurensdotter	Q2227957	Laurens				laurensson	laurens	Q9027
laurensen	patronymic	3		create	laurensen	Q2227957	Laurens				laurensdotter	lauren	Q9043
laurensson	patronymic	10		create	laurensson	Q2227957	Laurens				laurensdotter	lauren	Q9027
laurenti	patronymic	1		create	laurenti	Q15635267	Laurentius						
laurentii	patronymic	44		create	laurentii	Q15635267	Laurentius						
laurentzson	patronymic	1		create	laurentzson	Q30504426	Laurentz					laurentz	
lauridsdatter	patronymic	155		create	lauridsdatter	Q107723833 Q21061253 Q13695998	Laurids Laurits Lauritz				lauridsen	laurid	Q9043
lauridsen	patronymic	147		create	lauridsen	Q107723833 Q21061253 Q13695998	Laurids Laurits Lauritz				lauridsdatter	laurid	Q9043
lauridssen	patronymic	1		create	lauridssen	Q107723833	Laurids				lauridsdatter	laurids	Q9043
lauridsson	patronymic	1		create	lauridsson	Q107723833	Laurids				lauridsdatter	laurid	Q9027
lauridzdatter	patronymic	1		create	lauridzdatter	Q13695998	Lauritz					lauridz	
lauritsdatter	patronymic	155		create	lauritsdatter	Q21061253 Q13695998 Q107723833	Laurits Lauritz Laurids				lauritsen	laurit	Q9043
lauritsdotter	patronymic	6		create	lauritsdotter	Q21061253 Q13695998	Laurits Lauritz				lauritsen	laurits	Q9027
lauritsen	patronymic	155		create	lauritsen	Q21061253 Q13695998 Q107723833	Laurits Lauritz Laurids				lauritsdatter	laurit	Q9043
lauritson	patronymic	10		create	lauritson	Q21061253 Q13695998	Laurits Lauritz				lauritsdatter	laurit	
lauritssen	patronymic	4		create	lauritssen	Q21061253	Laurits				lauritsdatter	laurits	Q9043
lauritsson	patronymic	32		create	lauritsson	Q21061253 Q13695998 Q107723833	Laurits Lauritz Laurids				lauritsdatter	laurit	Q9027
lauritzdatter	patronymic	55		create	lauritzdatter	Q13695998 Q21061253	Lauritz Laurits				lauritzson	lauritz	
lauritzdotter	patronymic	1		create	lauritzdotter	Q13695998	Lauritz				lauritzson	lauritz	
lauritzsen	patronymic	6		create	lauritzsen	Q13695998 Q21061253	Lauritz Laurits				lauritzdatter	lauritz	Q9043
lauritzson	patronymic	9		create	lauritzson	Q13695998 Q21061253	Lauritz Laurits				lauritzdatter	lauritz	
laursdatter	patronymic	19		create	laursdatter	Q116659539 Q15635262	Laurs Lars				laursen	laur	Q9043
laursen	patronymic	31		create	laursen	Q116659539 Q15635262	Laurs Lars				laursdatter	laur	Q9043
laurtisen	patronymic	2		create	laurtisen	Q107723833	Laurids					laurti	Q9043
lavesdatter	patronymic	6		create	lavesdatter	Q134450528	Lave				lavesen	lave	Q9043
lavesen	patronymic	5		create	lavesen	Q134450528	Lave				lavesdatter	lave	Q9043
lawrenceson	patronymic	1		create	lawrenceson	Q15635788	Lawrence					lawrence	
laxmandsdotter	patronymic	1		create	laxmandsdotter				Laxmand			laxmands	Q9027
lazarusdatter	patronymic	1		create	lazarusdatter	Q21145110	Lazarus				lazarusson	lazaru	Q9043
lazarusdotter	patronymic	1		create	lazarusdotter	Q21145110	Lazarus				lazarusson	lazarus	Q9027
lazarussen	patronymic	1		create	lazarussen	Q21145110	Lazarus				lazarusdotter	lazarus	Q9043
lazarusson	patronymic	2		create	lazarusson	Q21145110	Lazarus				lazarusdotter	lazaru	Q9027
leandersdotter	patronymic	12		create	leandersdotter	Q664915	Leander				leandersson	leanders	Q9027
leandersson	patronymic	8		create	leandersson	Q664915	Leander				leandersdotter	leander	Q9027
leghsdatter	patronymic	2		create	leghsdatter				Leg		leghsen	legh	Q9043
leghsen	patronymic	1		create	leghsen				Leg		leghsdatter	legh	Q9043
