qid	latin	ja	zh
Q1069858	Philippe Berthelot	フィリップ・ベルテロ	菲利普·贝特洛
Q16680022	Dietrich of Ringelheim	ディートリヒ・フォン・リンゲルハイム	林格海姆的迪特里希
Q16858085	George Richard Savage Nassau	ジョージ・リチャード・サヴェージ・ナッソー	
Q2290337	Niccolò II d'Este	ニッコロ2世・デステ	
Q1115691	Aldobrandino III d'Este	アルドブランディーノ3世・デステ	
Q3432154	Rinaldo II d'Este	リナルド2世・デステ	
Q18397598	Nicolò I d'Este	ニッコロ1世・デステ	
Q6793535	Maurice Wiles		莫里斯·弗兰克·怀尔斯
Q11737628	Kazimiera Bujwidowa	カジミエラ・ブジウィドワ	
Q3293662	Marion Milner	マリオン・ミリネル	瑪莉安·彌爾納
Q3266936	Luitfrid II de Sundgau	リウトフリト2世 (ズントガウ伯)	孫戈的盧特弗里德二世
Q87553	Arthur Gundaccar von Suttner	アートゥル・フォン・ズットナー	
Q11316739	Tomonaga Sanjūrō	朝永三十郎	
Q516737	Caro Dawes	カロ・ドーズ	卡萝·道斯
Q3180060	Joe Estevez		乔·艾斯特维兹
Q621999	Elvira Mendes	エルビラ・メネンデス (1022没)	埃爾維拉·曼德斯
Q510793	García Sánchez of Castile	ガルシア・サンチェス	加西亚·桑切斯
Q449527	Urraca of Zamora	サモラのウラカ	薩莫拉的烏拉卡
Q4704980	Elvira of Toro		埃爾維拉
Q345392	Bermudo III of León	ベルムード3世	贝尔穆多三世
Q110518652	Margaret Myfanwe Joseph		玛格丽特·默万威·约瑟夫
Q4992189	Hugh Elliot	ヒュー・エリオット	
Q434943	Kathleen Brennan	キャスリーン・ブレナン	
Q18527523	Roger Clarendon	ロジェ・ドゥ・クラランドン	
Q16834706	Edward of Angoulême		昂古萊姆的愛德華
Q2700318	Randhir Kapoor	ランディール・カプール	蘭迪·卡浦爾
Q2877914	Babita Kapoor		芭比塔
Q58419501	Prince Taimur Ali Khan		泰穆尔·阿里·汗·帕陶迪
Q464578	Karisma Kapoor	カリスマ・カプール	卡丽诗玛·卡浦尔
Q6112472	Jack Fincher	ジャック・フィンチャー	傑克·芬奇
Q961183	Ceán Chaffin	セアン・チャフィン	西恩·查芬
Q215012	Princess Stéphanie of Monaco	ステファニー・ド・モナコ	斯蒂芬妮
Q7244714	Maria Carolina di Borbone delle Due Sicilie	マリア・カロリーナ・ディ・ボルボーネ＝ドゥエ・シチリエ	
Q29966442	Maria Chiara af Bourbon-Begge Sicilier	マリーア・キアラ・ディ・ボルボーネ＝ドゥエ・シチリエ	
Q4925346	Princess Béatrice of the Two Sicilies	ベアトリーチェ・ディ・ボルボーネ＝ドゥエ・シチリエ	碧翠斯王妃 (波旁-兩西西里)
Q5551980	Zulema Yoma		朱蕾穆·约玛
Q5340693	Eduardo Menem		爱德华多·梅内姆
Q446544	Laodice	ラオディケ	
Q512689	Berenice of Chios	ヒオス島のベレニケ	
Q4893357	Stratonice of Pontus	ポントスのストラトニケ	
Q11783606	Mithridates of Colchis	コルキスのミトリダテス	
Q2349623	Arcathius	アルカティアス	
Q2064634	Machares	マカレス	
Q5307778	Drypetina	ドリュペティナ	
Q1259636	Ariarathes IX of Cappadocia	アリアラテス9世	阿里阿拉特九世
Q3317104	Mithridates Chrestus	ミトリダテス・クレストゥス	米特里達梯克里圖斯
Q708839	Tan Yuling	譚玉齢	谭玉龄
Q699692	Li Yuqin	李玉琴	李玉琴
Q698749	Li Shuxian	李淑賢	李淑贤
Q1166818	Matt Lattanzi	マット・ラッタンジー	马特·拉坦齐
Q16065799	Maurice Benedict de Worms	モーリス・ベネディクト・ド・ウォルムズ	
Q2802320	Thierry van Zuylen van Nyevelt van de Haar		蒂耶利·梵·滋倫
Q551588	Anka Muhlstein	アンカ・ミュルシュタイン	安卡·米尔施泰因
Q4218235	Alina Kashlinskaya		阿林娜·卡什林斯卡娅
Q15492631	Juliet Clutton-Brock	ジュリエット・クラットン＝ブロック	
Q3296149	Mary Brunton	メアリー・ブラントン	
Q75388746	Louisa Maria la Coast	ルイーザ・マリア・ラ・コースト	
Q4259798	Jane Taylor	ジェーン・テーラー	珍·泰勒
Q18576426	Jefferys Taylor	ジェフリーズ・テイラー	
Q1294899	Edwin Plowden		埃德温·普洛登，普洛登男爵
Q4285558	George Jehoshaphat Mountain		乔治·蒙顿
Q6221978	John Birnie Philip		約翰·伯爾尼·菲利普
Q456590	Gervase Markham	ジャーヴェス・マーカム	杰维斯·马卡姆
Q18528631	Henry Meux		亨利·繆克斯爵士，第一代從男爵
Q5126113	Clare Asquith	クレア・アスキス	
Q45214	Maurice de Hirsch	モーリツ・フォン・ヒルシュ	
Q4864133	Barry Cowen	バリー・コーエン	
Q17048572	Matthew Pilkington	マシュー・ピルキントン	
Q6471151	Laetitia Pilkington	レティティア・ピルキントン	
Q272384	John Thurso	ジョン・アーチーボルド・シンクレア	
Q76222608	Bulkley Samuel Young	バルクリー・サミュエル・ヤング	
Q5443817	Ferdinand Cavendish-Bentinck	ファーディナンド・キャヴェンディッシュ＝ベンティンク	
Q18576889	Richard Talbot		理查·塔爾博特
Q1453055	Frederick W. Lanchester	フレデリック・ランチェスター	弗雷德里克·威廉·兰彻斯特
Q5541515	George Lanchester	ジョージ・ランチェスター	
Q5729524	Henry Vaughan Lanchester	ヘンリー・ヴォーン・ランチェスター	亨利·沃恩·蘭徹斯特
Q5075502	Charles Beaumont Phipps	チャールズ・ボーモント・フィップス	
Q96079943	Robert Mayor	ロバート・メイアー	
Q96079944	Charlotte Bickersteth Mayor	シャーロット・ビッカーステス	
Q55982	John E. B. Mayor	ジョン・エイトン・ビッカーステス・メイアー	
Q96079946	Robert Bickersteth Mayor	ロバート・ビッカーステス・メイアー	
Q7411869	Samuel Jones Loyd	オーバーストーン卿	
Q76112234	Olympia Cazalet	オリンピア・カザレット	
Q28061602	Henry Ashurst	ヘンリー・アシャースト	
Q75251464	Mary Churchill	メアリー・チャーチル	
Q76132874	Charlotte Gough	シャーロット・ゴフ	
Q76239562	Jeremiah Ames	ジェレミア・エイムズ	
Q646371	Spenser Buckingham St. John		斯宾塞·圣约翰
Q5542717	George Murray	ジョージ・マレー	
Q5344958	Edward R. Pease		爱德华·R·皮斯
Q17672	Anne Elizabeth Ball	アン・エリザベス・ボール	
Q76136412	Thomas Liddell	トマス・リデル	
Q76134465	Margaret Norton	マーガレット・ノートン	
Q26790494	Charles Cathcart	チャールズ・アラン・カスカート	查爾斯·艾倫·卡斯卡特
Q80090340	John Elliot Bingham		約翰·艾略特·賓漢
Q75345183	Dorothy Wilson	ドロシー・ウィルソン	
Q6486877	Philippa de Mohun		菲莉帕·莫亨
Q5537123	George Boscawen	ジョージ・ボスカーウェン	
Q4174671	storfyrstinne Jelena		斯摩棱斯克的叶莲娜
Q18572250	Anne Fairfax	アン・フェアファクス	
Q4934835	Kitty Aldridge	キティ・オルドリッジ	
Q131314826	Katya Ruby Rose Knopfler	カティア・ルビー・ローズ・ノップラー	卡佳·鲁比·罗斯·诺弗勒
Q449476	David Knopfler	デヴィッド・ノップラー	大衛·諾弗勒
Q20634877	Velters Cornewall	ヴェルタース・コーンウォール	
Q28792288	Louisa Holthuysen	Louisa Holthuysen	
Q194161	Aung San	アウンサン	昂山
Q11171152	Ba Win	バー・ウィン	巴温
Q5334534	Ed Bass		艾德·巴斯
Q429075	Robert Bass	ロバート・バス	
Q18537380	Elisa Brătianu		埃莉薩·布勒蒂亞努
Q3271445	Léon de Montesquiou		莱昂·德·孟德斯鸠
Q3760664	George Valentin Bibescu	ジョルジェ・ヴァレンティン・ビベースク	乔治-瓦伦丁·比贝斯库
Q59773000	Veronica Boulter Toynbee		韦罗妮卡·博尔特·汤因比
Q2710684	Henry Jenner	ヘンリー・イェナー	亨利·詹納
Q75933546	Margaret Lucy	マーガレット・ルーシー	
Q447058	Pietro Longhi	ピエトロ・ロンギ	彼得罗·隆吉
Q237470	Anna Lee Fisher	アンナ・リー・フィッシャー	安娜·菲舍尔
Q30572311	Kristin Fisher	クリスティン・フィッシャー	
Q255874	Thomas Modyford	トマス・モディフォード	
Q1348702	Ercole II d'Este	エルコレ2世・デステ	埃爾科萊二世·埃斯特
Q235841	Renee of France	ルネ・ド・フランス	法兰西的勒内
Q891920	Margherita Gonzaga	マルゲリータ・ゴンザーガ	瑪格麗塔·貢扎加
Q2527555	Luigi d'Este	ルイージ・デステ	埃斯特的路易吉
Q3721828	Eleonora d'Este		埃斯特的埃莱奥诺拉
Q106812875	Vera Scriabina	ヴェーラ・スクリャービナ	
Q967061	Julian Scriabin	ジュリアン・スクリャービン	朱利安·亚历山德罗维奇·斯克里亚宾
Q957777	Marina Scriabine	マリーナ・スクリアビン	
Q5363492	Elizabeth Sewall Alcott	エリザベス・スーワル・オルコット	
Q7610927	Stephen de Vere	ステファン・ド・ヴィアー	
Q5537991	George Clive	ジョージ・クライブ (自由党政治家)	
Q6145005	James Walker	ジェームズ・ウォーカー	
Q76356133	Euphemia Johnston	ユーフィミア・ジョンストン	
Q4757522	Andrew Johnston	アンドリュー・ジョンストン	
Q18922239	Frances Kingsley	フランセス・キングズリー	
Q75296839	Emily Charlotte Grenfell	エミリー・シャーロット・グレンフェル	
Q75933536	Sir Hugh Lowther	サー・ヒュー・ロウザー	
Q75570636	Anne Lowther	アン・ロウザー	
Q2470305	Briton Rivière	ブリトン・リヴィエール	
Q15527965	Margaretha Roosenboom	マルガレータ・ローゼンボーム	
Q1910657	Godard van Reede	ゴダート・デ・ギンケル	荷德特·德·辛格爾
Q1107011	Nong Quanfu	儂全福	侬全福
Q29902645	A Nong		阿儂
Q4706577	Alan Egerton	アラン・エジャートン (第3代エジャートン男爵)	
Q5596900	Granville Gordon	グランヴィル・ゴードン (第13代ハントリー侯爵)	第十三代亨特利侯爵格蘭維爾·戈登
Q2327936	Coosje Smid		库斯耶·斯密德
Q4525665	Serge Schmemann	サージ・シュメマン	塞尔日·施梅曼
Q8056225	Yoshio Fukuyama	福山 喜雄	
Q7244278	Prince Wilhelm of Schaumburg-Lippe	ヴィルヘルム・ツー・シャウムブルク＝リッペ	
Q7727747	Prince Waldemar of Schaumburg-Lippe	ヴァルデマール・ツー・シャウムブルク＝リッペ	
Q7244053	Prince Harald of Schaumburg-Lippe	ハラルト・ツー・シャウムブルク＝リッペ	
Q230982	Madame de Montespan	モンテスパン侯爵夫人フランソワーズ・アテナイス	蒙特斯庞侯爵夫人
Q61768970	Kamara Vrandečić		卡马拉·弗朗德西奇
Q64076094	Amélie de Bourbon-Parma	アメリー・ド・ブルボン＝パルム	
Q26208282	Maria Cecilia Guardi	マリア・チェチーリア・グアールディ	
Q435316	Giovanni Domenico Tiepolo	ジョヴァンニ・ドメニコ・ティエポロ	喬瓦尼·多梅尼科·提埃波羅
Q232488	Queen Maria Isabel of Spain	マリア・イサベル・デ・ブラガンサ	瑪麗亞·伊莎貝爾 (布拉干薩)
Q593071	Larry Bishop	ラリー・ビショップ	
Q18616155	Alois III. zu Oettingen-Spielberg	アロイス3世・ツー・エッティンゲン＝シュピールベルク	
Q21013519	Damon Thomas	デイモン・トマス	
Q15840390	Philip Stevenson		菲力普·史蒂文森
Q260663	Anastasia Romanovna	アナスタシア・ロマノヴナ	安娜斯塔西娅·罗曼诺夫娜
Q4482826	Feodosia Feodorovna of Russia	フェオドーシヤ・フョードロヴナ	費奧多西婭·費奧多羅芙娜
Q4066524	Anna Ivanovna of Russia		安娜·伊萬諾芙娜
Q1353547	Tsarevich Ivan Ivanovich of Russia	イヴァン・イヴァノヴィチ	伊凡·伊万诺维奇
Q14980	Dmitry of Uglich	ウグリチのドミトリー	德米特里·伊万诺维奇（1582年生）
Q1970350	Dmitry Ivanovich of Russia		德米特里·伊万诺维奇（1552年生）
Q827448	Bernard Victor Aloysius Röling	ベルト・レーリンク	伯特·罗林
Q12816101	Lotta Hintsa	ロッタ・ヒンツァ	洛塔·因斯塔
Q2424979	Sophie von Buxhoeveden	ソフィー・ブックスヘーヴェデン男爵夫人	蘇菲·布克斯霍夫登
Q18640525	Dave Simmons		戴夫·西蒙斯
Q4355331	Samo Hubad	サモ・フバット	
Q5076674	Charles D. Tandy	チャールズ・タンディ	
Q1530709	Max von Redwitz	マックス・フォン・レドヴィッツ	
Q51089	Beatrice Regina della Scala	レジーナ・デッラ・スカラ	贝翠丝·里贾纳·德拉斯卡拉
Q3177046	Jennifer Crystal Foley	ジェニファー・クリスタル・フォーリー	詹妮弗·克麗絲托·佛利
Q3491941	George Patton IV	ジョージ・パットン4世	乔治·史密斯·巴顿
Q65847792	Deng Shi		邓氏
Q65847795	Liao Shi		廖氏
Q45549577	Junbuhua	クン・ブカ	君不花
Q1072396	Töregene Khatun	ドレゲネ	昭慈皇后
Q444129	Duke Wilhelm of Mecklenburg-Schwerin	ヴィルヘルム・ツー・メクレンブルク	梅克倫堡-施威林的威廉公爵
Q875398	Sascha Schapiro	サシャ・シャピロ	
Q5126026	Clara McMillen	クララ・マクミレン	嘉娜·麥美倫
Q45501289	Bietuchumishi		别土出迷失
Q24860634	Buval	ボアル	土斡耳
Q109316328	Chimbay	チンバイ	沉白
Q65846598	Wang Shi		王氏
Q65846602	Wang Shi		王氏
Q45676282	Ge Kongming		葛孔明
Q62523	Ekbert I.	エクベルト1世	
Q543622	Mario Sábato		馬力歐·薩巴托
Q20909575	Henriette du Motier de Lafayette	アンリエット・ドゥ・モティエ・ド・ラファイエット	
Q153739	Jean Arp	ジャン・アルプ	让·阿尔普
Q45596128	Chen Xuandu		陈玄度
Q507991	Algernon Blackwood	アルジャーノン・ブラックウッド	阿尔杰农·布莱克伍德
Q7410235	Sampson Lloyd	サンプソン・ロイド	
Q5481474	Francis James Jackson	フランシス・ジェームズ・ジャクソン	弗朗西斯·詹姆斯·傑克遜
Q5365579	Eliot Warburton		埃利奧特·沃伯頓
Q8010051	William Gould	ウィリアム・グールド	
Q547865	William Goffe	ウィリアム・ゴフ	
Q6284368	Joseph Jekyll	ジョゼフ・ジキル	
Q75504205	Frances Bagot	フランセス・バゴット	
Q75431620	Margaret Hay	マーガレット・ヘイ	
Q75431621	Catherine Hay	キャサリン・ヘイ	
Q18576993	Sarah Fell	サラ・フェル	萨拉·费尔
Q16843873	Nathaniel Mead	ナサニエル・ミード	
Q179278	Jane Boleyn	ジェーン・ブーリン	
Q5774989	John Harington Gubbins	ジョン・ガビンズ	約翰·哈林頓·歌賓斯
Q75568038	Victor Anthony Cazalet	ヴィクター・アンソニー・カザレット	
Q76288261	Anthony Peter Cazalet	アンソニー・ピーター・カザレット	
Q7925789	Victor Cazalet	ヴィクター・カザレット	
Q47038358	Reginald Southwell Smith	レジナルド・サウスウェル・スミス	
Q37885647	Emily Geneviève Smith	エミリー・ジェネヴィーヴ・シンプソン	
Q3084136	François Busnel		弗朗索瓦·布斯内尔
Q571404	Johann Albrecht II	ヨハン・アルブレヒト2世 (メクレンブルク公)	約翰·阿爾布雷希特二世
Q448131	Duchess Elisabeth Sophie of Mecklenburg	ゾフィー・エリーザベト・ツー・メクレンブルク	梅克倫堡的伊莉莎白·索菲
Q22279	Susan Collins	スーザン・コリンズ	苏珊·科林斯
Q3046654	Erik av Rosenborg	エーリク・ア・ローセンボー	埃里克
Q559437	Louis II of Nassau-Weilburg		路德維希二世 (拿騷-威爾堡)
Q372695	Anders Arborelius		安德斯·阿爾博雷柳斯
Q5388553	Erik Dellums	エリック・デラムス	
Q15989975	Jeffrey Richard de Corban Evans	ジェフリー・エバンス (第4代マウントエバンス男爵)	Jeffrey Evans
Q2087225	John Marshall	ジョーン・マーシャル	
Q15635389	Ardanelle McCool	アーダネル・マックール	
Q3645456	Bruce Carradine	ブルース・キャラダイン	
Q327382	Miguel García Granados	ミゲル・ガルシア・グラナドス	米格爾·加西亞·格拉納多斯
Q3433685	Eadgifu of Kent	エドギフ・オブ・ケント	艾德吉夫
Q5372878	Emma Lampert Cooper	エマ・ランパート・クーパー	
Q367901	Viktor Emanuel av Napoli	ヴィットーリオ・エマヌエーレ・ディ・サヴォイア	维托里奥·埃曼努埃莱·迪·萨伏伊
Q933448	Princess Maria Beatrice of Savoy	マリーア・ベアトリーチェ	薩伏依的瑪麗亞·貝亞特麗切
Q516199	André-Charles-Victor Reille	アンドレ・シャルル・ヴィクトル・レイユ	
Q730651	François Victor Masséna	リヴォリ公爵フランソワ・ヴィクトル・マッセナ	弗朗索瓦·维克托·马塞纳
Q4799614	Arthur M. Schlesinger Sr.	アーサー・M・シュレジンジャー・シニア	亞瑟·史列辛格
Q11928238	John Milton Oskison	ジョン・ミルトン・オスキソン	
Q1517574	Yosef Eliyahu Henkin		约瑟夫·以利亚胡·亨金
Q5109480	Paul Dalglish	ポール・ダルグリッシュ	
Q108942547	Isabelle Phélypeaux	イザベル・フェリポー	
Q100583464	Beata Andersson	ベアタ・エルンマン	
Q28041786	Claire Wyart		克莱尔·维亚尔
Q18730327	George Matcham		喬治·馬查姆
Q5498651	Frederick Robinson	フレデリック・ロビンソン (海軍軍人)	
Q5992802	John Moore	ジョン・ムーア	
Q3113266	Sir Graham Moore	グレアム・ムーア	
Q18761960	George Ramsay		乔治·拉姆赛
Q22119552	Elizabeth Bruce		伊莉莎白·布魯斯
Q5145308	Colin Macaulay	コリン・マコーリー	
Q1680654	James Justinian Morier	ジェームズ・ジャスティニアン・モーリア	
Q6774472	Martha Lucas Pate	マーサ・ルーカス・ペイト	
Q983071	Sergio Martino	セルジオ・マルティーノ	赛尔乔·马蒂诺
Q19667262	Edward King	エドワード・キング	
Q5234356	David Green		戴维·格林
Q16938120	Hana Frejková	ハナ・フレイコヴァ	哈娜·弗雷科娃
Q16217604	Juan Pablo Escobar Henao		塞巴斯蒂安·馬羅崑
Q45175086	Kissa Sins	キッサ・シンズ	基莎·辛斯
Q269783	Agnes of Burgundy	アニェス・ド・ブルゴーニュ	勃艮第的阿格妮絲
Q21096210	Marie de Bourbon	マリー・ド・ブルボン (1428-1448)	瑪麗·德·波旁
Q520023	Charles II de Bourbon	シャルル2世	夏尔二世·德·波旁
Q720024	Jean II de Bourbon	ジャン2世	让二世·德·波旁
Q721680	Pierre II de Bourbon	ピエール2世	皮埃爾二世·德·波旁
Q18671298	George Henry Kingsley	ジョージ・ヘンリー・キングズリー	
Q36389200	Charlotte Kingsley Chanter	シャーロット・チャンター	
Q75299270	Rose Susan Alexander	ローズ・スーザン・アレグザンダー	
Q7323675	Richard Alexander Oswald	リチャード・アレクサンダー・オズワルド	
Q16844952	John Parnell	ジョン・パーネル	
Q41522	Ard Schenk	アルト・シェンク	阿爾德·申克
Q28867980	Marian Javits	マリアン・ジャヴィッツ	
Q6135580	James Harington	ヘリントン夫人ルーシー・シドニー	
